"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Álex Abrines","SG","23","OKC","68","6","1055","134","341",".393","94","247",".381","40","94",".426",".531","44","49",".898","18","68","86","40","37","8","33","114","406",2017,"10.1",".560",".724",".144","1.9","7.1","4.5","5.5","1.7","0.6","8.3","15.9","1.2","0.9","2.1",".096","-1.3","-0.4","-1.6","0.1"
"2","Quincy Acy","PF","26","TOT","38","1","558","70","170",".412","37","90",".411","33","80",".413",".521","45","60",".750","20","95","115","18","14","15","21","67","222",2017,"11.8",".565",".529",".353","3.9","18.0","11.0","4.9","1.2","2.0","9.7","16.8","0.5","0.5","0.9",".082","-1.5","-0.6","-2.1","0.0"
"3","Steven Adams","C","23","OKC","80","80","2389","374","655",".571","0","1",".000","374","654",".572",".571","157","257",".611","281","332","613","86","89","78","146","195","905",2017,"16.5",".589",".002",".392","13.0","15.4","14.2","5.4","1.8","2.6","16.0","16.2","3.3","3.1","6.5",".130","-0.2","0.0","-0.2","1.1"
"4","Arron Afflalo","SG","31","SAC","61","45","1580","185","420",".440","62","151",".411","123","269",".457",".514","83","93",".892","9","116","125","78","21","6","42","104","515",2017,"8.9",".559",".360",".221","0.7","8.4","4.6","7.4","0.7","0.3","8.4","14.4","1.2","0.2","1.4",".043","-2.1","-1.5","-3.6","-0.7"
"5","Alexis Ajinça","C","28","NOP","39","15","584","89","178",".500","0","4",".000","89","174",".511",".500","29","40",".725","46","131","177","12","20","22","31","77","207",2017,"12.9",".529",".022",".225","8.3","23.8","16.0","3.1","1.7","3.1","13.7","17.2","0.0","0.9","1.0",".080","-4.0","0.7","-3.3","-0.2"
"6","Cole Aldrich","C","28","MIN","62","0","531","45","86",".523","0","0","0","45","86",".523",".523","15","22",".682","51","107","158","25","25","23","17","85","105",2017,"12.7",".549",".000",".256","11.0","23.9","17.4","6.4","2.4","3.7","15.1","9.4","0.6","0.7","1.3",".116","-2.3","1.5","-0.8","0.2"
"7","LaMarcus Aldridge","PF","31","SAS","72","72","2335","500","1049",".477","23","56",".411","477","993",".480",".488","220","271",".812","172","351","523","139","46","88","98","158","1243",2017,"18.6",".532",".053",".258","8.5","16.6","12.7","9.9","1.0","3.0","7.7","24.5","3.5","3.7","7.2",".149","0.7","0.1","0.8","1.7"
"8","Lavoy Allen","PF","27","IND","61","5","871","77","168",".458","0","1",".000","77","167",".461",".458","23","33",".697","105","114","219","57","18","24","29","78","177",2017,"11.6",".485",".006",".196","13.7","14.5","14.1","9.1","1.0","2.4","13.7","10.9","0.9","0.8","1.7",".093","-1.5","-0.2","-1.7","0.1"
"9","Tony Allen","SG","35","MEM","71","66","1914","274","595",".461","15","54",".278","259","541",".479",".473","80","130",".615","166","225","391","98","115","29","100","178","643",2017,"13.3",".493",".091",".218","9.6","13.8","11.7","8.4","3.1","1.4","13.3","17.9","0.2","2.9","3.1",".077","-2.0","1.1","-1.0","0.5"
"10","Al-Farouq Aminu","PF","26","POR","61","25","1773","183","466",".393","70","212",".330","113","254",".445",".468","96","136",".706","77","374","451","99","60","44","94","102","532",2017,"11.3",".506",".455",".292","4.8","23.5","14.1","7.9","1.7","2.0","15.2","15.4","-0.1","2.0","1.9",".051","-1.4","0.4","-1.1","0.4"
"11","Chris Andersen","C","38","CLE","12","0","114","9","22",".409","0","3",".000","9","19",".474",".409","10","14",".714","9","22","31","5","5","7","5","20","28",2017,"11.6",".497",".136",".636","9.0","20.6","15.0","5.9","2.2","5.0","15.1","13.0","0.1","0.2","0.2",".102","-4.7","2.2","-2.5","0.0"
"12","Alan Anderson","SF","34","LAC","30","0","308","30","80",".375","14","44",".318","16","36",".444",".463","12","16",".750","3","21","24","11","3","0","7","35","86",2017,"5.0",".494",".550",".200","1.1","7.4","4.4","4.9","0.5","0.0","7.4","13.7","0.0","0.1","0.1",".020","-4.2","-1.9","-6.1","-0.3"
"13","Justin Anderson","SF","23","TOT","75","10","1228","186","439",".424","58","194",".299","128","245",".522",".490","102","129",".791","69","176","245","66","41","23","66","109","532",2017,"13.9",".537",".442",".294","6.2","16.9","11.4","8.8","1.7","1.6","11.7","20.9","0.6","1.3","1.9",".074","-0.9","-0.4","-1.3","0.2"
