"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Malik Allen","PF","25","MIA","10","0","138","22","49",".449","0","0","0","22","49",".449",".449","6","9",".667","12","18","30","4","2","9","4","21","50",2004,"16.1",".472",".000",".184","10.0","15.0","12.5","6.1","0.8","5.6","7.0","19.8","0.2","0.2","0.4",".131","-0.8","1.0","0.2","0.1"
"2","Rafer Alston","PG","27","MIA","13","0","295","29","91",".319","12","52",".231","17","39",".436",".385","21","25",".840","4","25","29","22","5","1","10","22","91",2004,"10.0",".446",".571",".275","1.6","9.7","5.6","13.9","0.9","0.3","8.9","18.2","0.2","0.2","0.4",".061","-1.5","-0.7","-2.2","0.0"
"3","Chris Andersen","PF","25","DEN","5","0","34","3","9",".333","0","0","0","3","9",".333",".333","0","0","0","6","8","14","2","1","2","2","3","6",2004,"13.6",".333",".000",".000","18.7","29.7","23.7","8.6","1.5","4.5","18.2","14.3","0.0","0.0","0.0",".033","-1.1","0.5","-0.6","0.0"
"4","Kenny Anderson","PG","33","IND","4","0","19","2","7",".286","0","0","0","2","7",".286",".286","0","0","0","0","1","1","1","1","0","5","3","4",2004,"-13.3",".286",".000",".000","0.0","6.0","3.0","9.9","2.9","0.0","41.7","30.4","-0.2","0.0","-0.2","-0.461","-18.7","-4.3","-23.0","-0.1"
"5","Shandon Anderson","SG","30","NYK","4","4","117","7","27",".259","2","7",".286","5","20",".250",".296","1","2",".500","5","4","9","11","4","1","8","19","17",2004,"1.2",".305",".259",".074","4.4","4.6","4.5","16.2","1.8","0.7","22.3","13.7","-0.3","0.0","-0.3","-0.112","-6.2","-1.0","-7.2","-0.2"
"6","Carmelo Anthony","SF","19","DEN","4","4","143","21","64",".328","2","11",".182","19","53",".358",".344","16","20",".800","7","26","33","11","5","0","17","11","60",2004,"9.8",".412",".172",".313","5.2","23.0","13.3","12.2","1.8","0.0","18.9","27.7","-0.3","0.1","-0.2","-0.060","-3.3","-1.5","-4.8","-0.1"
"7","Brandon Armstrong","SG","23","NJN","8","0","32","3","12",".250","0","1",".000","3","11",".273",".250","0","0","0","1","1","2","3","1","0","0","4","6",2004,"2.1",".250",".083",".000","3.8","3.5","3.6","17.7","1.7","0.0","0.0","17.7","-0.1","0.0","0.0","-0.058","-6.0","-0.7","-6.7","0.0"
"8","Darrell Armstrong","PG","35","NOH","7","0","150","8","34",".235","5","25",".200","3","9",".333",".309","3","3","1.000","6","9","15","16","6","0","13","10","24",2004,"3.9",".340",".735",".088","4.5","6.9","5.6","19.2","2.2","0.0","26.9","15.1","-0.3","0.2","-0.2","-0.053","-4.7","-0.7","-5.4","-0.1"
"9","Chucky Atkins","PG","29","BOS","4","4","133","17","39",".436","3","10",".300","14","29",".483",".474","17","19",".895","3","11","14","15","3","0","10","2","54",2004,"16.5",".570",".256",".487","2.7","9.0","6.0","23.9","1.2","0.0","17.4","20.3","0.3","-0.1","0.1",".052","1.3","-1.9","-0.6","0.0"
"10","Stacey Augmon","SF","35","NOH","7","0","168","18","48",".375","0","1",".000","18","47",".383",".375","16","18",".889","4","15","19","7","6","1","13","13","52",2004,"8.2",".465",".021",".375","2.6","10.2","6.4","8.3","2.0","0.5","18.9","19.2","-0.1","0.2","0.1",".025","-4.3","0.7","-3.6","-0.1"
