"","stat","loading","year"
"1","x3PAVG",0.064796163913044,1984
"2","x2PAVG",0.657838704398025,1984
"3","xFTAVG",0.221418577181766,1984
"4","ASTtTOV",0.144990518702104,1984
"5","SPBtPFR",0.0555806595717977,1984
"6","TS",0.69735404809299,1984
"7","FTr",0.060078125746922,1984
"8","PTS",0.379302875763915,1984
"9","TRB",0.313394614562361,1984
"10","AST",0.24646141816536,1984
"11","STL",0.291353616302389,1984
"12","BLK",0.203639183686046,1984
"13","PER",0.40211979407662,1984
"14","WS",0.400948656335176,1984
"15","OWS",0.357324999069994,1984
"16","DWS",0.347379846459284,1984
