"","stat","loading","year"
"1","x3PAVG",0,1958
"2","x2PAVG",0.53765396989,1958
"3","xFTAVG",0.440065511783055,1958
"4","ASTtTOV",1.38777878078145e-17,1958
"5","SPBtPFR",3.46944695195361e-18,1958
"6","TS",0.575740437708075,1958
"7","FTr",0.431037704137764,1958
"8","PTS",0.418775065326964,1958
"9","TRB",0.367476396460637,1958
"10","AST",0.240250340559047,1958
"11","STL",0,1958
"12","BLK",2.71050543121376e-20,1958
"13","PER",0.430396735314679,1958
"14","WS",0.421631387643566,1958
"15","OWS",0.377176164767083,1958
"16","DWS",0.355797808427463,1958
