"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Mark Acres","C","27","ORL","80","50","1691","138","285",".484","3","4",".750","135","281",".480",".489","83","120",".692","154","277","431","67","36","25","70","248","362",1990,"8.3",".536",".014",".421","9.3","17.8","13.4","5.0","1.0","0.8","17.2","9.4","1.1","0.6","1.6",".047","-3.1","-0.6","-3.7","-0.7"
"2","Michael Adams","PG","27","DEN","79","74","2690","398","989",".402","158","432",".366","240","557",".431",".482","267","314",".850","49","176","225","495","121","3","141","133","1221",1990,"15.4",".542",".437",".317","1.8","7.3","4.4","23.3","2.0","0.1","11.1","18.5","4.4","2.5","6.9",".124","1.8","-0.1","1.8","2.6"
"3","Mark Aguirre","SF","30","DET","78","40","2005","438","898",".488","31","93",".333","407","805",".506",".505","192","254",".756","117","188","305","145","34","19","121","201","1099",1990,"15.8",".544",".104",".283","6.7","10.6","8.7","11.6","0.9","0.6","10.7","24.3","3.1","2.5","5.7",".136","1.0","0.0","1.0","1.5"
"4","Danny Ainge","PG","30","SAC","75","68","2727","506","1154",".438","108","289",".374","398","865",".460",".485","222","267",".831","69","257","326","453","113","18","185","238","1342",1990,"16.1",".528",".250",".231","2.9","10.6","6.8","25.5","2.1","0.4","12.7","23.0","2.7","2.1","4.8",".085","1.2","-0.1","1.1","2.1"
"5","Mark Alarie","PF","26","WSB","82","10","1893","371","785",".473","10","49",".204","361","736",".490",".479","108","133",".812","151","223","374","142","60","39","101","219","860",1990,"14.1",".510",".062",".169","8.5","12.8","10.7","10.5","1.5","1.2","10.7","20.4","1.5","1.6","3.1",".079","-0.6","-0.7","-1.3","0.3"
"6","Steve Alford","PG","25","DAL","41","0","302","63","138",".457","7","22",".318","56","116",".483",".482","35","37",".946","2","23","25","39","15","3","16","22","168",1990,"18.7",".544",".159",".268","0.8","8.5","4.7","21.2","2.5","0.6","9.4","24.7","0.6","0.3","0.9",".144","1.2","0.4","1.6","0.3"
"7","Randy Allen","SG","25","SAC","63","6","746","106","239",".444","0","7",".000","106","232",".457",".444","23","43",".535","49","89","138","23","16","19","28","102","235",1990,"8.4",".456",".029",".180","7.5","13.4","10.5","4.4","1.1","1.5","9.8","16.5","-0.3","0.6","0.2",".014","-4.2","-0.9","-5.2","-0.6"
"8","Greg Anderson","PF","25","MIL","60","28","1291","219","432",".507","0","0","0","219","432",".507",".507","91","170",".535","112","261","373","24","32","54","80","176","529",1990,"13.0",".522",".000",".394","9.8","23.6","16.6","2.7","1.2","2.6","13.6","19.1","0.2","1.7","2.0",".073","-2.8","-0.9","-3.8","-0.6"
"9","Nick Anderson","SG","22","ORL","81","9","1785","372","753",".494","1","17",".059","371","736",".504",".495","186","264",".705","107","209","316","124","69","34","138","140","931",1990,"14.9",".536",".023",".351","6.1","12.7","9.3","10.5","1.8","1.0","13.7","22.1","1.2","0.7","1.8",".049","0.0","-1.0","-1.0","0.5"
"10","Richard Anderson","PF","29","CHH","54","2","604","88","211",".417","37","100",".370","51","111",".459",".505","18","23",".783","33","94","127","55","20","9","26","64","231",1990,"13.3",".522",".474",".109","5.9","18.8","11.9","13.4","1.6","0.9","10.5","17.4","0.4","0.5","1.0",".077","0.6","0.2","0.7","0.4"
"11","Ron Anderson","SF","31","PHI","78","3","2089","379","841",".451","3","21",".143","376","820",".459",".452","165","197",".838","81","214","295","143","72","13","78","143","926",1990,"13.9",".499",".025",".234","4.4","11.5","8.0","10.0","1.7","0.4","7.8","20.4","2.0","1.7","3.8",".086","-0.8","-0.5","-1.4","0.3"
"12","Willie Anderson","SG","23","SAS","82","81","2788","532","1082",".492","7","26",".269","525","1056",".497",".495","217","290",".748","115","257","372","364","111","58","198","252","1288",1990,"15.2",".532",".024",".268","4.8","10.1","7.5","19.6","1.9","1.3","14.1","20.9","2.8","3.7","6.5",".111","0.5","0.9","1.3","2.4"
"13","Michael Ansley","SF","22","ORL","72","5","1221","231","465",".497","0","0","0","231","465",".497",".497","164","227",".722","187","175","362","40","24","17","50","152","626",1990,"17.3",".554",".000",".488","15.7","15.6","15.6","4.8","0.9","0.8","8.1","19.7","3.0","0.3","3.3",".129","1.2","-2.5","-1.3","0.2"
"14","B.J. Armstrong","PG","22","CHI","81","0","1291","190","392",".485","3","6",".500","187","386",".484",".489","69","78",".885","19","83","102","199","46","6","83","105","452",1990,"11.9",".530",".015",".199","1.7","7.6","4.7","20.7","1.8","0.3","16.3","16.9","1.0","0.8","1.7",".064","-1.7","-1.1","-2.8","-0.3"
"15","John Bagley","PG","29","BOS","54","17","1095","100","218",".459","1","18",".056","99","200",".495",".461","29","39",".744","26","63","89","296","40","4","90","77","230",1990,"10.8",".489",".083",".179","2.8","6.0","4.5","33.3","1.8","0.2","27.7","12.5","0.3","0.8","1.1",".047","-1.0","-0.6","-1.6","0.1"
"16","Thurl Bailey","SF","28","UTA","82","33","2583","470","977",".481","0","8",".000","470","969",".485",".481","222","285",".779","116","294","410","137","32","100","139","175","1162",1990,"13.4",".527",".008",".292","5.6","12.5","9.3","8.1","0.6","2.4","11.2","21.0","1.7","2.8","4.6",".085","-0.6","-0.6","-1.2","0.5"
