"","Player","Eff","Vol","allstar"
"105","A.J. English",-1.39656388927401,-1.42444008590063,0
"106","Alex English",-1.04421878711166,-1.02354820996385,0
"107","Patrick Ewing",1.11779564691404,6.31417625589334,1
"108","Jim Farmer",-0.523693371602312,-1.81760432176293,0
"109","Dave Feitl",-1.37975157411136,-2.50004905166189,0
"110","Duane Ferrell",0.469870373892046,-1.28409004087373,0
"111","Danny Ferry",-0.828607060069309,-0.89639309182207,0
"112","Vern Fleming",1.05779513009592,1.19023389723673,0
"113","Sleepy Floyd",-1.53975099135425,0.762141253257988,0
"114","Greg Foster",-0.702623496891177,-1.82977515222759,0
"115","Anthony Frederick",-0.932755337332564,-1.78297256861506,0
"116","Corey Gaines",0.355186420623786,-0.18579620919769,0
"117","Kevin Gamble",2.84942502997779,2.53806768182322,0
"118","Winston Garland",-0.939655394195221,0.403394105850558,0
"119","Tom Garrick",-0.602398759484338,-0.85460328306848,0
"120","Kenny Gattison",0.3302933206378,0.137385288460856,0
"121","Tate George",-0.787588801002029,-2.07492720742148,0
"122","Derrick Gervin",-1.06309128471411,-1.61918793646039,0
"123","Kendall Gill",-0.676113700658991,0.433828619257058,0
"124","Armen Gilliam",0.432665969528665,1.92576753156338,0
"125","Gerald Glass",-1.22353063537846,-1.68552512291086,0
"126","Mike Gminski",-1.18966517865768,0.50705848766234,0
"127","Dan Godfread",-0.535594894835871,-2.81249149005479,0
"128","Jim Grandholm",0.47996498271884,-2.17339261139532,0
"129","Gary Grant",-0.97352892520575,0.9302575090912,0
"130","Greg Grant",-0.706716241120822,-2.57003127569218,0
"131","Harvey Grant",0.0388540775767493,3.01291589567551,0
"132","Horace Grant",1.26126914427875,3.85519911191745,0
"133","Stuart Gray",-1.26032959029848,-3.06988094997544,0
"134","Jeff Grayer",-1.23103616002919,-1.05848025638833,0
"135","A.C. Green",0.0159783434606044,1.13310746020257,0
"136","Rickey Green",-0.0587510715545792,0.223789674730551,0
"137","Sidney Green",-0.357817450409138,-0.721453595611206,0
"138","Dave Greenwood",0.39619253386646,-1.16118471930671,0
"139","Darrell Griffith",-1.10100588495398,-1.95440688533947,0
"140","Scott Haffner",-0.964333889673321,-2.81343380032757,0
"141","Jack Haley",-0.730678123112497,-1.064026637511,0
"142","Tom Hammonds",-0.789488842839574,-1.80691791813317,0
"143","Bob Hansen",-1.54209700992772,-1.72512661131682,0
"144","Tim Hardaway",2.25628963659275,5.47854906630141,1
"145","Derek Harper",1.20914787324063,3.6850019233791,0
"146","Ron Harper",-1.7374710524456,1.50439671003271,0
"147","Tony Harris",-2.33098476500341,-3.64108407144921,0
"148","Scott Hastings",1.63402469273181,-2.52868535289372,0
"149","Hersey Hawkins",3.91086463854864,4.54957636759617,1
"150","Gerald Henderson",-0.404263601327678,-1.35166336001942,0
"151","Steve Henson",0.156372931325824,-1.81842927577397,0
"152","Mike Higgins",0.850867237326328,-2.852930248657,0
"153","Rod Higgins",1.60696197331315,0.540980336683772,0
"154","Sean Higgins",-0.760952725787631,-2.44725451164751,0
"155","Tyrone Hill",-0.362949386808947,-0.942491501380317,0
"156","Roy Hinson",-0.582979157565739,-2.19013071924119,0
"157","Craig Hodges",0.254191513180606,-1.60936908812837,0
"158","Dave Hoppen",0.450185792069081,-2.6643781621024,0
"159","Dennis Hopson",-0.984801418246772,-1.87959276569235,0
"160","Jeff Hornacek",3.33113488222518,3.50562807399987,0
"161","Jay Humphries",2.22110989349367,3.19734014138338,0
"162","Byron Irvin",0.348840109396261,-1.64975512329085,0
"163","Mark Jackson",0.474484162183146,0.827361476511472,0
"164","Dave Jamerson",-0.929333376875638,-2.59999128901411,0
"165","Henry James",-0.0214975036153194,-1.59168469976052,0
"166","Les Jepsen",-1.84118821305186,-2.78575234219501,0
"167","Avery Johnson",-0.183658726222492,-1.12373945948071,0
"168","Buck Johnson",-0.639496793150411,1.44033596525873,0
"169","Eddie Johnson",1.14871711228211,1.03733505728977,0
"170","Kevin Johnson",3.10389567230661,6.0476587954093,1
"171","Magic Johnson",4.14879896751966,6.97297110326798,1
"172","Steve Johnson",0.353002915995205,-2.20642408086356,0
"173","Vinnie Johnson",-1.81028246255111,0.790300641011731,0
"174","Charles Jones",0.169237830551194,0.406215859593907,0
"175","Michael Jordan",4.71777067136499,9.52635518194166,1
"176","Shawn Kemp",-0.228232692520212,2.66861654659373,0
"177","Steve Kerr",0.959420555238366,-1.57251688647033,0
"178","Jerome Kersey",-0.319813285692668,3.00713492024547,0
"179","Alec Kessler",-1.66955396379656,-1.73139238413057,0
"180","Randolph Keys",-1.39077448952917,-2.20158697941547,0
"181","Bo Kimble",-1.42746792049985,-1.84106328026683,0
"182","Bernard King",-0.107220465884451,2.25515604561007,1
"183","Stacey King",-0.355828588976247,-1.26951797717041,0
"184","Greg Kite",-0.9473454644181,-0.431436876503002,0
"185","Joe Kleine",-0.372799124422946,-1.75495965469276,0
"186","Negele Knight",-0.988660452634066,-1.7369155955056,0
"187","Bart Kofoed",-0.171510340005151,-3.1777323645416,0
"188","Jon Koncak",-1.15913738525263,-0.0930012852805272,0
"189","Frank Kornet",-1.23594535434659,-2.89041584518448,0
"190","Bill Laimbeer",0.343130661124772,2.47499799085776,0
"191","Jerome Lane",-2.26479871525976,-0.368156353166656,0
"192","Andrew Lang",1.27702073887788,0.237826519714051,0
"193","Eric Leckner",-1.27422377069383,-1.83829988731707,0
"194","Kurk Lee",-1.19428314317586,-2.78828958135468,0
"195","Tim Legler",-1.27043669427022,-2.80754753213289,0
"196","Gary Leonard",-0.102314497030651,-3.02705016936808,0
"197","Jim Les",2.94586812092403,0.486437725132761,0
"198","Clifford Lett",-0.192135192099738,-2.30832119577368,0
"199","Fat Lever",0.999895724234827,-0.577378757376788,0
"200","Cliff Levingston",-0.814189565915674,-1.20273297205384,0
"201","Reggie Lewis",0.621273979186047,3.09625090092663,0
"202","Marcus Liberty",-1.64192350513582,-1.68808338423657,0
"203","Todd Lichti",-0.344221441425479,0.182943168382109,0
"204","Alton Lister",-0.932456503025748,-0.384173844198087,0
"205","Ian Lockhart",5.64434164138749,-2.96501950948934,0
"206","Brad Lohaus",-1.00120025014527,-0.839158699039656,0
"207","Grant Long",0.465347623628697,1.72059956759438,0
"208","John Long",-0.260275411875985,-2.0017302378387,0
"209","Rick Mahorn",-0.053001695889024,1.27293424576936,0
"210","Dan Majerle",0.80640099918824,2.52731005694332,0
"211","Jeff Malone",1.5097517716052,1.31876773331394,0
"212","Karl Malone",2.67321462303672,7.34319478462984,1
"213","Moses Malone",0.891112723850404,1.25312280666435,0
"214","Danny Manning",0.532659253146381,2.47803941859242,0
"215","Sarunas Marciulionis",0.66350394317267,0.0113973945232113,0
"216","Jeff Martin",-1.17759664353293,-1.28598617500465,0
"217","Anthony Mason",2.68831756610857,-1.96203221190048,0
"218","Tony Massenburg",-0.0417494001100954,-2.36633510197729,0
"219","Vernon Maxwell",-0.177366840153219,2.24967895093814,0
"220","Travis Mays",0.300951009074189,0.529520522634177,0
"221","George McCloud",-0.90976037966968,-2.02141858510902,0
"222","Tim McCormick",0.185036671019453,-1.73735562069502,0
"223","Rodney McCray",0.764080355532633,1.99374967778181,0
"224","Xavier McDaniel",-0.190475998561469,2.05962133372371,0
"225","Kevin McHale",2.53019750363769,3.28707793261957,1
"226","Derrick McKey",1.39783127597004,2.38509511336621,0
"227","Nate McMillan",-0.416353889553293,0.254480172309902,0
"228","Mark McNamara",-4.71378589836984,-2.97489648828618,0
"229","Scott Meents",-1.82865588734819,-2.6850405714584,0
"230","Reggie Miller",5.84854473202059,4.25943440865726,0
"231","Terry Mills",-0.725658489403333,-0.974149506304868,0
"232","Sam Mitchell",-0.932849987956577,1.47536064581384,0
"233","Paul Mokeski",-0.975410498719207,-2.4673771530198,0
"234","Sidney Moncrief",0.920777065001281,-1.24281914040589,0
"235","Chris Morris",-1.73211884434133,2.44617424027932,0
"236","John Morton",0.364910620076035,-0.758177165521588,0
"237","Chris Mullin",4.43538370322365,5.61504159921022,1
"238","Chris Munk",1.32235223048718,-2.66292186626821,0
"239","Tod Murphy",-1.09976317619772,-1.01153531850957,0
"240","Jerrod Mustaf",-0.639956966764577,-1.97832560301944,0
"241","Pete Myers",0.0806849106241612,-1.90143355663321,0
"242","Larry Nance",1.68789305529601,4.68321734989099,0
"243","Craig Neal",0.0308893808724145,-2.26997978326079,0
"244","Ed Nealy",0.223095103477186,-1.63136428180067,0
"245","Johnny Newman",1.12288982709777,1.16231999366531,0
"246","Ken Norman",-0.662226561325675,2.14422731704077,0
"247","Dan O'Sullivan",0.0412552299561261,-2.83254683672138,0
"248","Charles Oakley",1.14782858990449,2.52507906221456,0
"249","Alan Ogg",-1.06607996780467,-2.22583026686388,0
"250","Hakeem Olajuwon",0.546100513247801,7.30805449143247,0
"251","Jawann Oldham",-0.903107196734782,-3.0263105068213,0
"252","Brian Oliver",-1.00893934491839,-2.13545444428953,0
"253","Gerald Paddio",-1.35344328782646,-2.07767295096144,0
"254","Walter Palmer",-1.35211018387458,-2.8418784743995,0
"255","Robert Parish",2.72114776245711,3.84547197015669,1
"256","John Paxson",2.47254921527891,0.479211392419423,0
"257","Kenny Payne",-1.67865066275117,-2.66533125282441,0
"258","Gary Payton",-0.952998985546684,1.34667799186076,0
"259","Will Perdue",-0.116553559449314,-0.817128119276874,0
"260","Sam Perkins",0.967136240219726,2.84897887864918,0
"261","Tim Perry",0.0837755276646776,-1.05672600793352,0
"262","Chuck Person",1.20840319731457,1.20855304133477,0
"263","Jim Petersen",-0.450678594675616,-1.64240377121344,0
"264","Drazen Petrovic",0.783868651601913,-0.596167750325362,0
"265","Ricky Pierce",3.11178604585497,2.10614446562602,1
"266","Ed Pinckney",1.42109995008832,0.399603118561228,0
"267","Scottie Pippen",1.0863357143237,5.90263895092293,0
"268","Olden Polynice",0.214192083870623,0.822640787790433,0
"269","Dave Popson",-0.627593408748333,-2.81117551052071,0
"270","Terry Porter",5.02794895744425,5.26189656560586,1
"271","Paul Pressey",0.399860503367465,0.266751798237241,0
"272","Mark Price",1.70823287529787,3.8919529299894,0
"273","Kevin Pritchard",-1.07735591083814,-2.25482191138395,0
"274","Brian Quinnett",-0.547362711334734,-1.80366442845118,0
"275","Kurt Rambis",0.286078021134541,-0.994770233459532,0
"276","Blair Rasmussen",-1.44888354752487,0.933913932711449,0
"277","J.R. Reid",-0.919056518738378,0.402234342009785,0
"278","Robert Reid",-2.37780862641026,-2.68545072184931,0
"279","Jerry Reynolds",-0.0344499303134082,1.04301136182463,0
"280","Glen Rice",0.702830673064734,1.76416012547562,0
"281","Pooh Richardson",-0.725656487766375,3.04586642646977,0
"282","Mitch Richmond",2.06079262519525,3.47869356683491,0
"283","Doc Rivers",0.79150626328676,2.59503109648041,0
"284","Fred Roberts",1.12908785217856,0.414135150887067,0
"285","Alvin Robertson",0.552146323103102,4.20724995018866,1
"286","Clifford Robinson",-1.13123252281694,1.03280203454003,0
"287","David Robinson",3.02635005548846,9.14050025593817,1
"288","Larry Robinson",-1.33389502836378,-2.41865014857755,0
"289","Rumeal Robinson",-0.86420282176561,-1.70701737987723,0
"290","Dennis Rodman",-0.630758596778964,3.05123890528732,0
"291","Tree Rollins",-0.745808918687515,-2.60399278035601,0
"292","Delaney Rudd",-0.20822723201105,-1.80867431434386,0
"293","John Salley",0.272045062478178,0.892247164253362,0
"294","Ralph Sampson",-1.9879355067429,-1.9634091085884,0
"295","Jeff Sanders",-0.794267166178784,-2.26195916059266,0
"296","Mike Sanders",-1.54365009063619,-1.73450736502648,0
"297","Danny Schayes",1.34674703774537,1.61837770605193,0
"298","Steve Scheffler",1.08359629129114,-2.48421950338143,0
"299","Dwayne Schintzius",-1.17013092832789,-1.97958045677162,0
"300","Detlef Schrempf",2.84003465937123,2.98506232763989,0
"301","Byron Scott",0.696141497866524,1.75418848219352,0
"302","Dennis Scott",0.175248492416834,0.196507849941783,0
"303","Rony Seikaly",-1.24465029707925,2.09184060498361,0
"304","John Shasky",-0.422294559133518,-2.07571117208709,0
"305","Brian Shaw",-0.0426795490397731,2.69689997874619,0
"306","Jack Sikma",-0.0169717569921367,0.848168743936121,0
"307","Lionel Simmons",-2.200924579473,2.6118434596898,0
"308","Scott Skiles",2.81704281481836,2.80973433269101,0
"309","Charles Smith",0.084204255269288,3.80235509239529,0
"310","Clinton Smith",1.83026355858613,-2.62900362660441,0
"311","Derek Smith",1.4134594042533,-2.27909291109431,0
"312","Kenny Smith",2.96999383210949,3.430355054526,0
"313","Larry Smith",-1.29370111219635,0.747374430434925,0
"314","Michael Smith",-0.426495168597111,-2.35555276983123,0
"315","Otis Smith",-1.08558712787101,1.07543168183219,0
"316","Tony Smith",-0.762125275198316,-1.86734464281686,0
"317","Rik Smits",-0.148725806681223,0.167730694859504,0
"318","Mike Smrek",-1.25314003686351,-2.61840830823672,0
"319","Rory Sparrow",0.511742090407604,0.366125772657082,0
"320","Felton Spencer",0.61417268457734,1.22700724922397,0
"321","John Starks",-0.198212027823341,-0.187628573067019,0
"322","Everette Stephens",1.96799819320749,-2.3401734865227,0
"323","John Stockton",3.31931830229928,7.14064916194883,1
"324","Rod Strickland",0.529004806666422,3.2941559145912,0
"325","Jon Sundvold",-0.238799489366927,-2.36356351556035,0
"326","Roy Tarpley",0.687743151629036,3.84124494211192,0
"327","Terry Teagle",-1.04484934239019,-0.933069490460454,0
"328","Reggie Theus",1.16739956030388,1.78617854646721,0
"329","Irving Thomas",-1.36048719158526,-2.79782804361467,0
"330","Isiah Thomas",-0.34888827479401,2.51285671611759,1
"331","Jim Thomas",-2.63702337754297,-3.27612234164802,0
"332","Billy Thompson",-0.111242020726454,-0.68060494791759,0
"333","LaSalle Thompson",-0.542399515697393,-0.0654030857052788,0
"334","Mychal Thompson",-0.128494851394867,-1.31940386685883,0
"335","Bob Thornton",-0.341942446935462,-3.21546506166096,0
"336","Otis Thorpe",1.59412970875621,4.03928117989876,0
"337","Sedale Threatt",0.950547250979106,0.927775436619957,0
"338","Wayman Tisdale",0.0746878455626607,1.38903210628044,0
"339","Tom Tolbert",-0.831492050989357,-0.739194509888053,0
"340","Andy Toolson",-0.389655484006406,-2.1830169914284,0
"341","Kelly Tripucka",0.862083361384504,-1.00645264206271,0
"342","Trent Tucker",0.611195403697389,-0.955787196834024,0
"343","Andre Turner",-0.303373798796083,-0.494644598213201,0
"344","Jeff Turner",-0.180655443568876,-0.896260587810516,0
"345","Kelvin Upshaw",-0.0304713625847023,-1.53321017092629,0
"346","Darnell Valentine",0.378693956797607,0.91064229996973,0
"347","Kiki Vandeweghe",2.24967668117351,0.882119871668149,0
"348","Loy Vaught",-0.591799407251245,-0.947101547632164,0
"349","Sam Vincent",-0.377330993996985,-0.931177596746639,0
"350","Stojko Vrankovic",-0.659342140324305,-2.50157069808097,0
"351","Milt Wagner",-0.292343081449523,-2.37571447242407,0
"352","Darrell Walker",-1.54122026199298,1.35062182885056,0
"353","Kenny Walker",-0.423880974109753,-1.46730958597593,0
"354","Spud Webb",1.06069411819385,1.79649899941063,0
"355","Bill Wennington",-0.897431476267715,-0.535797786080002,0
"356","Doug West",-0.280690083748601,-1.70835653066715,0
"357","Mark West",1.93288222454799,1.53193217940903,0
"358","Randy White",-2.33019742409742,-0.183174942502529,0
"359","Morlon Wiley",-0.4267492060386,-2.08076737914308,0
"360","Dominique Wilkins",1.89592441081634,5.52224881082611,1
"361","Eddie Lee Wilkins",-1.21486154763502,-2.11982991347654,0
"362","Gerald Wilkins",-0.0591159397384794,0.91997800741783,0
"363","Buck Williams",2.06315441226032,2.59132168989662,0
"364","Herb Williams",-0.40242640044874,0.38355501798992,0
"365","Hot Rod Williams",-0.659291980289835,1.21998174128606,0
"366","Jayson Williams",-0.716317450869979,-2.42376960435261,0
"367","John Williams",-0.980779996675474,0.444772773719247,0
"368","Kenny Williams",-0.0688075695031423,-2.1593933159051,0
"369","Micheal Williams",2.21480453696344,1.99631619937307,0
"370","Reggie Williams",0.476913981616194,0.933486190194029,0
"371","Scott Williams",-0.0457874355076039,-2.05580888633117,0
"372","Kevin Willis",-0.213274086014122,1.38549676153704,0
"373","Trevor Wilson",-1.99695657908922,-3.05255063929115,0
"374","Kennard Winchester",-1.15095483050842,-2.2563262865367,0
"375","David Wingate",-1.21486461582582,-1.40277609284046,0
"376","Randy Wittman",-0.767900262117493,-2.67004216808007,0
"377","Joe Wolf",-0.939744013603519,-0.813788271799332,0
"378","David Wood",-0.0131335806324457,-0.722492086207838,0
"379","Leon Wood",0.87625132848681,-0.795647688549294,0
"380","Mike Woodson",-1.50157376070774,-2.53542972610008,0
"381","Orlando Woolridge",1.03588853515225,2.17586441826953,0
"382","Haywoode Workman",-0.38735439207914,0.355978565934698,0
"383","James Worthy",0.620507555353382,3.76793681445402,1
"384","Howard Wright",-0.606096688200057,-2.07878477056154,0
"385","A.J. Wynder",-0.317072782436901,-2.94157810711759,0
"386","Danny Young",-0.177698371447928,-1.36144564118344,0
