"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C","41","LAL","74","74","1695","313","659",".475","0","3",".000","313","656",".477",".475","122","165",".739","103","231","334","74","38","85","95","196","748",1989,"12.9",".511",".005",".250","7.3","14.2","11.0","6.1","1.1","2.9","11.5","20.1","0.9","2.0","2.9",".082","-1.9","-0.2","-2.1","0.0"
"2","Mark Acres","C","26","BOS","62","0","632","55","114",".482","1","1","1.000","54","113",".478",".487","26","48",".542","59","87","146","19","19","6","23","94","137",1989,"8.2",".507",".009",".421","10.9","15.6","13.3","3.7","1.5","0.6","14.5","10.4","0.4","0.5","0.9",".066","-3.0","-0.4","-3.4","-0.2"
"3","Michael Adams","PG","26","DEN","77","77","2787","468","1082",".433","166","466",".356","302","616",".490",".509","322","393",".819","71","212","283","490","166","11","180","149","1424",1989,"17.5",".567",".431",".363","2.5","8.3","5.2","22.2","2.7","0.2","12.5","19.7","5.4","2.9","8.3",".143","2.7","0.2","2.9","3.4"
"4","Mark Aguirre","SF","29","TOT","80","76","2597","586","1270",".461","51","174",".293","535","1096",".488",".481","288","393",".733","146","240","386","278","45","36","208","229","1511",1989,"16.4",".524",".137",".309","6.4","10.0","8.3","17.9","0.9","0.8","12.6","27.4","2.4","2.1","4.5",".082","1.4","-1.3","0.1","1.4"
"5","Danny Ainge","PG","29","TOT","73","54","2377","480","1051",".457","116","305",".380","364","746",".488",".512","205","240",".854","71","184","255","402","93","8","145","186","1281",1989,"18.0",".554",".290",".228","3.3","8.7","6.0","25.3","1.9","0.2","11.1","22.6","5.2","1.4","6.7",".135","2.9","-0.4","2.5","2.7"
"6","Mark Alarie","PF","25","WSB","74","5","1141","206","431",".478","13","38",".342","193","393",".491",".493","73","87",".839","103","152","255","63","25","22","62","160","498",1989,"13.3",".531",".088",".202","9.5","15.2","12.2","7.8","1.0","1.1","11.7","18.7","1.2","1.0","2.2",".093","-1.1","-0.8","-2.0","0.0"
"7","Steve Alford","PG","24","TOT","66","3","906","148","324",".457","20","55",".364","128","269",".476",".488","50","61",".820","10","62","72","92","45","3","45","57","366",1989,"11.9",".522",".170",".188","1.1","6.8","4.0","13.2","2.2","0.2","11.4","16.6","0.7","0.7","1.4",".072","-2.1","-0.5","-2.6","-0.1"
"8","Randy Allen","SG","24","SAC","7","0","43","8","19",".421","0","1",".000","8","18",".444",".421","1","2",".500","3","4","7","0","1","1","2","7","17",1989,"6.9",".428",".053",".105","7.4","10.2","8.7","0.0","1.1","1.3","9.1","20.9","-0.1","0.0","0.0","-0.035","-5.5","-1.7","-7.2","-0.1"
"9","Greg Anderson","PF","24","SAS","82","56","2401","460","914",".503","0","3",".000","460","911",".505",".503","207","403",".514","255","421","676","61","102","103","180","221","1127",1989,"14.9",".516",".003",".441","11.2","20.2","15.5","3.7","2.0","2.6","14.2","20.6","0.4","3.1","3.4",".069","-1.1","-0.8","-2.0","0.0"
"10","Michael Anderson","PG","22","SAS","36","12","730","73","175",".417","1","7",".143","72","168",".429",".420","57","82",".695","44","45","89","153","44","3","84","64","204",1989,"10.5",".483",".040",".469","6.3","7.1","6.7","26.9","2.8","0.2","28.5","15.7","-0.5","0.6","0.2",".010","-2.2","-0.2","-2.4","-0.1"
