"","stat","loading","year"
"1","x3PAVG",0.342606255072755,1993
"2","x2PAVG",0.480141137201777,1993
"3","xFTAVG",0.334628598840757,1993
"4","ASTtTOV",0.130645400853735,1993
"5","SPBtPFR",0.203695216812912,1993
"6","TS",0.653073136775138,1993
"7","FTr",0.234615982182518,1993
"8","PTS",0.371339646725055,1993
"9","TRB",0.302808777681954,1993
"10","AST",0.265644797541377,1993
"11","STL",0.316794348703506,1993
"12","BLK",0.218825982386894,1993
"13","PER",0.390308837480617,1993
"14","WS",0.390217223753706,1993
"15","OWS",0.347820315393844,1993
"16","DWS",0.35498400020256,1993
