"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Zaid Abdul-Aziz","PF","23","MIL","80","0","1637","237","546",".434","0","0","0","237","546",".434",".434","119","185",".643","0","0","603","62","0","0","0","167","593",1970,"12.4",".473","0",".339","0","0","0","4.5","0","0","0","0","0.0","2.0","2.0",".059","0","0","0","0"
"2","Kareem Abdul-Jabbar*","C","22","MIL","82","0","3534","938","1810",".518","0","0","0","938","1810",".518",".518","485","743",".653","0","0","1190","337","0","0","0","283","2361",1970,"22.5",".552","0",".410","0","0","0","13.1","0","0","0","0","9.3","4.5","13.8",".187","0","0","0","0"
"3","Rick Adelman","PG","23","SDR","35","0","717","96","247",".389","0","0","0","96","247",".389",".389","68","91",".747","0","0","81","113","0","0","0","90","260",1970,"10.2",".453","0",".368","0","0","0","18.7","0","0","0","0","-0.2","0.9","0.7",".048","0","0","0","0"
"4","Lucius Allen","PG","22","SEA","81","0","1817","306","692",".442","0","0","0","306","692",".442",".442","182","249",".731","0","0","211","342","0","0","0","201","794",1970,"13.7",".495","0",".360","0","0","0","24.5","0","0","0","0","1.2","1.0","2.2",".059","0","0","0","0"
"5","Wally Anderzunas","SF","24","CIN","44","0","370","65","166",".392","0","0","0","65","166",".392",".392","29","46",".630","0","0","82","9","0","0","0","47","159",1970,"8.8",".427","0",".277","0","0","0","3.2","0","0","0","0","-0.4","0.3","-0.2","-0.023","0","0","0","0"
"6","John Arthurs","G","22","MIL","11","0","86","12","35",".343","0","0","0","12","35",".343",".343","11","15",".733","0","0","14","17","0","0","0","15","35",1970,"11.3",".421","0",".429","0","0","0","23.2","0","0","0","0","-0.1","0.1","0.0","-0.004","0","0","0","0"
"7","Al Attles*","PG","33","SFW","45","0","676","78","202",".386","0","0","0","78","202",".386",".386","75","113",".664","0","0","74","142","0","0","0","103","231",1970,"11.5",".459","0",".559","0","0","0","26.9","0","0","0","0","-0.1","0.9","0.8",".056","0","0","0","0"
"8","Jim Barnes","C","28","BOS","77","0","1049","178","434",".410","0","0","0","178","434",".410",".410","95","128",".742","0","0","350","52","0","0","0","229","451",1970,"11.3",".460","0",".295","0","0","0","6.6","0","0","0","0","-0.3","1.4","1.1",".048","0","0","0","0"
"9","Dick Barnett","SG","33","NYK","82","0","2772","494","1039",".475","0","0","0","494","1039",".475",".475","232","325",".714","0","0","221","298","0","0","0","220","1220",1970,"12.9",".516","0",".313","0","0","0","13.7","0","0","0","0","3.1","3.7","6.8",".117","0","0","0","0"
"10","Jim Barnett","SG","25","SDR","80","0","2105","450","998",".451","0","0","0","450","998",".451",".451","289","366",".790","0","0","305","287","0","0","0","222","1189",1970,"16.0",".513","0",".367","0","0","0","17.9","0","0","0","0","2.6","2.7","5.4",".122","0","0","0","0"
