"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Paul Arizin*","SF","29","PHW","8","0","309","66","169",".391","0","0","0","66","169",".391",".391","56","72",".778","0","0","62","16","0","0","0","26","188",1958,"20.1",".468","0",".426","0","0","0","9.7","0","0","0","0","0.8","0.4","1.2",".182","0","0","0","0"
"2","Ernie Beck","SG","26","PHW","8","0","156","23","61",".377","0","0","0","23","61",".377",".377","6","9",".667","0","0","32","13","0","0","0","16","52",1958,"11.5",".400","0",".148","0","0","0","13.9","0","0","0","0","0.0","0.2","0.2",".063","0","0","0","0"
"3","Al Bianchi","SG","25","SYR","2","0","37","4","12",".333","0","0","0","4","12",".333",".333","3","8",".375","0","0","7","2","0","0","0","4","11",1958,"8.0",".354","0",".667","0","0","0","9.8","0","0","0","0","-0.1","0.1","0.0",".017","0","0","0","0"
"4","Nat Clifton*","PF","35","DET","7","0","74","11","30",".367","0","0","0","11","30",".367",".367","6","8",".750","0","0","23","4","0","0","0","11","28",1958,"12.1",".418","0",".267","0","0","0","8.9","0","0","0","0","0.0","0.0","0.0",".030","0","0","0","0"
"5","Jack Coleman","PF","33","STL","11","0","243","38","89",".427","0","0","0","38","89",".427",".427","23","40",".575","0","0","60","19","0","0","0","38","99",1958,"13.0",".464","0",".449","0","0","0","12.0","0","0","0","0","0.4","0.1","0.4",".088","0","0","0","0"
"6","Ed Conlin","SF","24","SYR","3","0","113","14","45",".311","0","0","0","14","45",".311",".311","5","7",".714","0","0","21","4","0","0","0","10","33",1958,"7.4",".343","0",".156","0","0","0","6.6","0","0","0","0","-0.2","0.2","0.0","-0.013","0","0","0","0"
"7","Larry Costello","PG","26","SYR","3","0","134","10","34",".294","0","0","0","10","34",".294",".294","14","14","1.000","0","0","25","12","0","0","0","6","34",1958,"13.2",".423","0",".412","0","0","0","15.3","0","0","0","0","0.1","0.3","0.4",".129","0","0","0","0"
"8","Bob Cousy*","PG","29","BOS","11","0","457","67","196",".342","0","0","0","67","196",".342",".342","64","75",".853","0","0","71","82","0","0","0","20","198",1958,"17.6",".432","0",".383","0","0","0","27.5","0","0","0","0","0.5","0.9","1.5",".156","0","0","0","0"
"9","Walt Davis","PF","27","STL","9","0","66","11","29",".379","0","0","0","11","29",".379",".379","10","12",".833","0","0","27","3","0","0","0","22","32",1958,"13.3",".467","0",".414","0","0","0","7.1","0","0","0","0","0.1","0.0","0.1",".104","0","0","0","0"
"10","George Dempsey","PG","28","PHW","8","0","101","14","28",".500","0","0","0","14","28",".500",".500","5","9",".556","0","0","18","6","0","0","0","11","33",1958,"13.2",".516","0",".321","0","0","0","9.8","0","0","0","0","0.2","0.1","0.4",".167","0","0","0","0"
"11","Walter Dukes","C","27","DET","7","0","286","37","101",".366","0","0","0","37","101",".366",".366","37","56",".661","0","0","97","4","0","0","0","38","111",1958,"12.7",".442","0",".554","0","0","0","2.2","0","0","0","0","0.2","0.1","0.3",".054","0","0","0","0"
"12","Pat Dunn","SG","26","PHW","3","0","8","0","4",".000","0","0","0","0","4",".000",".000","0","0","0","0","0","1","1","0","0","0","1","0",1958,"-15.2",".000","0",".000","0","0","0","16.7","0","0","0","0","-0.1","0.0","-0.1","-0.548","0","0","0","0"
"13","Harry Gallatin*","PF","30","DET","7","0","182","32","87",".368","0","0","0","32","87",".368",".368","26","37",".703","0","0","70","11","0","0","0","27","90",1958,"16.9",".436","0",".425","0","0","0","10.4","0","0","0","0","0.2","0.1","0.2",".065","0","0","0","0"
"14","Jack George","PG","29","PHW","8","0","277","30","81",".370","0","0","0","30","81",".370",".370","16","20",".800","0","0","38","31","0","0","0","14","76",1958,"11.9",".423","0",".247","0","0","0","17.5","0","0","0","0","0.2","0.4","0.5",".091","0","0","0","0"
