"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Bud Acton","SF","26","SDR","23","0","195","29","74",".392","0","0","0","29","74",".392",".392","19","29",".655","0","0","47","11","0","0","0","35","77",1968,"9.5",".444","0",".392","0","0","0","7.5","0","0","0","0","-0.1","0.2","0.1",".021","0","0","0","0"
"2","Henry Akin","C","23","SEA","36","0","259","46","137",".336","0","0","0","46","137",".336",".336","20","31",".645","0","0","57","14","0","0","0","48","112",1968,"6.5",".372","0",".226","0","0","0","7.0","0","0","0","0","-0.7","0.1","-0.6","-0.103","0","0","0","0"
"3","Cliff Anderson","SG","23","LAL","18","0","94","7","29",".241","0","0","0","7","29",".241",".241","12","28",".429","0","0","11","17","0","0","0","18","26",1968,"4.5",".315","0",".966","0","0","0","20.3","0","0","0","0","-0.3","0.1","-0.2","-0.113","0","0","0","0"
"4","Al Attles*","PG","31","SFW","67","0","1992","252","540",".467","0","0","0","252","540",".467",".467","150","216",".694","0","0","276","390","0","0","0","284","654",1968,"12.5",".515","0",".400","0","0","0","24.8","0","0","0","0","2.2","2.9","5.2",".124","0","0","0","0"
"5","Jim Barnes","PF","26","TOT","79","0","1425","221","499",".443","0","0","0","221","499",".443",".443","133","191",".696","0","0","415","55","0","0","0","262","575",1968,"11.7",".493","0",".383","0","0","0","5.1","0","0","0","0","1.1","1.3","2.4",".081","0","0","0","0"
"6","Dick Barnett","SG","31","NYK","81","0","2488","559","1159",".482","0","0","0","559","1159",".482",".482","343","440",".780","0","0","238","242","0","0","0","222","1461",1968,"16.4",".540","0",".380","0","0","0","13.9","0","0","0","0","6.0","1.8","7.7",".149","0","0","0","0"
"7","Jim Barnett","SG","23","SDR","47","0","1068","179","456",".393","0","0","0","179","456",".393",".393","84","118",".712","0","0","155","134","0","0","0","101","442",1968,"11.2",".435","0",".259","0","0","0","17.1","0","0","0","0","-0.6","0.8","0.3",".012","0","0","0","0"
"8","John Barnhill","PG","29","SDR","75","0","1883","295","700",".421","0","0","0","295","700",".421",".421","154","234",".658","0","0","173","259","0","0","0","143","744",1968,"11.4",".463","0",".334","0","0","0","18.4","0","0","0","0","0.3","1.4","1.7",".044","0","0","0","0"
"9","Elgin Baylor*","SF","33","LAL","77","0","3029","757","1709",".443","0","0","0","757","1709",".443",".443","488","621",".786","0","0","941","355","0","0","0","232","2002",1968,"21.0",".505","0",".363","0","0","0","16.4","0","0","0","0","4.9","3.2","8.0",".127","0","0","0","0"
"10","Zelmo Beaty*","C","28","STL","82","0","3068","639","1310",".488","0","0","0","639","1310",".488",".488","455","573",".794","0","0","959","174","0","0","0","295","1733",1968,"19.3",".555","0",".437","0","0","0","8.4","0","0","0","0","8.2","3.6","11.8",".185","0","0","0","0"
