"","stat","loading","year"
"1","x3PAVG",0.0542637618308262,2008
"2","x2PAVG",0.538696789235594,2008
"3","xFTAVG",0.173032905034057,2008
"4","ASTtTOV",0.339853421799075,2008
"5","SPBtPFR",0.00299638170301041,2008
"6","TS",0.534498148351777,2008
"7","FTr",0.525093544038941,2008
"8","PTS",0.373420135704382,2008
"9","TRB",0.314392806561376,2008
"10","AST",0.268579504792124,2008
"11","STL",0.321968371257971,2008
"12","BLK",0.19993458429842,2008
"13","PER",0.385505719906008,2008
"14","WS",0.389598778754297,2008
"15","OWS",0.354232030506311,2008
"16","DWS",0.34649667390293,2008
