"","stat","loading","year"
"1","x3PAVG",0.0335410786706258,2007
"2","x2PAVG",0.575081200085943,2007
"3","xFTAVG",0.474671451030562,2007
"4","ASTtTOV",0.494645493675717,2007
"5","SPBtPFR",0.0453219699086404,2007
"6","TS",0.245861011909289,2007
"7","FTr",0.368331020114667,2007
"8","PTS",0.37565296770122,2007
"9","TRB",0.320558948987656,2007
"10","AST",0.274074907861401,2007
"11","STL",0.312274703826464,2007
"12","BLK",0.204669620042016,2007
"13","PER",0.384798804433054,2007
"14","WS",0.393155026060184,2007
"15","OWS",0.354208360960594,2007
"16","DWS",0.336897687080259,2007
