"","stat","loading","year"
"1","x3PAVG",0.0223274242623386,2016
"2","x2PAVG",0.574057290607386,2016
"3","xFTAVG",0.432086522312677,2016
"4","ASTtTOV",0.332371469422271,2016
"5","SPBtPFR",0.0489511790645521,2016
"6","TS",0.390110992752383,2016
"7","FTr",0.467126698207321,2016
"8","PTS",0.367238763527295,2016
"9","TRB",0.326600894306434,2016
"10","AST",0.261463547311314,2016
"11","STL",0.306665198355434,2016
"12","BLK",0.238883331162014,2016
"13","PER",0.380258067084511,2016
"14","WS",0.387903693108087,2016
"15","OWS",0.34531200487481,2016
"16","DWS",0.35311431097978,2016
