"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Zaid Abdul-Aziz","C","22","TOT","49","0","945","144","390",".369","0","0","0","144","390",".369",".369","70","113",".619","0","0","409","37","0","0","0","115","358",1969,"12.3",".407","0",".290","0","0","0","5.2","0","0","0","0","-1.1","0.8","-0.3","-0.016","0","0","0","0"
"2","Rick Adelman","PG","22","SDR","77","0","1448","177","449",".394","0","0","0","177","449",".394",".394","131","204",".642","0","0","216","238","0","0","0","158","485",1969,"11.4",".450","0",".454","0","0","0","20.3","0","0","0","0","0.2","2.1","2.2",".074","0","0","0","0"
"3","Bob Allen","PF","22","SFW","27","0","232","14","43",".326","0","0","0","14","43",".326",".326","20","36",".556","0","0","56","10","0","0","0","27","48",1969,"6.8",".408","0",".837","0","0","0","5.4","0","0","0","0","-0.1","0.3","0.1",".028","0","0","0","0"
"4","Cliff Anderson","SG","24","LAL","35","0","289","44","108",".407","0","0","0","44","108",".407",".407","47","82",".573","0","0","44","31","0","0","0","58","135",1969,"11.5",".468","0",".759","0","0","0","14.4","0","0","0","0","0.1","0.2","0.4",".063","0","0","0","0"
"5","Al Attles*","PG","32","SFW","51","0","1516","162","359",".451","0","0","0","162","359",".451",".451","95","149",".638","0","0","181","306","0","0","0","183","419",1969,"12.0",".493","0",".415","0","0","0","26.9","0","0","0","0","1.3","2.2","3.6",".113","0","0","0","0"
"6","Harry Barnes","SF","23","SDR","22","0","126","18","64",".281","0","0","0","18","64",".281",".281","7","13",".538","0","0","26","5","0","0","0","25","43",1969,"2.4",".308","0",".203","0","0","0","5.0","0","0","0","0","-0.5","0.1","-0.4","-0.154","0","0","0","0"
"7","Jim Barnes","C-PF","27","TOT","59","0","706","115","261",".441","0","0","0","115","261",".441",".441","75","111",".676","0","0","224","28","0","0","0","122","305",1969,"13.6",".492","0",".425","0","0","0","5.3","0","0","0","0","0.7","1.4","2.1",".141","0","0","0","0"
"8","Dick Barnett","SG","32","NYK","82","0","2953","565","1220",".463","0","0","0","565","1220",".463",".463","312","403",".774","0","0","251","291","0","0","0","239","1442",1969,"14.3",".516","0",".330","0","0","0","13.7","0","0","0","0","5.2","2.6","7.8",".126","0","0","0","0"
"9","Jim Barnett","SG","24","SDR","80","0","2346","465","1093",".425","0","0","0","465","1093",".425",".425","233","310",".752","0","0","362","339","0","0","0","240","1163",1969,"14.7",".473","0",".284","0","0","0","19.7","0","0","0","0","1.6","3.2","4.8",".098","0","0","0","0"
"10","John Barnhill","PG","30","BAL","30","0","504","76","175",".434","0","0","0","76","175",".434",".434","39","65",".600","0","0","53","71","0","0","0","63","191",1969,"11.4",".469","0",".371","0","0","0","17.5","0","0","0","0","0.2","0.7","1.0",".091","0","0","0","0"
"11","Elgin Baylor*","SF","34","LAL","76","0","3064","730","1632",".447","0","0","0","730","1632",".447",".447","421","567",".743","0","0","805","408","0","0","0","204","1881",1969,"20.7",".500","0",".347","0","0","0","20.2","0","0","0","0","5.1","3.4","8.5",".133","0","0","0","0"
