"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Alaa Abdelnaby","PF","24","BOS","4","4","68","11","24",".458","0","0","0","11","24",".458",".458","0","0","0","2","11","13","1","0","1","9","7","22",1993,"3.2",".458",".000",".000","3.7","20.6","12.1","2.2","0.0","0.9","27.3","21.9","-0.2","0.0","-0.2","-0.145","-8.4","-2.6","-11.0","-0.1"
"2","Rafael Addison","SF","28","NJN","5","0","53","7","21",".333","0","0","0","7","21",".333",".333","3","3","1.000","3","3","6","5","3","0","3","3","17",1993,"9.1",".381",".000",".143","6.8","6.6","6.7","14.4","3.0","0.0","11.8","21.9","-0.1","0.1","0.0","-0.028","-3.5","0.5","-3.0","0.0"
"3","Danny Ainge","SG","33","PHO","24","0","591","64","170",".376","33","80",".413","31","90",".344",".474","34","39",".872","20","40","60","56","12","2","22","61","195",1993,"10.3",".521",".471",".229","4.1","7.6","5.9","13.8","1.1","0.2","10.5","15.8","0.7","0.1","0.8",".067","-0.3","-1.1","-1.4","0.1"
"4","Eric Anderson","PF","22","NYK","2","0","6","1","2",".500","0","0","0","1","2",".500",".500","0","0","0","0","1","1","0","0","0","1","2","2",1993,"-3.5",".500",".000",".000","0.0","20.0","10.0","0.0","0.0","0.0","33.3","22.5","0.0","0.0","0.0","-0.175","-15.0","-1.9","-16.8","0.0"
"5","Willie Anderson","SG","26","SAS","10","0","219","37","82",".451","6","11",".545","31","71",".437",".488","15","17",".882","4","19","23","28","9","2","12","23","95",1993,"14.2",".531",".134",".207","2.2","9.6","6.0","19.9","2.1","0.6","11.8","20.5","0.2","0.2","0.5",".102","0.2","1.8","2.1","0.2"
"6","Greg Anthony","PG","25","NYK","15","0","240","24","60",".400","3","14",".214","21","46",".457",".425","8","14",".571","4","26","30","52","13","1","11","26","59",1993,"12.7",".446",".233",".233","2.0","13.0","7.5","32.3","2.9","0.3","14.3","14.5","0.2","0.3","0.5",".101","-1.8","3.0","1.2","0.2"
"7","B.J. Armstrong","PG","25","CHI","19","19","643","88","168",".524","21","41",".512","67","127",".528",".586","20","22",".909","6","22","28","62","19","2","14","49","217",1993,"13.2",".611",".244",".131","1.1","4.2","2.7","14.2","1.6","0.2","7.3","13.7","1.5","0.4","1.8",".137","0.8","0.0","0.8","0.4"
"8","Vincent Askew","SG","26","SEA","12","0","103","23","41",".561","0","0","0","23","41",".561",".561","16","23",".696","10","9","19","9","1","1","7","12","62",1993,"20.9",".606",".000",".561","10.7","10.9","10.8","15.1","0.5","0.7","12.0","24.9","0.3","0.0","0.4",".171","4.5","-0.4","4.1","0.2"
"9","Stacey Augmon","SG","24","ATL","3","3","93","14","31",".452","0","0","0","14","31",".452",".452","8","12",".667","3","5","8","5","4","0","4","7","36",1993,"11.9",".496",".000",".387","3.4","6.5","4.8","9.1","2.3","0.0","9.9","18.9","0.0","-0.1","0.0","-0.007","-1.0","-0.7","-1.7","0.0"
"10","Isaac Austin","C","23","UTA","1","0","3","1","2",".500","0","0","0","1","2",".500",".500","0","0","0","0","1","1","0","0","1","0","1","2",1993,"28.5",".500",".000",".000","0.0","38.1","19.2","0.0","0.0","22.0","0.0","31.4","0.0","0.0","0.0",".207","-0.9","12.1","11.2","0.0"
"11","Charles Barkley*","PF","29","PHO","24","24","1026","230","482",".477","10","45",".222","220","437",".503",".488","168","218",".771","93","233","326","102","39","25","50","73","638",1993,"24.9",".552",".093",".452","10.9","25.4","18.4","17.5","2.0","1.5","8.0","27.3","3.3","1.3","4.6",".215","6.2","0.7","6.9","2.3"
"12","Dana Barros","PG","25","SEA","16","0","136","22","47",".468","5","16",".313","17","31",".548",".521","6","8",".750","0","12","12","12","5","0","8","6","55",1993,"12.8",".544",".340",".170","0.0","11.0","5.2","13.8","2.0","0.0","13.7","19.0","0.1","0.1","0.2",".064","0.2","0.0","0.1","0.1"
"13","John Battle","SG","30","CLE","1","0","6","0","1",".000","0","0","0","0","1",".000",".000","0","0","0","0","1","1","1","0","0","2","2","0",1993,"-20.0",".000",".000",".000","0.0","20.7","10.3","21.9","0.0","0.0","66.7","23.1","-0.1","0.0","-0.1","-0.580","-24.7","-7.2","-31.8","0.0"
"14","Tony Bennett","PG","23","CHH","8","0","86","12","25",".480","4","8",".500","8","17",".471",".560","2","2","1.000","1","8","9","13","2","1","5","8","30",1993,"13.1",".580",".320",".080","1.4","11.1","6.2","23.1","1.2","0.7","16.2","15.8","0.1","0.1","0.2",".108","1.0","0.1","1.0","0.1"
"15","David Benoit","SF","24","UTA","5","5","136","13","41",".317","2","9",".222","11","32",".344",".341","9","13",".692","7","17","24","5","3","6","2","17","37",1993,"9.1",".396",".220",".317","6.0","14.3","10.2","6.0","1.2","2.9","4.1","16.9","0.0","0.2","0.1",".047","-2.8","1.1","-1.6","0.0"
"16","Rolando Blackman","SG","33","NYK","15","0","214","22","64",".344","4","15",".267","18","49",".367",".375","15","18",".833","4","13","17","16","3","2","21","22","63",1993,"3.6",".438",".234",".281","2.3","7.3","4.8","11.2","0.7","0.7","22.6","19.5","-0.4","0.1","-0.3","-0.061","-6.3","-1.4","-7.7","-0.3"
"17","Mookie Blaylock","PG","25","ATL","3","3","99","9","25",".360","4","12",".333","5","13",".385",".440","5","6",".833","2","11","13","13","3","4","11","9","27",1993,"8.7",".488",".480",".240","2.1","13.4","7.4","20.1","1.6","2.6","28.5","17.0","-0.1","0.0","-0.2","-0.083","-2.0","-0.9","-2.9","0.0"
"18","Muggsy Bogues","PG","28","CHH","9","9","346","39","82",".476","0","2",".000","39","80",".488",".476","10","14",".714","6","30","36","70","24","0","17","21","88",1993,"14.3",".499",".024",".171","2.0","10.3","6.1","29.7","3.6","0.0","16.2","13.4","0.3","0.5","0.8",".110","0.1","1.7","1.8","0.3"
"19","Sam Bowie","C","31","NJN","3","3","71","4","9",".444","0","0","0","4","9",".444",".444","2","2","1.000","2","10","12","2","6","1","4","9","10",1993,"7.5",".506",".000",".222","3.4","16.4","10.0","3.9","4.4","0.9","28.8","8.9","-0.1","0.1","0.1",".054","-4.1","3.1","-1.0","0.0"
"20","Terrell Brandon","PG","22","CLE","8","0","132","20","46",".435","2","5",".400","18","41",".439",".457","9","9","1.000","4","13","17","17","7","3","14","6","51",1993,"13.3",".510",".109",".196","3.7","12.2","7.9","21.1","2.9","1.5","21.9","22.4","-0.1","0.2","0.1",".020","-0.4","0.5","0.2","0.1"
"21","Randy Breuer","C","32","ATL","1","0","17","1","4",".250","0","0","0","1","4",".250",".250","0","0","0","1","1","2","1","0","1","0","2","2",1993,"4.0",".250",".000",".000","6.1","7.1","6.6","8.6","0.0","3.7","0.0","10.2","0.0","0.0","0.0","-0.095","-3.9","-2.5","-6.4","0.0"
"22","Scott Brooks","PG","27","HOU","12","0","197","16","42",".381","5","13",".385","11","29",".379",".440","10","13",".769","1","9","10","31","9","0","13","21","47",1993,"8.3",".492",".310",".310","0.6","4.8","2.9","22.8","2.4","0.0","21.4","14.1","0.0","0.2","0.2",".047","-3.5","0.0","-3.5","-0.1"
"23","Chucky Brown","SF","24","NJN","4","0","62","9","22",".409","0","0","0","9","22",".409",".409","6","7",".857","3","6","9","1","3","3","2","2","24",1993,"14.1",".478",".000",".318","5.8","11.3","8.6","2.5","2.5","3.1","7.4","20.0","0.0","0.1","0.1",".080","-0.3","1.5","1.2","0.1"
"24","Dee Brown","PG","24","BOS","4","3","133","15","41",".366","1","7",".143","14","34",".412",".378","14","14","1.000","2","4","6","15","2","4","6","11","45",1993,"10.6",".477",".171",".341","1.9","3.8","2.9","15.6","0.8","1.9","11.3","18.0","0.1","0.0","0.1",".049","-1.4","-1.1","-2.5","0.0"
"25","Mike Brown","C","29","UTA","5","0","93","13","25",".520","0","0","0","13","25",".520",".520","7","11",".636","4","12","16","2","0","1","5","9","33",1993,"10.2",".553",".000",".440","5.0","14.7","9.9","3.8","0.0","0.7","14.4","17.7","0.0","0.1","0.1",".056","-2.6","0.1","-2.5","0.0"
"26","Mark Bryant","C","27","POR","4","4","83","17","37",".459","0","0","0","17","37",".459",".459","5","5","1.000","10","8","18","0","0","3","6","14","39",1993,"11.8",".497",".000",".135","11.8","11.4","11.6","0.0","0.0","2.4","13.3","23.2","0.0","0.1","0.1",".052","-2.5","-1.0","-3.5","0.0"
"27","Matt Bullard","PF","25","HOU","12","0","169","20","42",".476","15","28",".536","5","14",".357",".655","6","6","1.000","4","19","23","13","4","5","9","11","61",1993,"14.2",".683",".667",".143","3.0","11.8","7.8","11.8","1.2","1.8","16.8","14.5","0.3","0.2","0.5",".142","3.6","1.2","4.8","0.3"
"28","Michael Cage","C","31","SEA","19","2","378","42","80",".525","0","0","0","42","80",".525",".525","7","18",".389","47","64","111","10","13","7","16","43","91",1993,"12.3",".518",".000",".225","13.7","21.1","17.2","3.8","1.8","1.4","15.4","12.1","0.3","0.4","0.7",".084","-1.4","-0.3","-1.6","0.0"
"29","Elden Campbell","PF","24","LAL","5","5","178","29","69",".420","0","0","0","29","69",".420",".420","12","24",".500","17","25","42","7","6","12","12","15","70",1993,"13.0",".440",".000",".348","9.6","16.5","12.8","6.2","1.8","4.5","13.1","22.3","-0.2","0.2","0.0",".011","-2.3","0.6","-1.7","0.0"
"30","Tony Campbell","SF","30","NYK","2","0","33","4","10",".400","0","1",".000","4","9",".444",".400","6","8",".750","2","2","4","2","1","0","3","7","14",1993,"8.8",".518",".100",".800","7.4","7.3","7.3","9.3","1.6","0.0","18.2","22.5","0.0","0.0","0.0",".049","-4.0","-0.2","-4.2","0.0"
"31","Antoine Carr","PF","31","SAS","8","8","171","39","74",".527","0","0","0","39","74",".527",".527","6","10",".600","13","25","38","9","3","9","7","28","84",1993,"16.4",".536",".000",".135","9.0","16.1","12.7","9.0","0.9","3.5","8.2","22.1","0.2","0.2","0.4",".120","0.2","1.2","1.4","0.2"
"32","Bill Cartwright","C","35","CHI","19","19","444","46","99",".465","0","0","0","46","99",".465",".465","28","36",".778","28","57","85","29","11","3","13","51","120",1993,"11.5",".522",".000",".364","7.7","15.6","11.7","9.2","1.3","0.5","10.2","13.2","0.6","0.4","1.0",".113","-0.9","0.6","-0.3","0.2"
"33","Cedric Ceballos","SF","23","PHO","16","3","185","40","70",".571","0","0","0","40","70",".571",".571","16","22",".727","13","24","37","13","5","7","5","12","96",1993,"21.5",".602",".000",".314","8.4","14.5","11.6","12.2","1.4","2.4","5.9","20.4","0.6","0.1","0.7",".189","4.6","0.7","5.3","0.3"
"34","Tom Chambers","PF","33","PHO","24","1","376","64","165",".388","2","5",".400","62","160",".388",".394","44","54",".815","23","42","65","12","6","10","26","58","174",1993,"9.9",".461",".030",".327","7.3","12.5","10.0","5.1","0.8","1.7","12.1","25.5","-0.3","0.2","-0.1","-0.009","-4.2","-2.4","-6.6","-0.4"
"35","Maurice Cheeks*","PG","36","NJN","5","0","82","11","23",".478","0","0","0","11","23",".478",".478","0","1",".000","3","3","6","14","6","1","7","3","22",1993,"12.1",".469",".000",".043","4.4","4.3","4.3","26.1","3.8","0.8","23.0","17.0","-0.1","0.1","0.0",".025","-1.7","1.9","0.2","0.0"
"36","Doug Christie","SG","22","LAL","5","0","39","4","11",".364","1","3",".333","3","8",".375",".409","0","0","0","1","3","4","6","2","2","4","5","9",1993,"7.5",".409",".273",".000","2.6","9.0","5.5","22.1","2.7","3.4","26.7","16.7","-0.1","0.0","0.0","-0.043","-5.1","1.2","-3.9","0.0"
"37","Derrick Coleman","PF","25","NJN","5","5","225","50","94",".532","5","12",".417","45","82",".549",".559","29","36",".806","13","54","67","23","6","13","13","18","134",1993,"25.6",".610",".128",".383","6.9","28.0","17.6","18.1","1.4","3.7","10.6","25.0","0.7","0.4","1.2",".247","5.6","4.0","9.6","0.7"
"38","Lester Conner","PG","33","LAC","5","0","64","9","12",".750","1","1","1.000","8","11",".727",".792","2","2","1.000","3","4","7","10","3","1","0","5","21",1993,"20.2",".815",".083",".167","4.8","7.7","6.1","24.5","2.4","1.1","0.0","8.6","0.3","0.1","0.4",".275","4.3","5.3","9.6","0.2"
"39","Duane Cooper","PG","23","LAL","2","0","4","0","6",".000","0","3",".000","0","3",".000",".000","0","0","0","2","0","2","1","0","0","0","0","0",1993,"-25.8",".000",".500",".000","50.2","0.0","27.0","31.3","0.0","0.0","0.0","65.0","-0.1","0.0","-0.1","-1.165","-11.1","-20.4","-31.5","0.0"
"40","Tyrone Corbin","SF","30","UTA","5","0","161","24","50",".480","0","0","0","24","50",".480",".480","11","17",".647","16","22","38","9","3","1","7","15","59",1993,"14.4",".513",".000",".340","11.5","15.6","13.6","10.0","1.0","0.4","10.9","18.9","0.2","0.2","0.3",".103","0.9","0.6","1.6","0.1"
"41","John Crotty","PG","23","UTA","1","0","3","2","2","1.000","0","0","0","2","2","1.000","1.000","0","0","0","1","0","1","1","0","0","0","0","4",1993,"79.8","1.000",".000",".000","38.6","0.0","19.2","100.0","0.0","0.0","0.0","31.4","0.0","0.0","0.0",".752","48.0","9.9","57.9","0.0"
"42","Terry Cummings","PF","31","SAS","10","0","138","31","70",".443","0","1",".000","31","69",".449",".443","5","8",".625","17","22","39","5","3","1","8","27","67",1993,"12.3",".456",".014",".114","14.6","17.6","16.2","6.2","1.1","0.5","9.8","26.2","-0.1","0.2","0.1",".035","-3.1","-1.4","-4.5","-0.1"
"43","Dell Curry","SG","28","CHH","9","0","222","42","97",".433","6","21",".286","36","76",".474",".464","9","11",".818","11","21","32","18","13","0","13","19","99",1993,"13.9",".486",".216",".113","5.8","11.3","8.5","13.4","3.1","0.0","11.3","22.8","0.0","0.3","0.3",".071","0.5","-0.1","0.4","0.1"
"44","Lloyd Daniels","SG","25","SAS","8","0","74","11","30",".367","1","7",".143","10","23",".435",".383","5","6",".833","9","6","15","2","3","0","5","8","28",1993,"9.3",".429",".233",".200","14.5","8.9","11.6","4.1","2.1","0.0","13.3","22.5","-0.1","0.1","0.0",".002","-2.7","-2.1","-4.8","-0.1"
"45","Brad Daugherty","C","27","CLE","9","9","356","64","115",".557","0","0","0","64","115",".557",".557","40","50",".800","26","79","105","31","6","7","26","25","168",1993,"19.7",".613",".000",".435","8.9","27.5","18.2","15.0","0.9","1.3","16.0","21.2","0.7","0.4","1.2",".159","3.3","0.7","4.0","0.5"
"46","Dale Davis","PF","23","IND","4","4","117","8","12",".667","0","0","0","8","12",".667",".667","1","4",".250","4","28","32","4","4","4","3","15","17",1993,"10.1",".618",".000",".333","4.3","27.9","16.5","5.0","1.8","2.3","17.9","6.8","0.1","0.2","0.2",".101","-0.3","1.7","1.4","0.1"
"47","Hubert Davis","SG","22","NYK","7","0","96","14","25",".560","1","2",".500","13","23",".565",".580","2","3",".667","1","5","6","5","6","0","9","8","31",1993,"8.8",".589",".080",".120","1.3","6.2","3.8","8.3","3.3","0.0","25.5","16.5","-0.1","0.1","0.0",".018","-3.2","2.9","-0.3","0.0"
"48","Vinny Del Negro","PG","26","SAS","8","0","112","17","38",".447","2","9",".222","15","29",".517",".474","4","4","1.000","6","13","19","24","1","1","3","13","40",1993,"15.8",".503",".237",".105","6.4","12.8","9.7","32.5","0.5","0.6","7.0","16.9","0.3","0.1","0.3",".148","2.3","0.7","3.0","0.1"
"49","Vlade Divac*","C","24","LAL","5","5","167","37","74",".500","4","9",".444","33","65",".508",".527","12","22",".545","17","30","47","28","6","12","11","22","90",1993,"23.8",".538",".122",".297","10.2","21.1","15.2","29.0","1.9","4.8","11.6","24.6","0.3","0.3","0.6",".177","4.8","5.1","9.9","0.5"
"50","James Donaldson","C","35","UTA","1","0","5","0","1",".000","0","0","0","0","1",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0",1993,"-7.3",".000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.4","0.0","0.0","0.0","-0.206","-9.1","-4.8","-13.9","0.0"
"51","Sherman Douglas","PG","26","BOS","4","4","166","17","45",".378","0","3",".000","17","42",".405",".378","10","15",".667","12","14","26","38","4","0","12","10","44",1993,"12.8",".426",".067",".333","9.2","10.7","9.9","31.2","1.3","0.0","18.9","17.3","0.1","0.0","0.1",".032","0.0","-1.6","-1.6","0.0"
"52","Greg Dreiling","C","30","IND","2","0","4","1","1","1.000","1","1","1.000","0","0","0","1.500","0","0","0","0","1","1","0","0","0","0","1","3",1993,"32.4","1.500","1.000",".000","0.0","29.1","15.1","0.0","0.0","0.0","0.0","11.8","0.0","0.0","0.0",".247","15.3","3.6","18.9","0.0"
"53","Clyde Drexler*","SG","30","POR","3","3","116","18","43",".419","5","12",".417","13","31",".419",".477","16","20",".800","8","11","19","14","5","3","3","9","57",1993,"21.1",".550",".279",".465","6.8","11.3","8.8","20.6","2.3","1.7","5.5","20.1","0.4","0.2","0.6",".232","6.9","2.8","9.7","0.3"
"54","Kevin Duckworth","C","28","POR","4","0","58","7","21",".333","0","0","0","7","21",".333",".333","4","4","1.000","4","9","13","3","0","1","6","12","18",1993,"3.4",".395",".000",".190","6.8","18.4","12.0","8.3","0.0","1.1","20.9","21.1","-0.2","0.1","-0.1","-0.069","-8.7","-0.8","-9.5","-0.1"
"55","Richard Dumas","SF","23","PHO","23","20","499","107","204",".525","0","2",".000","107","202",".530",".525","37","49",".755","36","29","65","24","21","13","27","52","251",1993,"16.5",".556",".010",".240","8.6","6.5","7.5","8.3","2.2","1.7","10.7","22.6","0.7","0.3","1.0",".099","1.2","0.1","1.2","0.4"
"56","Mark Eaton","C","36","UTA","5","5","117","10","19",".526","0","0","0","10","19",".526",".526","2","4",".500","16","17","33","2","0","9","2","9","22",1993,"13.6",".530",".000",".211","15.9","16.6","16.2","2.7","0.0","5.1","8.8","9.2","0.2","0.1","0.3",".124","0.5","1.4","1.9","0.1"
"57","James Edwards","C","37","LAL","3","0","14","3","4",".750","0","0","0","3","4",".750",".750","0","0","0","0","2","2","0","0","0","1","2","6",1993,"11.0",".750",".000",".000","0.0","16.7","7.7","0.0","0.0","0.0","20.0","15.5","0.0","0.0","0.0",".058","-3.2","-1.0","-4.2","0.0"
"58","Craig Ehlo","SG","31","CLE","9","9","289","38","91",".418","10","26",".385","28","65",".431",".473","12","15",".800","10","21","31","25","12","4","17","19","98",1993,"11.3",".502",".286",".165","4.2","9.0","6.6","13.7","2.2","0.9","14.8","18.3","0.0","0.3","0.3",".044","-0.3","0.3","0.1","0.2"
"59","Mario Elie","SF","29","POR","4","0","52","5","10",".500","2","2","1.000","3","8",".375",".600","8","9",".889","2","4","6","4","2","1","5","1","20",1993,"15.3",".716",".200",".900","3.8","9.1","6.2","11.9","2.0","1.3","26.4","15.5","0.1","0.1","0.2",".141","2.2","1.9","4.1","0.1"
"60","Sean Elliott","SF","24","SAS","10","10","381","59","125",".472","3","14",".214","56","111",".505",".484","37","40",".925","8","40","48","36","8","3","22","22","158",1993,"13.4",".554",".112",".320","2.5","11.6","7.2","14.4","1.1","0.5","13.4","19.1","0.4","0.3","0.8",".095","0.3","0.0","0.3","0.2"
"61","Dale Ellis","SG","32","SAS","10","10","305","51","113",".451","10","32",".313","41","81",".506",".496","13","16",".813","9","26","35","11","4","0","10","25","125",1993,"10.5",".521",".283",".142","3.5","9.4","6.6","5.6","0.7","0.0","7.7","18.9","0.2","0.2","0.4",".065","-0.7","-1.4","-2.1","0.0"
