"","stat","loading","year"
"1","x3PAVG",0.196723851518499,2003
"2","x2PAVG",0.533684325152852,2003
"3","xFTAVG",0.0028003039446502,2003
"4","ASTtTOV",0.121401384697069,2003
"5","SPBtPFR",0.155250933204864,2003
"6","TS",0.607561171284245,2003
"7","FTr",0.518171014538694,2003
"8","PTS",0.37294534632753,2003
"9","TRB",0.322935059977234,2003
"10","AST",0.281879457252896,2003
"11","STL",0.326166271361452,2003
"12","BLK",0.193927607948183,2003
"13","PER",0.385377058739964,2003
"14","WS",0.3875856085389,2003
"15","OWS",0.348467691329398,2003
"16","DWS",0.336167399253169,2003
