"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Shareef Abdur-Rahim","PF","29","SAC","72","30","1961","332","632",".525","5","22",".227","327","610",".536",".529","218","278",".784","106","251","357","149","48","42","108","227","887",2006,"17.2",".588",".035",".440","6.4","14.8","10.6","13.2","1.3","1.6","12.5","20.1","4.0","2.2","6.2",".152","0.5","0.4","0.9","1.4"
"2","Alex Acker","SG","23","DET","5","0","35","4","16",".250","1","5",".200","3","11",".273",".281","0","0","0","1","4","5","4","1","0","4","4","9",2006,"-2.4",".281",".313",".000","3.4","13.7","8.5","17.9","1.6","0.0","20.0","27.2","-0.2","0.0","-0.2","-0.230","-11.0","-4.2","-15.3","-0.1"
"3","Malik Allen","PF","27","CHI","54","20","701","121","247",".490","1","1","1.000","120","246",".488",".492","23","38",".605","44","96","140","20","14","16","34","92","266",2006,"11.5",".504",".004",".154","7.2","15.7","11.5","4.9","1.0","1.8","11.4","19.2","0.0","1.0","1.0",".068","-3.0","0.3","-2.7","-0.1"
"4","Ray Allen*","SG","30","SEA","78","78","3022","681","1500",".454","269","653",".412","412","847",".486",".544","324","359",".903","71","261","332","286","105","16","188","151","1955",2006,"22.2",".590",".435",".239","2.8","10.6","6.6","17.2","1.8","0.4","10.2","27.4","9.8","-0.3","9.5",".150","6.4","-2.0","4.4","4.9"
"5","Tony Allen","PG","24","BOS","51","9","978","129","274",".471","11","34",".324","118","240",".492",".491","100","134",".746","32","79","111","67","51","18","67","126","369",2006,"12.9",".554",".124",".489","4.1","9.6","6.9","11.2","2.7","1.4","16.8","18.8","0.6","1.0","1.7",".082","-2.3","0.9","-1.4","0.1"
"6","Rafer Alston","PG","29","HOU","63","63","2431","280","738",".379","102","312",".327","178","426",".418",".449","99","143",".692","36","219","255","425","101","15","157","194","761",2006,"12.6",".475",".423",".194","1.8","10.4","6.1","30.8","2.3","0.5","16.4","18.8","0.2","3.1","3.4",".067","-1.0","0.6","-0.4","1.0"
"7","Chris Andersen","C","27","NOK","32","2","570","56","98",".571","0","0","0","56","98",".571",".571","49","103",".476","61","94","155","6","8","41","26","84","161",2006,"14.1",".562",".000","1.051","12.4","20.2","16.2","1.7","0.8","5.9","15.4","13.9","0.6","0.7","1.3",".112","-2.0","0.9","-1.2","0.1"
"8","Alan Anderson","SF","23","CHA","36","7","564","75","181",".414","24","58",".414","51","123",".415",".481","33","41",".805","23","47","70","32","11","4","32","48","207",2006,"10.4",".520",".320",".227","4.4","10.3","7.2","9.3","1.0","0.6","13.9","18.2","0.2","0.3","0.4",".037","-1.7","-1.7","-3.3","-0.2"
"9","Derek Anderson","SG","31","TOT","43","11","1047","108","303",".356","40","134",".299","68","169",".402",".422","93","111",".838","21","122","143","101","23","6","54","98","349",2006,"10.8",".496",".442",".366","2.4","13.3","8.0","15.7","1.2","0.5","13.3","18.2","0.5","1.1","1.6",".074","-1.3","0.1","-1.2","0.2"
"10","Shandon Anderson","SF","32","MIA","48","1","638","54","126",".429","5","19",".263","49","107",".458",".448","13","18",".722","18","63","81","30","17","6","24","75","126",2006,"6.2",".470",".151",".143","3.5","11.1","7.5","6.9","1.4","0.7","15.2","11.4","-0.1","0.7","0.5",".039","-4.1","0.4","-3.7","-0.3"
"11","Martynas Andriuškevicius","C","19","CLE","6","0","9","0","1",".000","0","0","0","0","1",".000",".000","0","0","0","1","3","4","0","2","0","0","1","0",2006,"15.5",".000",".000",".000","13.0","39.8","26.3","0.0","11.9","0.0","0.0","5.1","0.0","0.0","0.0",".155","-1.8","7.0","5.2","0.0"
"12","Carmelo Anthony","SF","21","DEN","80","80","2941","756","1572",".481","37","152",".243","719","1420",".506",".493","573","709",".808","122","272","394","216","88","42","218","229","2122",2006,"22.0",".563",".097",".451","4.9","10.7","7.8","14.3","1.5","1.1","10.4","32.0","6.8","2.6","9.4",".153","3.5","-0.9","2.7","3.5"
"13","Rafael Araújo","C","25","TOR","52","34","601","53","145",".366","0","1",".000","53","144",".368",".366","15","28",".536","43","101","144","15","24","6","42","104","121",2006,"4.5",".385",".007",".193","8.4","21.5","14.6","3.7","2.1","0.8","21.1","15.3","-1.2","0.4","-0.8","-0.066","-6.7","-1.0","-7.7","-0.9"
