"","Player","Contrib","Yr","Tm","W","sumContrib","playoffSc","playoffShare","x3PAVG","x2PAVG","xFTAVG","PTS","TRB","AST","STL","BLK","PER","WS","OWS","DWS","orig.PTS","orig.TRB","orig.AST","orig.BLK","orig.STL","orig.adj.PER","orig.WS.G","orig.OWS.G","orig.DWS.G","orig.x3PAVG","orig.x2PAVG","orig.xFTAVG"
"1","Kenny Anderson",2.79380200367998,2002,"BOS",0.6,28.6121326682252,0.0775861233289718,0.0585863773821221,0,-1.90945297124005,0.690078870811091,1.08169718664476,0.609494559790051,1.84108855614353,1.44301289689685,0,1.47136121517691,0.861315815264355,0.267381745599957,1.43120272772512,12,3.125,4.75,0,1.3125,36.3560209424084,0.05625,0.0125,0.04375,0,-7.82070703472841,2.28037553550269
"2","Tony Battie",3.43992213204682,2002,"BOS",0.6,28.6121326682252,0.0955293977266458,0.0721355972712998,0,0.678230151019669,-0.7361973399017,0.546482432836156,1.47497683469192,0.314923042498235,0.687148998522309,2.34939143935195,1.34824418968674,1.33982460152233,0.668454363999893,1.84011779278943,6.0625,7.5625,0.8125,1.875,0.625,33.3139092495637,0.0875,0.03125,0.05625,0,2.77788423864648,-2.43277467869839
"3","Mark Blount",1.16804290966355,2002,"BOS",0.6,28.6121326682252,0.032437488813924,0.0244940058794158,0,0.0432649562736697,0.16047960949632,0.135212148330595,0.341316953482428,0.0968993976917646,0.549719198817847,0.626504383827187,0.0947845639955485,0.38280702900638,0.534763491199914,0.817830130128638,1.5,1.75,0.25,0.5,0.5,2.34204188481675,0.025,0.025,0.025,0,0.177203918076581,0.530307173457297
"4","Kedrick Brown",0.340194705561734,2002,"BOS",0.6,28.6121326682252,0.00944747993838126,0.00713392551697901,0.335739432545061,0.132892987549149,0,0.225353580550992,0,0,0,0.626504383827187,0.0621387370338107,0,0,0,2.5,0,0,0.5,0,1.53539267015707,0,0,0,0.664125370605676,0.544300979519145,0
"5","Tony Delk",1.20039181815895,2002,"BOS",0.6,28.6121326682252,0.0333358439589111,0.0251723665357953,0.969687853593325,-1.11489487562804,-0.551414447886941,0.424952466181871,0.473664343608268,0.442968675162352,0.628250512934682,0.447503131305134,0.506962761550688,0.218746873717931,-0.152789568914261,0.700997254395975,4.71428571428571,2.42857142857143,1.14285714285714,0.357142857142857,0.571428571428571,12.5265968586387,0.0142857142857143,-0.00714285714285714,0.0214285714285714,1.91813722998729,-4.56636865538736,-1.82215695925622
"6","Walter McCarty",0.808425220174479,2002,"BOS",0.6,28.6121326682252,0.0224506170272949,0.0169527779606362,-1.53670036647328,1.1929387692142,0.117530819567973,0.283301644121247,0.473664343608268,0.110742168790588,0.314125256467341,0,0.378043493173282,0.437493747435863,0.305579137828523,0.46733150293065,3.14285714285714,2.42857142857143,0.285714285714286,0,0.285714285714286,9.34111692844677,0.0285714285714286,0.0142857142857143,0.0142857142857143,-3.03974332909784,4.8860195903829,0.388382280557835
"7","Paul Pierce",5.72349791691586,2002,"BOS",0.6,28.6121326682252,0.158946129564668,0.120022467041165,-2.51704537761548,0.306142830592487,1.38510916371594,2.21973276842727,1.67001509382474,1.59884006191412,1.85530229601023,1.56626095956797,3.10457216402329,2.20114041678668,1.33690872799979,2.65794792291807,24.625,8.5625,4.125,1.25,1.6875,76.7112041884817,0.14375,0.0625,0.08125,-4.97896145700974,1.25389492430989,4.57711311639779
"8","Rodney Rogers",3.68327147609686,2002,"BOS",0.6,28.6121326682252,0.102287404269207,0.0772386634468656,0.765644354659424,0.359602662894221,1.60095401782213,0.800005210956022,1.07271042523049,0.823644880379999,1.09943839763569,0.548191335848789,1.49242445162037,1.43552635877392,1.06952698239983,1.43120272772512,8.875,5.5,2.125,0.4375,1,36.8764746945899,0.09375,0.05,0.04375,1.51451927149513,1.47285485307213,5.29037553550269
"9","Erick Strickland",0.364429011999275,2002,"BOS",0.6,28.6121326682252,0.0101204860732392,0.00764212195347436,-1.37379094337316,-0.406828428079418,0.722158242733438,0.262912510642824,0.211291447393884,0.54909658692,0.458099332348206,0.104417397304531,0.217025779238595,0,-0.178254497066638,0.545220086752425,2.91666666666667,1.08333333333333,1.41666666666667,0.0833333333333333,0.416666666666667,5.36251308900524,0,-0.00833333333333333,0.0166666666666667,-2.71749258788649,-1.66628138913624,2.38638228055783
"10","Antoine Walker",5.13872574135902,2002,"BOS",0.6,28.6121326682252,0.142706537040809,0.107759721393976,2.70697732852522,-1.62527960713729,0.893877051886653,1.99437918787628,1.68220498502054,1.25969216999294,1.64915759645354,0.46987828787039,2.46277841492707,1.33982460152233,0.401072618399936,2.45349039038591,22.125,8.625,3.25,0.375,1.5,60.8530541012216,0.0875,0.01875,0.075,5.35466539601864,-6.65679430097952,2.95382955063349
"11","Eric Williams",3.95142973256868,2002,"BOS",0.6,28.6121326682252,0.109734374215861,0.0828619756182708,1.98865874432387,0.942252481267254,0.0289096927600843,0.704229939221851,0.853292383706071,0.508721837881764,1.71787249630577,0.313252191913594,1.37552567888481,1.53122811602552,1.06952698239983,1.63566026025728,7.8125,4.375,1.3125,0.25,1.5625,33.9880104712042,0.1,0.05,0.05,3.93376111817027,3.85926268922529,0.0955324947589108
"12","Stacey Augmon",1.37500617927358,2002,"CHH",0,23.7143144805823,0,0,0,-0.657666469491083,0.172559492813961,0.48075430517545,0.585114777398448,0.559863186663529,1.22159821959522,0.139223196406042,0.389385235873604,0.340272914672338,0,0.7269601156699,5.33333333333333,3,1.44444444444444,0.111111111111111,1.11111111111111,9.6213612565445,0.0222222222222222,0,0.0222222222222222,0,-2.69365983971505,0.570225321301615
"13","P.J. Brown",3.49388428974077,2002,"CHH",0,23.7143144805823,0,0,0,-0.525522465732702,0.24804937143732,0.921445751586279,1.86369892060247,0.602929585637647,0.732958931757129,1.6706783568725,1.02187350109407,1.53122811602552,1.4260359765331,1.09044017350485,10.2222222222222,9.55555555555556,1.55555555555556,1.33333333333333,0.666666666666667,25.2495811518325,0.1,0.0666666666666667,0.0333333333333333,0,-2.15242653606412,0.819682708959988
"14","Elden Campbell",3.27598820512346,2002,"CHH",0,23.7143144805823,0,0,-0.169796792097088,-0.151666499982472,-0.296799452357356,1.22191719232094,1.30025506088544,0.689062383585882,0.732958931757129,3.20213351733896,1.00661250753785,0.850682286680844,0.475345325511035,1.4539202313398,13.5555555555556,6.66666666666667,1.77777777777778,2.55555555555556,0.666666666666667,24.8724956369983,0.0555555555555556,0.0222222222222222,0.0444444444444444,-0.335874629394324,-0.621193232413179,-0.980778051225959
"15","Baron Davis",5.4720457153831,2002,"CHH",0,23.7143144805823,0,0,0.0979592595092483,-1.80577796094527,-2.79487655178857,2.03319008230451,1.36526781392971,3.05771432716235,3.90911430270469,0.696115982030208,1.80867953185869,1.87150103069786,1.4260359765331,1.81740028917475,22.5555555555556,7,7.88888888888889,0.555555555555556,3.55555555555556,44.6908551483421,0.122222222222222,0.0666666666666667,0.0555555555555556,0.193772977551886,-7.39607658058771,-9.23570968918057
"16","Bryce Drew",0.171310931828123,2002,"CHH",0,23.7143144805823,0,0,0,0.132892987549149,0,0.0901414322203969,0,0.387597590767058,0,0,0.0364556015367494,0,0,0,1,0,1,0,0,0.900785340314136,0,0,0,0,0.544300979519145,0
"17","Kirk Haston",0.269620676726992,2002,"CHH",0,23.7143144805823,0,0,0,0.132892987549149,0,0.0901414322203969,0.0975191295664081,0,0.549719198817847,0,0.031704330946074,0,0,0,1,0.5,0,0,0.5,0.783385689354276,0,0,0,0,0.544300979519145,0
"18","George Lynch",3.2077386475529,2002,"CHH",0,23.7143144805823,0,0,-0.00871937574751269,0.689721888676742,-0.168558315228138,0.691084313689709,1.64698974378823,0.602929585637647,1.22159821959522,0.83533917843625,0.914258316978083,1.19095520135318,1.18836331377759,1.09044017350485,7.66666666666667,8.44444444444444,1.55555555555556,0.666666666666667,1.11111111111111,22.5905061082024,0.0777777777777778,0.0555555555555556,0.0333333333333333,-0.0172477763659465,2.82495191451469,-0.557003372527573
"19","Jamaal Magloire",3.4703167681775,2002,"CHH",0,23.7143144805823,0,0,0,0.920956556659623,0.561929668803642,1.10423254469986,1.09709020762209,0.242248494229412,0,2.34939143935195,0.890173535182032,1.72263163052871,1.8716722191997,0.817830130128638,12.25,5.625,0.625,1.875,0,21.9953926701571,0.1125,0.0875,0.025,0,3.77203918076581,1.85690465773403
"20","Jamal Mashburn",0,2002,"CHH",0,23.7143144805823,0,0,-0.169796792097088,-0.55630254706157,0,0,0.195038259132816,0.387597590767058,0,0,-0.041600986738633,-1.53122811602552,-2.13905396479966,0,0,1,1,0,0,-1.02792321116928,-0.1,-0.1,0,-0.335874629394324,-2.27849510240427,0
"21","Lee Nailon",1.16365396549,2002,"CHH",0,23.7143144805823,0,0,-0.169796792097088,0.145871169960207,0.311367431621268,0.691084313689709,0.520102024354176,0.258398393844706,0.366479465878565,0,0.476440774438239,0.510409372008506,0.475345325511035,0,7.66666666666667,2.66666666666667,0.666666666666667,0,0.333333333333333,11.7724258289703,0.0333333333333333,0.0222222222222222,0,-0.335874629394324,0.597456812110419,1.02891814784432
"22","Robert Traylor",0.364982719882451,2002,"CHH",0,23.7143144805823,0,0,-0.169796792097088,-0.406828428079418,-0.123188594676506,0.202818222495893,0.390076518265632,0.145349096537647,0.274859599408923,0.313252191913594,0.0936679059304588,0,-0.267381745599957,0.408915065064319,2.25,2,0.375,0.25,0.25,2.3144502617801,0,-0.0125,0.0125,-0.335874629394324,-1.66628138913624,-0.40707847962811
"23","David Wesley",2.77405812149966,2002,"CHH",0,23.7143144805823,0,0,2.13476021208221,-1.57078859047572,1.23998023705848,1.42223148614404,0.368405600584208,1.33505836819765,1.22159821959522,0.278446392812083,0.883232738973534,0.680545829344675,0.713017988266552,0.36348005783495,15.7777777777778,1.88888888888889,3.44444444444444,0.222222222222222,1.11111111111111,21.8238917975567,0.0444444444444444,0.0333333333333333,0.0111111111111111,4.22276408301567,-6.43361086375779,4.09753249475891
"24","Shawn Bradley",0.127976375938073,2002,"DAL",0.266666666666667,23.6139832891761,0.00157955850902145,0.00144520444372166,0,0.0648974344105046,0,0.0772640847603402,0.139313042237726,0,0,0.179001252522054,0.0169688235381266,0,0,0,0.857142857142857,0.714285714285714,0,0.142857142857143,0,0.419284467713787,0,0,0,0,0.265805877114871,0
"25","Greg Buckner",1.10220594723373,2002,"DAL",0.266666666666667,23.6139832891761,0.0136040637960364,0.012446929530255,-0.169796792097088,0.259589737642018,0.018342891081996,0.347688381421531,0.724427819636174,0.221484337581176,0.471187884701012,0.179001252522054,0.285076235440527,0.437493747435863,0.611158275657045,0,3.85714285714286,3.71428571428571,0.571428571428571,0.142857142857143,0.428571428571429,7.04397905759162,0.0285714285714286,0.0285714285714286,0,-0.335874629394324,1.06322350845948,0.0606143469145932
"26","Evan Eschmeyer",0.152667605523256,2002,"DAL",0.266666666666667,23.6139832891761,0.00188431195670737,0.00172403617696846,0,-0.111260509412314,0,0,0.130025506088544,0.129199196922353,0,0.417669589218125,0.0113855332126785,0,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0.281326352530541,0,0,0,0,-0.455699020480855,0
"27","Michael Finley",5.0223246614549,2002,"DAL",0.266666666666667,23.6139832891761,0.061988438068508,0.0567158263807979,0.787948330252849,1.06509734578072,2.49890859785477,2.21973276842727,1.2189891195801,0.872094579225882,1.64915759645354,0.626504383827187,1.57621759701445,1.9140351450319,2.94119920159953,0,24.625,6.25,2.25,0.5,1.5,38.9469284467714,0.125,0.1375,0,1.55863871241,4.36240872662511,8.25767933643242
"28","Adrian Griffin",1.06036246938844,2002,"DAL",0.266666666666667,23.6139832891761,0.0130876073720041,0.0119744018494271,-0.339593584194175,0.773848095914726,-0.444753046324967,0.450707161101984,0.438836083048836,0.387597590767058,0.549719198817847,0.313252191913594,0.17222808509794,0.38280702900638,0.534763491199914,0,5,2.25,1,0.25,0.5,4.25560209424084,0.025,0.025,0,-0.671749258788649,3.16951469278718,-1.4696928265427
"29","Raef LaFrentz",3.12221003725925,2002,"DAL",0.266666666666667,23.6139832891761,0.0385361235240123,0.0352583184748321,-0.0261581272425381,1.38143483498943,-0.631956868963011,1.01409111247946,1.48716672588772,0.242248494229412,0.274859599408923,3.44577411104953,0.863658379950198,0.957017572515949,1.06952698239983,0.408915065064319,11.25,7.625,0.625,2.75,0.25,21.3402268760907,0.0625,0.05,0.0125,-0.0517433290978396,5.65805877114871,-2.08831054598487
"30","Eduardo Najera",1.12599953057967,2002,"DAL",0.266666666666667,23.6139832891761,0.0138977379742485,0.0127156243743741,0,1.34941746287588,-0.265930545746651,0.416904124019336,0.316937171090826,0.0484496988458823,0.412289399113385,0,0.285820674150587,0.38280702900638,0.802145236799871,0,4.625,1.625,0.125,0,0.375,7.06237347294939,0.025,0.0375,0,0,5.52692252894034,-0.878771306170814
"31","Steve Nash",4.24646264613127,2002,"DAL",0.266666666666667,23.6139832891761,0.0524122999793658,0.0479542153096801,2.45975812398119,-0.547154943869537,2.50123759335629,1.75775792829774,0.780153036531265,3.39147891921176,0.549719198817847,0,1.32249536842114,1.33982460152233,2.40643571039961,-0.817830130128638,19.5,4,8.75,0,0.5,32.6776788830716,0.0875,0.1125,-0.025,4.8656416772554,-2.24102849510241,8.26537553550269
"32","Johnny Newman",0,2002,"DAL",0.266666666666667,23.6139832891761,0,0,-0.512233455491093,-0.111260509412314,0,0.0901414322203969,0,0.258398393844706,0,0,-0.0231213905242086,-0.510409372008506,-0.713017988266552,0,1,0,0.666666666666667,0,0,-0.57130890052356,-0.0333333333333333,-0.0333333333333333,0,-1.01324777636595,-0.455699020480855,0
"33","Dirk Nowitzki",6.96756091184189,2002,"DAL",0.266666666666667,23.6139832891761,0.0859976698414296,0.0786828812574579,3.32820298086022,-1.2185864092227,3.20572534298654,2.55776313925376,2.55987715111821,0.872094579225882,2.19887679527139,0.939756575740781,1.93851840099558,2.67964920304466,2.94119920159953,1.22674519519296,28.375,13.125,2.25,0.75,2,47.899057591623,0.175,0.1375,0.0375,6.58351037695891,-4.99106678539626,10.59336541792
