"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Tariq Abdul-Wahad","SG","24","SAC","5","5","99","15","33",".455","0","1",".000","15","32",".469",".455","13","16",".813","6","13","19","4","4","4","3","8","43",1999,"20.5",".537",".030",".485","6.9","15.7","11.2","8.1","2.2","2.8","7.0","20.0","0.3","0.1","0.4",".175","2.6","1.9","4.5","0.2"
"2","Ray Allen*","SG","23","MIL","3","3","120","25","47",".532","9","19",".474","16","28",".571",".628","8","13",".615","8","14","22","13","3","1","11","9","67",1999,"23.7",".635",".404",".277","8.1","14.0","11.1","22.7","1.4","0.8","17.3","25.3","0.4","-0.1","0.3",".110","6.8","-0.8","6.0","0.2"
"3","Nick Anderson","SF","31","ORL","4","4","152","29","79",".367","11","42",".262","18","37",".486",".437","14","19",".737","7","20","27","9","9","0","10","12","83",1999,"17.0",".475",".532",".241","5.1","14.7","9.9","15.3","3.3","0.0","10.3","29.0","0.1","0.1","0.3",".079","2.9","0.6","3.5","0.2"
"4","Shandon Anderson","SG","25","UTA","11","0","297","37","77",".481","6","14",".429","31","63",".492",".519","24","34",".706","8","33","41","13","6","3","14","34","104",1999,"12.4",".565",".182",".442","3.3","12.7","8.2","8.1","1.1","0.9","13.2","17.1","0.4","0.3","0.7",".109","-0.2","1.0","0.8","0.2"
"5","Greg Anthony","PG","31","POR","13","0","225","18","55",".327","8","31",".258","10","24",".417",".400","23","34",".676","4","10","14","32","13","1","9","25","67",1999,"14.0",".479",".564",".618","2.2","5.4","3.9","26.7","3.3","0.4","11.4","17.5","0.3","0.2","0.5",".102","0.5","2.4","2.9","0.3"
"6","B.J. Armstrong","PG","31","ORL","2","0","3","0","1",".000","0","0","0","0","1",".000",".000","0","0","0","0","0","0","1","0","0","1","1","0",1999,"-26.8",".000",".000",".000","0.0","0.0","0.0","57.7","0.0","0.0","50.0","30.1","0.0","0.0","0.0","-0.753","-21.2","-10.6","-31.8","0.0"
"7","Darrell Armstrong","PG","30","ORL","4","4","163","17","46",".370","9","24",".375","8","22",".364",".467","16","16","1.000","6","14","20","25","9","0","25","16","59",1999,"12.0",".556",".522",".348","4.1","9.6","6.8","32.4","3.0","0.0","32.0","21.6","-0.1","0.1","0.0",".003","-0.5","-0.4","-0.9","0.0"
"8","Keith Askins","SF","31","MIA","4","0","27","0","4",".000","0","3",".000","0","1",".000",".000","0","0","0","2","2","4","0","2","1","0","5","0",1999,"0.3",".000",".750",".000","9.5","9.2","9.4","0.0","4.4","3.1","0.0","7.8","-0.1","0.0","0.0","-0.077","-6.6","3.4","-3.2","0.0"
"9","Stacey Augmon","SF","30","POR","13","0","176","10","28",".357","0","1",".000","10","27",".370",".357","15","18",".833","10","23","33","5","8","3","3","15","35",1999,"12.2",".487",".036",".643","7.2","16.0","11.7","5.1","2.6","1.4","7.7","11.0","0.2","0.2","0.4",".116","-1.1","3.0","1.8","0.2"
"10","Isaac Austin","C","29","ORL","4","4","112","9","23",".391","0","2",".000","9","21",".429",".391","8","12",".667","7","9","16","8","4","3","8","14","26",1999,"8.6",".460",".087",".522","7.0","9.0","8.0","14.3","2.0","1.8","22.1","14.6","0.0","0.0","0.0","-0.002","-2.7","1.2","-1.5","0.0"
"11","Thurl Bailey","PF","37","UTA","11","0","115","17","33",".515","0","0","0","17","33",".515",".515","3","4",".750","5","10","15","2","3","6","8","19","37",1999,"9.9",".532",".000",".121","5.3","9.9","7.7","3.4","1.5","4.5","18.7","17.8","0.0","0.1","0.1",".042","-3.3","1.5","-1.7","0.0"
"12","Charles Barkley*","PF","35","HOU","4","4","157","36","68",".529","2","7",".286","34","61",".557",".544","20","30",".667","13","42","55","15","6","2","8","12","94",1999,"29.0",".579",".103",".441","9.2","29.5","19.4","20.2","2.0","1.0","9.0","25.6","0.7","0.1","0.8",".238","6.3","1.5","7.9","0.4"
"13","Jon Barry","SG","29","SAC","5","0","112","12","34",".353","5","19",".263","7","15",".467",".426","11","12",".917","3","7","10","9","6","1","9","9","40",1999,"12.5",".509",".559",".353","3.1","7.5","5.2","14.9","2.9","0.6","18.6","19.8","0.0","0.1","0.1",".050","-0.6","-0.1","-0.7","0.0"
"14","Travis Best","PG","26","IND","11","0","150","16","46",".348","2","10",".200","14","36",".389",".370","12","13",".923","7","10","17","21","4","1","14","34","46",1999,"7.4",".445",".217",".283","5.9","7.7","6.9","24.5","1.5","0.5","21.3","20.8","0.0","0.1","0.0",".012","-4.6","-1.6","-6.2","-0.2"
"15","Mookie Blaylock","PG","31","ATL","9","9","358","44","135",".326","18","51",".353","26","84",".310",".393","7","15",".467","6","30","36","36","18","2","30","11","113",1999,"9.7",".399",".378",".111","2.0","10.7","6.2","21.3","2.9","0.4","17.5","23.5","-0.7","0.4","-0.3","-0.044","-0.9","0.0","-0.9","0.1"
"16","Terrell Brandon","PG","28","MIN","4","4","161","31","69",".449","3","5",".600","28","64",".438",".471","12","13",".923","2","28","30","28","9","2","14","11","77",1999,"22.4",".515",".072",".188","1.3","20.9","10.6","36.7","3.2","0.9","15.8","25.8","0.2","0.2","0.5",".139","3.6","3.0","6.6","0.4"
"17","Gerald Brown","SG","23","PHO","1","0","1","1","1","1.000","0","0","0","1","1","1.000","1.000","0","0","0","0","0","0","0","0","0","0","0","2",1999,"93.6","1.000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.2","0.0","0.0","0.0","1.525","39.2","8.3","47.5","0.0"
"18","P.J. Brown","PF","29","MIA","5","5","144","21","45",".467","0","1",".000","21","44",".477",".467","9","10",".900","14","17","31","5","2","2","3","17","51",1999,"17.2",".516",".022",".222","12.5","14.7","13.6","8.3","0.8","1.2","5.7","19.1","0.3","0.1","0.4",".136","1.7","-0.7","1.0","0.1"
"19","Rick Brunson","PG","26","NYK","9","0","18","2","5",".400","0","0","0","2","5",".400",".400","2","2","1.000","1","0","1","2","0","0","4","3","6",1999,"0.9",".510",".000",".400","6.8","0.0","3.4","20.1","0.0","0.0","40.5","27.1","-0.1","0.0","-0.1","-0.173","-8.0","-4.3","-12.3","0.0"
"20","Kobe Bryant*","SG","20","LAL","8","8","315","61","142",".430","8","23",".348","53","119",".445",".458","28","35",".800","13","42","55","37","15","10","31","24","158",1999,"19.1",".502",".162",".246","4.5","16.3","10.0","21.7","2.5","2.5","16.5","27.2","0.2","0.2","0.4",".060","3.0","1.0","3.9","0.5"
"21","Jud Buechler","SF","30","DET","5","0","84","3","15",".200","2","8",".250","1","7",".143",".267","0","0","0","4","9","13","3","3","1","3","6","8",1999,"3.6",".267",".533",".000","6.1","15.1","10.4","5.6","2.2","1.0","16.7","11.1","-0.2","0.1","-0.1","-0.048","-3.1","0.5","-2.6","0.0"
"22","Matt Bullard","PF","31","HOU","2","0","8","2","2","1.000","1","1","1.000","1","1","1.000","1.250","2","2","1.000","0","0","0","1","0","0","0","0","7",1999,"48.4","1.215",".500","1.000","0.0","0.0","0.0","27.6","0.0","0.0","0.0","16.2","0.1","0.0","0.1",".576","20.8","3.8","24.6","0.1"
"23","Marcus Camby","C","24","NYK","20","3","509","81","143",".566","0","1",".000","81","142",".570",".566","45","73",".616","51","102","153","6","24","38","15","76","207",1999,"24.8",".591",".007",".510","12.2","24.8","18.5","2.3","2.7","6.3","7.9","18.4","1.6","1.3","3.0",".280","2.5","4.4","6.9","1.2"
"24","Antoine Carr","PF","37","HOU","4","0","37","4","11",".364","0","0","0","4","11",".364",".364","0","0","0","3","4","7","4","0","1","4","19","8",1999,"-3.2",".364",".000",".000","9.1","11.9","10.5","18.2","0.0","2.0","26.7","18.3","-0.1","0.0","-0.1","-0.111","-14.6","0.8","-13.8","-0.1"
"25","Sam Cassell","PG","29","MIL","3","3","102","16","32",".500","0","1",".000","16","31",".516",".500","14","16",".875","0","6","6","26","3","0","7","14","46",1999,"21.7",".589",".031",".500","0.0","7.1","3.6","48.3","1.6","0.0","15.2","21.5","0.4","-0.1","0.3",".131","3.0","-0.2","2.8","0.1"
"26","Kelvin Cato","C","24","POR","8","0","43","1","9",".111","0","0","0","1","9",".111",".111","4","10",".400","6","1","7","2","1","1","2","13","6",1999,"-2.0",".224",".000","1.111","17.6","2.9","10.1","7.9","1.3","1.9","13.0","17.8","-0.1","0.0","-0.1","-0.125","-10.1","-2.5","-12.6","-0.1"
