"","stat","loading","year"
"1","x3PAVG",0.0495621275841034,2009
"2","x2PAVG",0.611176389958119,2009
"3","xFTAVG",0.287879446373658,2009
"4","ASTtTOV",0.278802381376924,2009
"5","SPBtPFR",0.000237104211046862,2009
"6","TS",0.455489559020785,2009
"7","FTr",0.505896113610189,2009
"8","PTS",0.372707203739322,2009
"9","TRB",0.313334929083,2009
"10","AST",0.272359032418955,2009
"11","STL",0.317753368521041,2009
"12","BLK",0.189478074622935,2009
"13","PER",0.383173355898348,2009
"14","WS",0.394319629454098,2009
"15","OWS",0.364149857617233,2009
"16","DWS",0.341975242293977,2009
