"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Steven Adams","C","20","OKC","18","0","331","31","45",".689","0","0","0","31","45",".689",".689","8","23",".348","22","52","74","4","1","24","10","48","70",2014,"11.0",".635",".000",".511","8.0","16.9","12.7","1.9","0.2","5.4","15.4","9.0","0.3","0.4","0.7",".099","-1.7","1.5","-0.2","0.2"
"2","LaMarcus Aldridge","PF","28","POR","11","11","441","113","250",".452","2","3",".667","111","247",".449",".456","60","75",".800","30","87","117","16","7","18","19","40","288",2014,"21.0",".509",".012",".300","7.5","21.2","14.4","7.0","0.8","3.0","6.3","30.1","0.6","0.3","0.9",".097","2.7","-0.7","2.1","0.4"
"3","Lavoy Allen","PF","24","IND","4","0","15","2","4",".500","0","0","0","2","4",".500",".500","0","0","0","1","4","5","1","0","0","0","1","4",2014,"14.3",".500",".000",".000","8.2","31.5","20.1","11.8","0.0","0.0","0.0","13.0","0.0","0.0","0.0",".144","0.8","-1.0","-0.2","0.0"
"4","Ray Allen*","SG","38","MIA","20","1","527","59","143",".413","33","85",".388","26","58",".448",".528","34","37",".919","13","54","67","32","14","4","24","41","185",2014,"12.8",".581",".594",".259","3.4","13.2","8.5","9.7","1.5","0.7","13.1","17.8","0.6","0.3","0.9",".080","1.1","-0.9","0.2","0.3"
"5","Tony Allen","SG","32","MEM","7","1","230","35","72",".486","0","7",".000","35","65",".538",".486","16","21",".762","23","31","54","10","12","1","12","23","86",2014,"15.6",".529",".097",".292","10.7","15.8","13.1","7.6","2.8","0.4","12.9","18.6","0.2","0.3","0.5",".097","-0.1","2.2","2.1","0.2"
"6","Chris Andersen","C","35","MIA","18","0","317","33","57",".579","0","1",".000","33","56",".589",".579","26","38",".684","26","81","107","5","5","18","9","34","92",2014,"17.7",".624",".018",".667","11.3","32.9","22.5","2.5","0.9","5.3","10.9","13.3","0.7","0.5","1.2",".175","1.0","0.1","1.2","0.3"
"7","Alan Anderson","SF","31","BRK","12","2","261","25","62",".403","9","31",".290","16","31",".516",".476","12","18",".667","10","22","32","15","10","0","10","32","71",2014,"9.3",".508",".500",".290","4.6","11.2","7.7","9.1","2.1","0.0","12.5","15.0","0.1","0.1","0.2",".044","-2.4","0.6","-1.8","0.0"
"8","Pero Antic","C","31","ATL","7","7","170","7","42",".167","3","25",".120","4","17",".235",".202","5","8",".625","10","17","27","5","5","3","8","26","22",2014,"-1.1",".242",".595",".190","6.3","12.1","9.0","5.0","1.6","1.5","14.9","14.6","-0.6","0.3","-0.3","-0.098","-7.8","-2.0","-9.8","-0.3"
"9","Trevor Ariza","SF","28","WAS","11","11","407","52","108",".481","25","56",".446","27","52",".519",".597","21","27",".778","21","77","98","19","17","4","14","26","150",2014,"17.6",".626",".519",".250","6.0","22.0","13.9","8.0","2.3","0.8","10.5","15.5","0.8","0.9","1.7",".202","3.3","1.9","5.2","0.7"
"10","Hilton Armstrong","C","29","GSW","7","0","17","4","8",".500","0","1",".000","4","7",".571",".500","0","2",".000","3","1","4","2","0","2","4","6","8",2014,"5.4",".450",".125",".250","19.8","6.9","13.5","20.9","0.0","10.1","31.1","32.3","-0.1","0.0","-0.1","-0.218","-12.3","0.0","-12.3","0.0"
"11","Ömer Asik","C","27","HOU","6","4","163","16","33",".485","0","0","0","16","33",".485",".485","3","3","1.000","21","28","49","4","3","4","11","29","35",2014,"9.1",".510",".000",".091","13.8","19.4","16.5","3.5","1.0","2.0","24.3","11.8","0.0","0.1","0.1",".026","-3.7","-0.3","-4.0","-0.1"
"12","D.J. Augustin","PG","26","CHI","5","0","141","21","72",".292","7","26",".269","14","46",".304",".340","17","19",".895","4","4","8","24","3","0","9","16","66",2014,"9.5",".411",".361",".264","3.2","3.4","3.3","32.2","1.2","0.0","10.1","30.5","-0.2","0.1","-0.1","-0.031","-0.5","-2.5","-3.0","0.0"
"13","Jeff Ayres","PF","26","SAS","17","0","65","6","13",".462","0","0","0","6","13",".462",".462","5","8",".625","6","13","19","5","0","0","1","6","17",2014,"13.0",".515",".000",".615","11.1","22.8","17.1","10.5","0.0","0.0","5.7","12.5","0.1","0.1","0.2",".158","0.5","0.6","1.0","0.1"
"14","Harrison Barnes","SF","21","GSW","7","0","156","19","48",".396","8","21",".381","11","27",".407",".479","9","16",".563","7","21","28","8","1","3","5","13","55",2014,"9.9",".500",".438",".333","5.0","15.8","10.3","7.6","0.3","1.6","8.3","16.4","0.1","0.0","0.1",".033","0.1","-0.1","0.0","0.1"
"15","Matt Barnes","SF","33","LAC","13","13","404","45","107",".421","19","60",".317","26","47",".553",".509","13","19",".684","22","36","58","23","12","3","17","41","122",2014,"9.7",".529",".561",".178","6.0","10.6","8.2","8.0","1.5","0.6","12.8","14.2","0.2","0.2","0.4",".047","0.0","-0.5","-0.5","0.2"
