"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Zaid Abdul-Aziz","C","30","BUF","22","0","195","25","74",".338","0","0","0","25","74",".338",".338","33","43",".767","41","49","90","7","3","9","0","21","83",1977,"16.3",".447","0",".581","21.1","25.5","23.3","5.0","0.7","2.3","0","0","0.1","0.2","0.3",".078","-1.6","-1.8","-3.3","-0.1"
"2","Kareem Abdul-Jabbar*","C","29","LAL","82","0","3016","888","1533",".579","0","0","0","888","1533",".579",".579","376","536",".701","266","824","1090","319","101","261","0","262","2152",1977,"27.8",".608","0",".350","9.2","27.2","18.4","16.8","1.5","4.4","0","0","11.9","5.9","17.8",".283","6.8","2.6","9.4","8.7"
"3","Tom Abernethy","SF","22","LAL","70","0","1378","169","349",".484","0","0","0","169","349",".484",".484","101","134",".754","113","178","291","98","49","10","0","118","439",1977,"12.7",".538","0",".384","8.5","12.9","10.8","8.9","1.6","0.4","0","0","1.8","1.3","3.1",".110","0.0","-0.2","-0.3","0.6"
"4","Alvan Adams","C","22","PHO","72","0","2278","522","1102",".474","0","0","0","522","1102",".474",".474","252","334",".754","180","472","652","322","95","87","0","260","1296",1977,"20.2",".519","0",".303","8.5","22.3","15.4","22.3","1.9","2.1","0","0","2.3","4.0","6.3",".134","2.0","1.6","3.6","3.2"
"5","Don Adams","SF","29","BUF","77","0","1710","216","526",".411","0","0","0","216","526",".411",".411","129","173",".746","130","241","371","150","74","16","0","201","561",1977,"11.7",".466","0",".329","7.6","14.3","10.9","12.1","1.9","0.5","0","0","0.2","1.4","1.6",".046","-1.8","0.0","-1.8","0.1"
"6","Lucius Allen","PG","29","LAL","78","0","2482","472","1035",".456","0","0","0","472","1035",".456",".456","195","252",".774","58","193","251","405","116","19","0","183","1139",1977,"15.6",".497","0",".243","2.4","7.7","5.2","22.2","2.1","0.4","0","0","2.8","2.1","4.9",".094","0.3","-0.3","0.0","1.2"
"7","Jerome Anderson","SG","23","IND","27","0","164","26","59",".441","0","0","0","26","59",".441",".441","14","20",".700","9","3","12","10","6","2","0","26","66",1977,"10.1",".487","0",".339","5.2","1.8","3.6","8.3","1.6","0.6","0","0","0.1","0.0","0.1",".027","-3.4","-0.8","-4.2","-0.1"
"8","Tiny Archibald*","PG","28","NYN","34","0","1277","250","560",".446","0","0","0","250","560",".446",".446","197","251",".785","22","58","80","254","59","11","0","77","697",1977,"19.4",".520","0",".448","1.7","4.8","3.2","33.8","2.1","0.5","0","0","1.8","1.0","2.8",".104","2.3","-0.5","1.8","1.2"
"9","Jim Ard","C","28","BOS","63","0","969","96","254",".378","0","0","0","96","254",".378",".378","49","76",".645","77","219","296","53","18","28","0","128","241",1977,"9.1",".419","0",".299","7.9","22.0","15.0","7.1","0.8","1.4","0","0","-0.6","1.4","0.8",".039","-3.4","0.8","-2.6","-0.1"
"10","Bird Averitt","SG","24","BUF","75","0","1136","234","619",".378","0","0","0","234","619",".378",".378","121","169",".716","20","58","78","134","30","5","0","127","589",1977,"11.2",".425","0",".273","1.8","5.2","3.5","18.2","1.2","0.2","0","0","-1.4","0.3","-1.1","-0.046","-3.6","-2.7","-6.3","-1.2"
