"","stat","loading","year"
"1","x3PAVG",0.0138744428707647,2011
"2","x2PAVG",0.572224546496821,2011
"3","xFTAVG",0.414333220540498,2011
"4","ASTtTOV",0.444722968446697,2011
"5","SPBtPFR",0.0579958566237257,2011
"6","TS",0.306311622489937,2011
"7","FTr",0.453569953211292,2011
"8","PTS",0.373466862393124,2011
"9","TRB",0.317969886666254,2011
"10","AST",0.2597231663564,2011
"11","STL",0.31013674055,2011
"12","BLK",0.207435759600147,2011
"13","PER",0.38970201531686,2011
"14","WS",0.395123602761401,2011
"15","OWS",0.358331121687035,2011
"16","DWS",0.341109401153006,2011
