"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Alaa Abdelnaby","PF","22","POR","5","0","13","2","6",".333","0","0","0","2","6",".333",".333","0","0","0","1","2","3","0","0","0","0","0","4",1991,"6.3",".333",".000",".000","8.8","18.9","13.7","0.0","0.0","0.0","0.0","19.8","0.0","0.0","0.0","-0.035","-2.6","-4.6","-7.3","0.0"
"2","Mark Aguirre","SF","31","DET","15","2","397","90","178",".506","12","33",".364","78","145",".538",".539","42","51",".824","17","44","61","29","12","1","20","41","234",1991,"19.4",".584",".185",".287","4.5","12.8","8.5","12.8","1.6","0.2","9.1","24.2","1.0","0.3","1.3",".157","3.9","1.1","5.0","0.7"
"3","Danny Ainge","SG","31","POR","16","0","277","47","105",".448","11","36",".306","36","69",".522",".500","23","28",".821","1","27","28","31","12","4","24","33","128",1991,"12.4",".546",".343",".267","0.4","12.0","6.0","17.5","2.2","1.0","17.0","21.9","0.0","0.3","0.4",".065","-0.6","0.9","0.3","0.2"
"4","Ron Anderson","SF","32","PHI","8","0","223","35","88",".398","1","5",".200","34","83",".410",".403","17","19",".895","9","12","21","19","6","0","12","24","88",1991,"9.2",".457",".057",".216","5.2","6.5","5.9","14.5","1.4","0.0","11.1","23.0","-0.2","0.1","-0.1","-0.017","-2.8","-2.5","-5.3","-0.2"
"5","Willie Anderson","SG","24","SAS","4","4","159","33","68",".485","2","10",".200","31","58",".534",".500","8","13",".615","2","17","19","19","6","2","13","16","76",1991,"11.8",".515",".147",".191","1.5","12.9","7.1","18.8","1.8","0.8","15.0","22.6","-0.1","0.1","0.0",".007","-1.9","0.3","-1.6","0.0"
"6","B.J. Armstrong","PG","23","CHI","17","0","273","35","70",".500","3","5",".600","32","65",".492",".521","20","25",".800","5","22","27","43","19","1","13","13","93",1991,"17.2",".574",".071",".357","2.4","9.9","6.3","21.9","3.8","0.3","13.8","16.0","0.5","0.5","1.0",".176","1.8","2.6","4.5","0.4"
"7","Vincent Askew","SG","24","GSW","6","0","41","6","15",".400","0","0","0","6","15",".400",".400","3","6",".500","5","6","11","2","2","0","0","6","15",1991,"12.9",".425",".000",".400","14.0","17.3","15.7","6.5","2.3","0.0","0.0","18.5","0.0","0.0","0.1",".064","-1.7","-2.2","-3.9","0.0"
"8","Thurl Bailey","PF","29","UTA","9","0","228","23","64",".359","0","0","0","23","64",".359",".359","22","25",".880","11","21","32","9","3","6","12","27","68",1991,"6.2",".453",".000",".391","5.9","10.0","8.0","5.6","0.7","1.7","13.8","16.8","-0.2","0.3","0.1",".017","-3.6","-0.4","-3.9","-0.1"
"9","Charles Barkley*","SF","27","PHI","8","8","326","74","125",".592","2","20",".100","72","105",".686",".600","49","75",".653","31","53","84","48","15","3","25","23","199",1991,"26.8",".630",".160",".600","12.2","19.5","16.0","28.4","2.5","0.6","13.7","26.6","1.1","0.4","1.5",".217","7.8","1.1","8.9","0.9"
"10","Dana Barros","PG","23","SEA","3","0","25","9","13",".692","2","5",".400","7","8",".875",".769","3","4",".750","1","3","4","5","3","0","3","1","23",1991,"39.5",".779",".385",".308","4.8","14.5","9.6","46.8","6.0","0.0","16.9","30.4","0.1","0.0","0.2",".366","14.1","6.1","20.2","0.1"
"11","John Battle","SG","28","ATL","5","0","107","16","44",".364","2","5",".400","14","39",".359",".386","24","25",".960","4","6","10","11","1","0","9","11","58",1991,"13.3",".527",".114",".568","3.9","5.7","4.8","19.1","0.5","0.0","14.1","26.3","0.1","0.0","0.1",".042","1.6","-2.1","-0.5","0.0"
"12","William Bedford","C","27","DET","8","3","65","5","24",".208","0","2",".000","5","22",".227",".208","9","14",".643","9","13","22","4","2","4","4","14","19",1991,"7.4",".315",".083",".583","14.6","23.2","18.7","8.6","1.6","4.0","11.7","22.9","-0.2","0.1","-0.1","-0.050","-6.1","0.2","-5.9","-0.1"
"13","Benoit Benjamin","C","26","SEA","5","5","163","20","41",".488","0","0","0","20","41",".488",".488","29","32",".906","7","26","33","1","3","13","11","17","69",1991,"15.0",".626",".000",".780","5.1","19.3","12.2","0.9","0.9","5.5","16.6","17.3","0.2","0.2","0.4",".125","0.2","1.4","1.6","0.1"
"14","Larry Bird*","SF","34","BOS","10","10","396","62","152",".408","3","21",".143","59","131",".450",".418","44","51",".863","8","64","72","65","13","3","19","28","171",1991,"15.8",".490",".138",".336","2.4","17.6","10.4","23.7","1.7","0.5","9.8","21.4","0.3","0.4","0.6",".078","1.4","0.2","1.6","0.4"
"15","Manute Bol","C","28","PHI","8","0","109","9","18",".500","0","0","0","9","18",".500",".500","6","9",".667","4","15","19","1","1","12","5","14","24",1991,"9.3",".546",".000",".500","4.7","16.5","10.8","1.4","0.5","7.0","18.5","11.7","0.0","0.1","0.1",".043","-3.4","2.1","-1.3","0.0"
"16","Frank Brickowski","PF","31","MIL","3","3","110","24","45",".533","0","2",".000","24","43",".558",".533","7","14",".500","5","21","26","3","1","2","6","16","55",1991,"13.2",".538",".044",".311","5.3","26.1","14.8","4.6","0.5","1.3","10.5","23.1","0.0","0.1","0.1",".025","-1.4","-1.0","-2.3","0.0"
"17","Dee Brown","PG","22","BOS","11","0","284","53","108",".491","0","5",".000","53","103",".515",".491","28","34",".824","9","36","45","41","11","6","22","32","134",1991,"16.2",".545",".046",".315","3.8","13.8","9.0","21.8","2.0","1.3","15.2","22.3","0.2","0.3","0.4",".075","0.6","1.4","2.0","0.3"
"18","Mike Brown","C","27","UTA","9","0","223","27","56",".482","0","0","0","27","56",".482",".482","32","38",".842","20","46","66","5","3","1","12","36","86",1991,"12.3",".591",".000",".679","10.9","22.4","17.0","3.3","0.7","0.3","14.2","16.7","0.3","0.3","0.6",".139","-1.5","0.2","-1.2","0.0"
"19","Tony Brown","SG","30","UTA","4","0","29","4","8",".500","1","2",".500","3","6",".500",".563","0","0","0","2","1","3","1","0","0","1","2","9",1991,"8.2",".563",".250",".000","8.4","3.7","5.9","5.2","0.0","0.0","11.1","13.6","0.0","0.0","0.0",".060","-1.9","-2.3","-4.2","0.0"
"20","Mark Bryant","PF","25","POR","14","0","137","10","22",".455","0","0","0","10","22",".455",".455","14","16",".875","14","18","32","2","2","1","4","25","34",1991,"9.1",".585",".000",".727","11.7","16.1","13.8","2.0","0.7","0.5","12.1","10.4","0.2","0.1","0.3",".123","-2.3","-0.5","-2.8","0.0"
"21","Michael Cage","C","29","SEA","5","0","80","6","14",".429","0","0","0","6","14",".429",".429","13","17",".765","9","12","21","2","3","2","3","12","25",1991,"13.6",".582",".000","1.214","13.4","18.2","15.8","3.5","1.9","1.7","12.3","13.1","0.2","0.1","0.3",".150","0.0","0.6","0.6","0.1"
"22","Elden Campbell","PF","22","LAL","14","0","138","25","38",".658","0","0","0","25","38",".658",".658","7","15",".467","8","21","29","3","6","8","6","23","57",1991,"16.6",".639",".000",".395","7.2","18.3","12.8","3.6","2.3","3.7","11.9","16.6","0.2","0.2","0.4",".143","-0.4","3.1","2.7","0.2"
"23","Joe Barry Carroll","C","32","PHO","2","0","15","4","8",".500","0","0","0","4","8",".500",".500","0","1",".000","0","1","1","2","0","1","1","0","8",1991,"13.8",".474",".000",".125","0.0","8.3","3.9","30.2","0.0","4.3","10.6","27.4","0.0","0.0","0.0","-0.066","0.5","0.8","1.3","0.0"
"24","Bill Cartwright","C","33","CHI","17","17","511","70","135",".519","0","0","0","70","135",".519",".519","22","32",".688","25","55","80","32","9","7","21","55","162",1991,"11.1",".543",".000",".237","6.4","13.2","9.9","8.8","1.0","1.0","12.3","15.5","0.4","0.8","1.2",".110","-1.1","-0.1","-1.2","0.1"
"25","Cedric Ceballos","SF","21","PHO","3","0","24","7","12",".583","0","0","0","7","12",".583",".583","2","6",".333","3","2","5","2","2","0","1","0","16",1991,"25.6",".546",".000",".500","13.5","10.4","12.0","20.0","4.2","0.0","6.4","28.3","0.0","0.0","0.1",".108","8.4","1.2","9.6","0.1"
"26","Tom Chambers","PF","31","PHO","4","4","142","27","66",".409","0","5",".000","27","61",".443",".409","14","19",".737","2","21","23","10","7","5","12","12","68",1991,"11.2",".457",".076",".288","1.5","18.4","9.4","13.6","2.5","2.3","13.9","26.4","-0.4","0.2","-0.2","-0.053","-1.5","0.8","-0.7","0.0"
"27","Maurice Cheeks*","PG","34","NYK","3","3","101","14","23",".609","1","3",".333","13","20",".650",".630","1","2",".500","3","6","9","16","3","1","8","9","30",1991,"11.8",".628",".130",".087","3.8","7.4","5.6","29.6","1.6","0.6","25.1","14.4","0.1","0.0","0.1",".042","0.5","1.3","1.9","0.1"
"28","Lester Conner","PG","31","MIL","1","0","7","1","1","1.000","0","0","0","1","1","1.000","1.000","0","1",".000","1","0","1","2","0","0","1","1","2",1991,"12.9",".694",".000","1.000","16.5","0.0","8.9","43.1","0.0","0.0","41.0","15.5","0.0","0.0","0.0",".016","2.6","-2.9","-0.3","0.0"
"29","Wayne Cooper","C","34","POR","3","0","13","1","2",".500","0","0","0","1","2",".500",".500","0","0","0","1","4","5","1","0","0","1","2","2",1991,"6.6",".500",".000",".000","8.8","37.7","22.8","10.5","0.0","0.0","33.3","9.9","0.0","0.0","0.0",".030","-3.9","1.3","-2.6","0.0"
"30","Dave Corzine","C","34","SEA","2","0","12","2","3",".667","0","0","0","2","3",".667",".667","1","1","1.000","0","1","1","0","0","0","0","1","5",1991,"13.5",".727",".000",".333","0.0","10.1","5.0","0.0","0.0","0.0","0.0","12.3","0.0","0.0","0.0",".168","1.3","-1.5","-0.2","0.0"
"31","Terry Cummings","PF","29","SAS","4","4","124","25","49",".510","0","1",".000","25","48",".521",".510","9","18",".500","14","23","37","4","3","2","9","13","59",1991,"13.6",".518",".020",".367","13.2","22.4","17.7","5.0","1.1","1.1","13.7","22.1","0.0","0.1","0.1",".031","-0.6","-1.1","-1.7","0.0"
"32","Adrian Dantley*","SF","35","MIL","3","0","19","1","7",".143","0","0","0","1","7",".143",".143","3","4",".750","2","2","4","0","0","0","2","0","5",1991,"-1.4",".285",".000",".571","12.2","14.4","13.2","0.0","0.0","0.0","18.6","25.2","-0.1","0.0","-0.1","-0.272","-7.2","-6.4","-13.6","-0.1"
"33","Walter Davis","SG","36","POR","13","0","111","19","48",".396","0","1",".000","19","47",".404",".396","5","6",".833","7","8","15","6","4","0","7","5","43",1991,"8.8",".425",".021",".125","7.2","8.8","8.0","8.5","1.8","0.0","12.1","22.3","-0.1","0.1","0.0","-0.019","-2.5","-1.4","-3.9","-0.1"
"34","Vlade Divac*","C","22","LAL","19","19","609","97","172",".564","1","6",".167","96","166",".578",".567","57","71",".803","49","78","127","21","27","41","41","65","252",1991,"17.5",".620",".035",".413","10.0","15.4","12.7","5.5","2.3","4.3","16.8","18.1","0.8","1.0","1.7",".137","1.3","2.9","4.3","1.0"
"35","Greg Dreiling","C","28","IND","5","5","75","5","15",".333","0","0","0","5","15",".333",".333","4","6",".667","8","10","18","0","0","0","3","17","14",1991,"1.9",".397",".000",".400","12.8","16.8","14.8","0.0","0.0","0.0","14.5","11.4","0.0","0.0","0.0","-0.031","-5.6","-3.8","-9.4","-0.1"
"36","Larry Drew","PG","32","LAL","18","0","116","14","33",".424","3","11",".273","11","22",".500",".470","4","6",".667","0","8","8","21","0","0","9","17","35",1991,"6.4",".491",".333",".182","0.0","8.3","4.2","27.1","0.0","0.0","20.2","17.4","-0.1","0.0","0.0","-0.006","-3.3","-2.4","-5.7","-0.1"
"37","Clyde Drexler*","SG","28","POR","16","16","633","128","269",".476","15","56",".268","113","213",".531",".504","76","98",".776","40","89","129","129","34","16","61","56","347",1991,"21.7",".556",".208",".364","7.2","17.2","12.1","33.6","2.8","1.7","16.3","25.3","1.1","1.0","2.1",".159","5.7","3.1","8.8","1.7"
"38","Kevin Duckworth","C","26","POR","16","16","511","73","182",".401","0","0","0","73","182",".401",".401","41","56",".732","40","67","107","14","8","8","39","53","187",1991,"7.8",".452",".000",".308","8.9","16.1","12.4","4.1","0.8","1.0","15.9","20.7","-0.6","0.5","-0.1","-0.009","-3.5","-1.7","-5.2","-0.4"
"39","Joe Dumars*","SG","27","DET","15","15","588","105","245",".429","17","42",".405","88","203",".433",".463","82","97",".845","21","29","50","62","16","1","17","33","309",1991,"17.9",".537",".171",".396","3.8","5.7","4.7","17.1","1.4","0.1","5.6","22.6","1.5","0.3","1.8",".148","3.5","0.2","3.7","0.8"
"40","Mark Eaton","C","34","UTA","9","9","255","16","31",".516","0","0","0","16","31",".516",".516","7","12",".583","17","39","56","5","1","13","7","41","39",1991,"6.5",".537",".000",".387","8.1","16.6","12.6","2.7","0.2","3.3","16.2","7.5","0.1","0.4","0.5",".086","-3.2","1.5","-1.6","0.0"
"41","Blue Edwards","SF","25","UTA","9","9","241","37","77",".481","1","2",".500","36","75",".480",".487","16","20",".800","7","21","28","16","8","1","15","37","91",1991,"8.8",".530",".026",".260","3.5","9.5","6.7","10.3","1.7","0.3","14.9","18.4","-0.1","0.3","0.3",".050","-3.0","0.9","-2.1","0.0"
"42","James Edwards","C","35","DET","15","11","345","61","150",".407","0","0","0","61","150",".407",".407","38","55",".691","15","22","37","9","2","3","24","43","160",1991,"7.3",".459",".000",".367","4.6","7.4","5.9","4.2","0.3","0.6","12.1","25.1","-0.4","0.1","-0.3","-0.039","-4.1","-2.1","-6.2","-0.4"
