"","Player","Eff","Vol","allstar","Yr","x3PAVG","x2PAVG","xFTAVG","PTS","TRB","AST","STL","BLK","ASTtTOV","SPBtPFR","PER","WS","OWS","DWS","TS","FTr","orig.PTS","orig.TRB","orig.AST","orig.BLK","orig.STL","orig.adj.PER","orig.WS.G","orig.OWS.G","orig.DWS.G","orig.TS.","orig.x3PAVG","orig.x2PAVG","orig.xFTAVG","orig.AST.TOV","orig.FTr"
"1","Bud Acton",-0.0754661962082941,-2.29926775028355,0,1968,0,36.5063466125929,63.0916797757444,15.0101491190024,14.5570425011683,8.41579069226882,0,0,0,0,6.56772011451042,20.6843462982659,23.3039866866432,13.5968795326296,50.6670973994508,54.726941165179,3.34782608695652,2.04347826086957,0.478260869565217,0,0,0.31860491892173,0.00434782608695652,-0.00434782608695652,0.00869565217391304,0.444,0,-4.0008311793052,-2.3155459848692,0,0.392
"2","Henry Akin",-1.41382381022743,-2.81108961266519,0,1968,0,22.8159877184114,62.0426380586813,13.9421360332585,9.28591380776608,5.97017484513169,0,0,0,0,7.34579570370606,7.56498625940442,10.7060899714396,4.37564041729419,34.2174123727992,17.3268616401355,3.11111111111111,1.58333333333333,0.388888888888889,0,0,0.453191802292327,-0.0166666666666667,-0.0194444444444444,0.00277777777777778,0.372,0,-15.0789442103353,-2.7852388114119,0,0.226
"3","Cliff Anderson",1.00809207209574,-2.77654298417542,0,1968,0,32.8260192721484,53.0796754541835,4.46272777513871,3.27033875559416,19.0874539521789,0,0,0,0,3.69352334730072,9.8191947860822,13.3048976690238,8.08902917895924,27.2653852366338,100,1.44444444444444,0.611111111111111,0.944444444444444,0,0,0.0569349962487836,-0.0111111111111111,-0.0166666666666667,0.00555555555555556,0.315,0,-5.94689329999798,-8.56369957159785,0,0.966
"4","Al Attles",0.672483426472547,1.28973219812537,0,1968,0,51.3295662889384,52.0555884678286,42.559819103827,33.8179974624759,77.8993594845521,0,0,0,0,37.2280507557703,60.4283152422776,53.0201724568313,60.2939070815385,79.9493888978625,55.8032714957564,9.76119402985075,4.11940298507463,5.82089552238806,0,0,12.4750005571113,0.0776119402985075,0.0328358208955224,0.0432835820895522,0.515,0,11.3047454483134,-8.82282526661198,0,0.4
"5","Jim Barnes",0.279318655166801,-0.860833559687674,0,1968,0,39.6240243794445,55.2020122475137,31.6815972174324,41.1662488370399,13.5082744044973,0,0,0,0,30.6635499881869,38.6168674863692,41.2372781897413,27.4975066652147,69.5514994885048,52.6054735167894,7.27848101265823,5.25316455696202,0.69620253164557,0,0,9.8490477110152,0.030379746835443,0.0139240506329114,0.0164556962025316,0.493,0,-1.52957781720667,-7.41966493482818,0,0.383
"6","Dick Barnett",1.34870701927023,1.84816687780989,1,1968,0,65.0312223477286,84.5948182452243,71.9775195110163,25.7079984211041,54.4123050963528,0,0,0,0,62.6615845714542,67.6531196241067,73.3648453706822,38.9786332721284,88.6044257793571,51.1256907024255,18.037037037037,2.93827160493827,2.98765432098765,0,0,24.7141493504082,0.0950617283950617,0.0740740740740741,0.0222222222222222,0.54,0,41.6483332862875,19.8675781606053,0,0.38
"7","Jim Barnett",-0.907442325827891,-1.20102806864892,0,1968,0,13.470715856657,62.3843543607172,41.2857263037987,28.1189364820508,52.0553819661246,0,0,0,0,19.1828936667813,22.6805520009892,15.4888792829627,29.0387276972368,46.9552576320465,23.0084461080718,9.40425531914894,3.29787234042553,2.85106382978723,0,0,4.203911426725,0.00638297872340425,-0.0127659574468085,0.0170212765957447,0.435,0,-24.1977705103131,-2.6958767660195,0,0.259
"8","John Barnhill",-0.408094630015374,-0.506833700958986,0,1968,0,20.0302886748579,46.6654734473851,43.8254114622628,17.7588526399595,60.1144903731138,0,0,0,0,36.5215275801433,34.0148488534487,32.4281064092491,33.3115883724289,56.1853227803801,39.1420893148506,9.92,2.30666666666667,3.45333333333333,0,0,12.0387905484204,0.0226666666666667,0.004,0.0186666666666667,0.463,0,-17.5457003447789,-17.9820607054963,0,0.334
"9","Elgin Baylor",0.480355487857863,4.0985434101468,1,1968,0,34.2848547252404,89.6473527748479,93.5741330650795,72.3573866015648,70.0286525982518,0,0,0,0,80.5276814744103,70.4560286314578,70.0716333840141,58.6394944413141,75.8251224896355,45.9411377565711,26,12.2207792207792,4.61038961038961,0,0,36.6248384005705,0.103896103896104,0.0636363636363636,0.0415584415584416,0.505,0,-5.23857412746734,31.7663773584906,0,0.363
"10","Zelmo Beaty",1.93325666209059,4.09635231722331,1,1968,0,69.2065572234248,90.2307465329201,82.2532704511176,70.591039246553,41.6893962417544,0,0,0,0,79.9232128365306,81.455602108393,81.7263441463688,61.1932908336944,92.4729445969956,61.0296436455377,21.1341463414634,11.6951219512195,2.1219512195122,0,0,36.3072153000106,0.14390243902439,0.1,0.0439024390243902,0.555,0,54.9344750690566,33.8950051955155,0,0.437
