"","stat","loading"
"1","x3PAVG",0.460604210399127
"2","x2PAVG",0.307069473599418
"3","xFTAVG",0.153534736799709
"4","ASTtTOV",0.206804209443913
"5","SPBtPFR",0.206804209443913
"6","TS",0.415575408203561
"7","FTr",0.52015873760306
"8","PTS",0.37301878351746
"9","TRB",0.317514878414201
"10","AST",0.266397943638202
"11","STL",0.31366812861449
"12","BLK",0.214680545554974
"13","PER",0.384785680117153
"14","WS",0.391730702203976
"15","OWS",0.350211658881355
"16","DWS",0.347040090647951
