"","stat","loading","year"
"1","x3PAVG",0,1957
"2","x2PAVG",0.498289108009412,1957
"3","xFTAVG",0.384303608609691,1957
"4","ASTtTOV",2.77555756156289e-17,1957
"5","SPBtPFR",0,1957
"6","TS",0.613665972742201,1957
"7","FTr",0.47689912470786,1957
"8","PTS",0.43195314718783,1957
"9","TRB",0.367691209089595,1957
"10","AST",0.249710971251325,1957
"11","STL",0,1957
"12","BLK",1.35525271560688e-20,1957
"13","PER",0.422964210534481,1957
"14","WS",0.424564355404775,1957
"15","OWS",0.368826277132577,1957
"16","DWS",0.347386882672151,1957
