"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C","37","LAL","19","19","610","168","300",".560","0","0","0","168","300",".560",".560","80","103",".777","50","104","154","76","23","36","52","67","416",1985,"22.1",".602",".000",".343","9.8","17.1","13.8","16.2","1.7","3.1","13.1","25.2","1.5","1.0","2.5",".194","3.8","1.6","5.4","1.2"
"2","Alvan Adams","PF","30","PHO","3","3","79","23","46",".500","0","0","0","23","46",".500",".500","5","6",".833","4","13","17","11","7","1","6","8","51",1985,"19.4",".524",".000",".130","5.8","21.0","13.0","21.3","3.9","0.7","11.0","26.6","0.0","0.0","0.0",".027","1.8","0.3","2.1","0.1"
"3","Mark Aguirre","SF","25","DAL","4","4","164","44","89",".494","1","2",".500","43","87",".494",".500","27","32",".844","16","14","30","16","3","0","15","16","116",1985,"20.2",".563",".022",".360","10.5","10.0","10.3","17.5","0.9","0.0","12.7","30.2","0.3","0.0","0.3",".093","3.9","-2.4","1.5","0.1"
"4","Danny Ainge","SG","25","BOS","21","21","687","97","208",".466","7","16",".438","90","192",".469",".483","30","39",".769","20","38","58","121","32","1","32","76","231",1985,"12.0",".513",".077",".188","3.3","6.1","4.7","23.2","2.2","0.1","12.4","15.1","0.7","0.7","1.3",".092","-0.4","1.1","0.7","0.5"
"5","Ron Anderson","SF","26","CLE","2","0","9","0","3",".000","0","0","0","0","3",".000",".000","0","0","0","1","2","3","0","0","0","0","0","0",1985,"-3.4",".000",".000",".000","13.7","26.2","20.1","0.0","0.0","0.0","0.0","13.6","0.0","0.0","0.0","-0.213","-7.0","-5.3","-12.3","0.0"
"6","John Bagley","PG","24","CLE","4","4","168","22","56",".393","0","3",".000","22","53",".415",".393","7","10",".700","1","15","16","40","10","0","17","7","51",1985,"10.2",".422",".054",".179","0.7","10.5","5.7","29.1","2.8","0.0","22.0","18.8","-0.2","0.2","-0.1","-0.024","-1.6","-1.0","-2.5","0.0"
"7","Thurl Bailey","PF","23","UTA","10","10","375","62","152",".408","0","0","0","62","152",".408",".408","45","55",".818","21","71","92","27","5","18","21","30","169",1985,"13.0",".480",".000",".362","5.6","17.6","11.9","10.9","0.6","2.4","10.6","20.8","-0.1","0.6","0.5",".064","-0.9","0.4","-0.5","0.1"
"8","Greg Ballard","SF","30","WSB","4","0","65","11","24",".458","0","2",".000","11","22",".500",".458","8","9",".889","4","10","14","6","3","0","5","7","30",1985,"15.2",".536",".083",".375","6.6","18.5","12.2","13.8","2.3","0.0","15.2","21.3","0.0","0.1","0.1",".105","0.6","1.7","2.3","0.1"
"9","Gene Banks","SF","25","SAS","1","0","10","0","1",".000","0","0","0","0","1",".000",".000","0","0","0","0","0","0","1","0","0","2","3","0",1985,"-13.9",".000",".000",".000","0.0","0.0","0.0","11.7","0.0","0.0","66.7","12.3","-0.1","0.0","-0.1","-0.341","-14.8","-6.0","-20.8","0.0"
"10","Charles Barkley*","PF","21","PHI","13","2","408","75","139",".540","4","6",".667","71","133",".534",".554","40","63",".635","52","92","144","26","23","15","35","49","194",1985,"19.6",".582",".043",".453","14.4","25.0","19.8","9.4","2.7","2.2","17.4","20.3","0.5","0.9","1.4",".170","2.7","1.7","4.4","0.7"
