"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Alaa Abdelnaby","PF","24","TOT","75","52","1311","245","473",".518","0","1",".000","245","472",".519",".518","88","116",".759","126","211","337","27","25","26","97","189","578",1993,"13.2",".551",".002",".245","11.0","18.1","14.6","3.0","1.0","1.2","15.6","20.5","0.7","1.3","2.0",".074","-2.4","-1.5","-3.9","-0.6"
"2","Mahmoud Abdul-Rauf","PG","23","DEN","81","81","2710","633","1407",".450","70","197",".355","563","1210",".465",".475","217","232",".935","51","174","225","344","84","8","187","179","1553",1993,"15.6",".515",".140",".165","2.0","6.8","4.4","20.8","1.5","0.2","11.0","25.5","3.0","2.2","5.1",".091","0.9","-1.1","-0.1","1.3"
"3","Mark Acres","C","30","TOT","18","7","269","26","49",".531","1","2",".500","25","47",".532",".541","11","16",".688","26","41","67","5","3","6","13","34","64",1993,"8.9",".571",".041",".327","10.8","17.4","14.0","2.5","0.5","1.4","18.8","11.0","0.1","0.2","0.3",".056","-3.7","-1.6","-5.3","-0.2"
"4","Michael Adams","PG","30","WSB","70","70","2499","365","831",".439","68","212",".321","297","619",".480",".480","237","277",".856","52","188","240","526","100","4","175","146","1035",1993,"15.6",".543",".255",".333","2.3","8.6","5.4","30.6","2.0","0.1","15.5","19.2","3.3","1.2","4.6",".088","0.9","-0.9","0.0","1.3"
"5","Rafael Addison","SF","28","NJN","68","15","1164","182","411",".443","7","34",".206","175","377",".464",".451","57","70",".814","45","87","132","53","23","11","64","125","428",1993,"8.4",".484",".083",".170","4.2","8.2","6.2","6.8","1.0","0.6","12.7","18.2","-0.1","1.0","0.9",".038","-3.9","-0.9","-4.8","-0.8"
"6","Mark Aguirre","SF","33","DET","51","15","1056","187","422",".443","30","83",".361","157","339",".463",".479","99","129",".767","43","109","152","105","16","7","68","101","503",1993,"13.7",".525",".197",".306","4.3","12.0","8.0","15.3","0.8","0.4","12.4","22.2","1.1","0.7","1.8",".082","0.3","-0.5","-0.2","0.5"
"7","Danny Ainge","SG","33","PHO","80","0","2163","337","730",".462","150","372",".403","187","358",".522",".564","123","145",".848","49","165","214","260","69","8","113","175","947",1993,"14.3",".596",".510",".199","2.6","8.3","5.5","16.5","1.5","0.2","12.5","17.3","4.5","1.8","6.2",".139","1.8","-0.3","1.4","1.9"
"8","Victor Alexander","C","23","GSW","72","59","1753","344","667",".516","10","22",".455","334","645",".518",".523","111","162",".685","132","288","420","93","34","53","120","218","809",1993,"14.3",".548",".033",".243","8.4","18.4","13.4","7.8","0.9","1.9","14.0","20.0","1.6","1.4","3.0",".083","-1.0","-0.6","-1.6","0.2"
"9","Eric Anderson","PF","22","NYK","16","0","44","5","18",".278","0","0","0","5","18",".278",".278","11","13",".846","6","8","14","3","3","1","5","14","21",1993,"11.3",".443",".000",".722","15.6","19.6","17.7","9.9","3.5","1.5","17.4","28.2","0.0","0.1","0.1",".091","-7.6","2.0","-5.6","0.0"
"10","Kenny Anderson","PG","22","NJN","55","55","2010","370","850",".435","7","25",".280","363","825",".440",".439","180","232",".776","51","175","226","449","96","11","153","140","927",1993,"16.6",".487",".029",".273","2.8","9.5","6.1","34.7","2.4","0.3","13.8","23.1","1.9","2.5","4.4",".106","1.1","0.5","1.6","1.8"
