"","stat","loading","year"
"1","x3PAVG",0,1964
"2","x2PAVG",0.604614132375703,1964
"3","xFTAVG",0.142600491997406,1964
"4","ASTtTOV",5.55111512312578e-17,1964
"5","SPBtPFR",0,1964
"6","TS",0.571549003213373,1964
"7","FTr",0.536132994264925,1964
"8","PTS",0.411181244392706,1964
"9","TRB",0.354544128039437,1964
"10","AST",0.313847520844749,1964
"11","STL",0,1964
"12","BLK",0,1964
"13","PER",0.431414998355244,1964
"14","WS",0.427789793847889,1964
"15","OWS",0.379865508582105,1964
"16","DWS",0.305462544439429,1964
