"","stat","loading","year"
"1","x3PAVG",0,1961
"2","x2PAVG",0.586950566326775,1961
"3","xFTAVG",0.0713816259030398,1961
"4","ASTtTOV",5.55111512312578e-17,1961
"5","SPBtPFR",1.38777878078145e-17,1961
"6","TS",0.635346389740903,1961
"7","FTr",0.496717888962455,1961
"8","PTS",0.426750356192281,1961
"9","TRB",0.364802844148067,1961
"10","AST",0.268003962263556,1961
"11","STL",4.33680868994202e-19,1961
"12","BLK",0,1961
"13","PER",0.433461749341518,1961
"14","WS",0.429922256744118,1961
"15","OWS",0.386544710665519,1961
"16","DWS",0.301393175557481,1961
