"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Ray Allen*","SG","29","SEA","11","11","436","102","215",".474","31","82",".378","71","133",".534",".547","56","63",".889","12","35","47","43","14","4","34","22","291",2005,"23.5",".599",".381",".293","3.5","9.7","6.6","19.5","1.7","0.7","12.3","29.3","1.5","0.1","1.6",".178","7.5","-0.4","7.1","1.0"
"2","Tony Allen","SG","23","BOS","7","3","90","8","18",".444","0","0","0","8","18",".444",".444","3","7",".429","4","8","12","2","3","2","5","17","19",2005,"4.8",".451",".000",".389","5.5","10.9","8.2","3.8","1.9","2.0","19.2","14.2","-0.1","0.1","0.0",".013","-6.3","-0.3","-6.6","-0.1"
"3","Shandon Anderson","SF","31","MIA","8","0","97","3","12",".250","0","1",".000","3","11",".273",".250","2","2","1.000","3","16","19","8","5","0","6","10","8",2005,"4.4",".311",".083",".167","4.1","17.6","11.6","11.6","2.7","0.0","31.8","9.3","-0.2","0.2","0.0",".012","-4.0","2.9","-1.1","0.0"
"4","Carmelo Anthony","SF","20","DEN","5","5","180","35","83",".422","0","1",".000","35","82",".427",".422","26","32",".813","14","13","27","10","3","1","13","20","96",2005,"14.4",".494",".012",".386","8.6","8.9","8.8","11.7","0.9","0.5","11.8","28.5","0.0","0.1","0.1",".018","1.4","-1.9","-0.5","0.1"
"5","Gilbert Arenas","PG","23","WAS","10","10","450","73","194",".376","18","77",".234","55","117",".470",".423","72","94",".766","8","44","52","62","21","6","39","34","236",2005,"15.9",".501",".397",".485","1.9","11.1","6.4","24.2","2.4","1.1","14.2","26.3","0.2","0.4","0.6",".066","2.6","-0.9","1.7","0.4"
"6","Darrell Armstrong","PG","36","DAL","9","0","66","8","16",".500","2","8",".250","6","8",".750",".563","0","0","0","3","1","4","9","3","2","2","9","18",2005,"13.9",".563",".500",".000","5.0","1.8","3.4","20.5","2.4","2.3","11.1","12.0","0.1","0.0","0.1",".102","1.9","2.7","4.6","0.1"
"7","Carlos Arroyo","PG","25","DET","19","0","150","16","45",".356","0","1",".000","16","44",".364",".356","8","12",".667","1","9","10","39","4","2","10","19","40",2005,"10.6",".398",".022",".267","0.8","7.3","4.0","42.9","1.5","1.1","16.6","19.2","-0.1","0.2","0.2",".049","-2.4","0.8","-1.6","0.0"
"8","Marcus Banks","PG","23","BOS","7","0","106","13","29",".448","3","6",".500","10","23",".435",".500","3","6",".500","1","10","11","7","4","0","6","16","32",2005,"8.2",".506",".207",".207","1.2","11.6","6.4","12.0","2.1","0.0","15.9","17.4","-0.1","0.2","0.1",".048","-4.4","0.1","-4.3","-0.1"
"9","Leandro Barbosa","PG","22","PHO","12","0","116","12","35",".343","4","10",".400","8","25",".320",".400","2","4",".500","5","12","17","12","3","0","5","8","30",2005,"8.2",".408",".286",".114","5.0","11.0","8.2","13.6","1.3","0.0","12.0","16.0","0.0","0.0","0.0","-0.012","-2.0","-1.6","-3.6","0.0"
"10","Brent Barry","SG","33","SAS","23","8","555","48","105",".457","28","66",".424","20","39",".513",".590","17","21",".810","13","43","56","44","15","4","27","44","141",2005,"10.5",".617",".629",".200","2.9","9.0","6.0","12.6","1.5","0.5","19.1","11.9","0.6","0.6","1.2",".107","0.0","1.5","1.6","0.5"
