"","stat","loading","year"
"1","x3PAVG",0.0910330026492732,2010
"2","x2PAVG",0.437876088559369,2010
"3","xFTAVG",0.291313319426567,2010
"4","ASTtTOV",0.405215022684318,2010
"5","SPBtPFR",0.338883231271939,2010
"6","TS",0.333741102888259,2010
"7","FTr",0.569815663717526,2010
"8","PTS",0.371337860250153,2010
"9","TRB",0.321574874369406,2010
"10","AST",0.260727518230622,2010
"11","STL",0.312204424373141,2010
"12","BLK",0.218795063870305,2010
"13","PER",0.382450692770011,2010
"14","WS",0.392764418399399,2010
"15","OWS",0.352910404101875,2010
"16","DWS",0.346839874149494,2010
