"","stat","loading","year"
"1","x3PAVG",0.148071321357681,2004
"2","x2PAVG",0.459201792604656,2004
"3","xFTAVG",0.0731627782469975,2004
"4","ASTtTOV",0.12921115947285,2004
"5","SPBtPFR",0.335521886944714,2004
"6","TS",0.609160269042021,2004
"7","FTr",0.511379615949477,2004
"8","PTS",0.373173514897332,2004
"9","TRB",0.33319648884102,2004
"10","AST",0.269410604065592,2004
"11","STL",0.316626284152734,2004
"12","BLK",0.230947243068743,2004
"13","PER",0.386819857845344,2004
"14","WS",0.390888333061464,2004
"15","OWS",0.340476591158953,2004
"16","DWS",0.324350305454605,2004
