"","stat","loading","year"
"1","x3PAVG",0.0713806644434086,2001
"2","x2PAVG",0.487945812557345,2001
"3","xFTAVG",0.380671650626178,2001
"4","ASTtTOV",0.417360329835538,2001
"5","SPBtPFR",0.132468036321605,2001
"6","TS",0.379515629351355,2001
"7","FTr",0.525483815803707,2001
"8","PTS",0.376998818809255,2001
"9","TRB",0.317987152751624,2001
"10","AST",0.270040425459699,2001
"11","STL",0.313668769246612,2001
"12","BLK",0.212174659042848,2001
"13","PER",0.385573651518836,2001
"14","WS",0.391752160834485,2001
"15","OWS",0.351414181092061,2001
"16","DWS",0.338820489701544,2001
