"","stat","loading","year"
"1","x3PAVG",0,1974
"2","x2PAVG",0.540281758566066,1974
"3","xFTAVG",0.474727810258999,1974
"4","ASTtTOV",1.66533453693773e-16,1974
"5","SPBtPFR",0.261574335509061,1974
"6","TS",0.643300273685851,1974
"7","FTr",0.0217428702373283,1974
"8","PTS",0.371864205117183,1974
"9","TRB",0.308697845883505,1974
"10","AST",0.292331893565935,1974
"11","STL",0.306478697191869,1974
"12","BLK",0.235365546163351,1974
"13","PER",0.384644074414136,1974
"14","WS",0.390441175407562,1974
"15","OWS",0.347519479649728,1974
"16","DWS",0.33237542114128,1974
