"","stat","loading","year"
"1","x3PAVG",0.293706717466,2014
"2","x2PAVG",0.430272700836984,2014
"3","xFTAVG",0.569367130617038,2014
"4","ASTtTOV",0.543248913144976,2014
"5","SPBtPFR",0.151024408820275,2014
"6","TS",0.087188173274729,2014
"7","FTr",0.280879522840345,2014
"8","PTS",0.376376915130195,2014
"9","TRB",0.322773185791592,2014
"10","AST",0.260755346967295,2014
"11","STL",0.31259942956347,2014
"12","BLK",0.211352705070929,2014
"13","PER",0.383197704553107,2014
"14","WS",0.390345490802257,2014
"15","OWS",0.347362462255119,2014
"16","DWS",0.352001995543234,2014
