"","stat","loading","year"
"1","x3PAVG",0,1956
"2","x2PAVG",0.519328094747904,1956
"3","xFTAVG",0.329466473555925,1956
"4","ASTtTOV",0,1956
"5","SPBtPFR",4.33680868994202e-19,1956
"6","TS",0.619272105128296,1956
"7","FTr",0.488110881478894,1956
"8","PTS",0.426538613610602,1956
"9","TRB",0.372647007541069,1956
"10","AST",0.23194346487968,1956
"11","STL",2.16840434497101e-19,1956
"12","BLK",0,1956
"13","PER",0.435402031254893,1956
"14","WS",0.422733341308784,1956
"15","OWS",0.370757218541735,1956
"16","DWS",0.345921849835567,1956
