"","stat","loading","year"
"1","x3PAVG",0,1962
"2","x2PAVG",0.555389064855751,1962
"3","xFTAVG",0.203710285645717,1962
"4","ASTtTOV",5.55111512312578e-17,1962
"5","SPBtPFR",0,1962
"6","TS",0.603255787379798,1962
"7","FTr",0.534908927906026,1962
"8","PTS",0.41394809345788,1962
"9","TRB",0.372863203380077,1962
"10","AST",0.260247536822088,1962
"11","STL",0,1962
"12","BLK",0,1962
"13","PER",0.417723915186479,1962
"14","WS",0.426663477835617,1962
"15","OWS",0.397950088397202,1962
"16","DWS",0.327096257350836,1962
