"","stat","loading","year"
"1","x3PAVG",0,1968
"2","x2PAVG",0.560646822149686,1968
"3","xFTAVG",0.335712406769801,1968
"4","ASTtTOV",2.77555756156289e-17,1968
"5","SPBtPFR",6.93889390390723e-18,1968
"6","TS",0.537410394607895,1968
"7","FTr",0.533068840321466,1968
"8","PTS",0.409146647832714,1968
"9","TRB",0.33606339224955,1968
"10","AST",0.323467797589033,1968
"11","STL",4.33680868994202e-19,1968
"12","BLK",1.35525271560688e-20,1968
"13","PER",0.415144024579134,1968
"14","WS",0.422355429600239,1968
"15","OWS",0.375295798506942,1968
"16","DWS",0.351359352296693,1968
