"","stat","loading","year"
"1","x3PAVG",0.0931853125590169,2000
"2","x2PAVG",0.557274607771013,2000
"3","xFTAVG",0.417603145853835,2000
"4","ASTtTOV",0.362231640952592,2000
"5","SPBtPFR",0.0956304044696025,2000
"6","TS",0.341164301140775,2000
"7","FTr",0.499618960099416,2000
"8","PTS",0.374136193619068,2000
"9","TRB",0.316079484161771,2000
"10","AST",0.264191050538365,2000
"11","STL",0.301086884471924,2000
"12","BLK",0.22392757983341,2000
"13","PER",0.387351939560346,2000
"14","WS",0.39217675217854,2000
"15","OWS",0.355377041965782,2000
"16","DWS",0.345521507483719,2000
