"","stat","loading","year"
"1","x3PAVG",0,1955
"2","x2PAVG",0.617683126553467,1955
"3","xFTAVG",0.395603765190684,1955
"4","ASTtTOV",0,1955
"5","SPBtPFR",0,1955
"6","TS",0.618814987066121,1955
"7","FTr",0.281128490054716,1955
"8","PTS",0.409587201511846,1955
"9","TRB",0.369257256635958,1955
"10","AST",0.248739643992238,1955
"11","STL",0,1955
"12","BLK",6.7762635780344e-21,1955
"13","PER",0.426960331529809,1955
"14","WS",0.419872323014455,1955
"15","OWS",0.386682392984407,1955
"16","DWS",0.354830701755427,1955
