"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Tariq Abdul-Wahad","SG","28","DAL","14","0","204","27","58",".466","0","1",".000","27","57",".474",".466","3","6",".500","14","26","40","21","6","3","7","26","57",2003,"12.4",".470",".017",".103","7.6","14.0","10.8","15.4","1.5","1.1","10.3","15.0","0.2","0.2","0.4",".104","-1.6","0.2","-1.4","0.0"
"2","Shareef Abdur-Rahim","PF","26","ATL","81","81","3087","566","1183",".478","21","60",".350","545","1123",".485",".487","455","541",".841","175","502","677","242","87","38","212","240","1608",2003,"19.9",".566",".051",".457","6.7","17.8","12.5","14.7","1.5","0.9","13.0","24.2","7.4","2.3","9.7",".151","2.3","-0.7","1.6","2.8"
"3","Courtney Alexander","PG","25","NOH","66","7","1360","193","505",".382","19","57",".333","174","448",".388",".401","118","146",".808","39","79","118","79","31","6","68","125","523",2003,"9.3",".459",".113",".289","3.3","6.8","5.0","9.8","1.2","0.3","10.7","21.3","0.1","1.0","1.1",".040","-3.3","-1.2","-4.5","-0.9"
"4","Malik Allen","PF","24","MIA","80","73","2318","335","790",".424","0","4",".000","335","786",".426",".424","97","121",".802","134","291","425","54","37","78","128","234","767",2003,"9.9",".455",".005",".153","6.5","14.9","10.6","4.4","0.9","2.6","13.2","19.7","-1.7","2.6","0.9",".018","-3.9","-0.4","-4.4","-1.4"
"5","Ray Allen*","SG","27","TOT","76","75","2880","598","1363",".439","201","533",".377","397","830",".478",".512","316","345",".916","94","287","381","334","103","14","198","220","1713",2003,"21.3",".565",".391",".253","3.8","11.8","7.8","21.6","1.9","0.4","11.6","27.8","7.6","1.5","9.1",".152","4.7","-1.0","3.6","4.1"
"6","Rafer Alston","PG","26","TOR","47","4","980","139","335",".415","51","130",".392","88","205",".429",".491","37","54",".685","21","86","107","192","38","15","86","120","366",2003,"14.4",".510",".388",".161","2.3","10.4","6.2","34.0","2.1","1.1","19.3","20.7","0.7","0.5","1.2",".059","0.2","-1.0","-0.8","0.3"
"7","John Amaechi","C","32","UTA","50","1","474","37","118",".314","0","0","0","37","118",".314",".314","25","52",".481","26","51","77","21","14","7","34","50","99",2003,"3.1",".351",".000",".441","6.9","12.5","9.8","6.8","1.6","1.1","19.4","17.0","-1.1","0.4","-0.7","-0.070","-6.4","-1.6","-8.0","-0.7"
"8","Chris Andersen","C","24","DEN","59","3","907","114","285",".400","0","1",".000","114","284",".401",".400","77","140",".550","109","165","274","32","30","60","60","90","305",2003,"14.0",".440",".004",".491","13.3","22.3","17.6","6.3","1.7","5.3","14.8","19.9","-0.5","1.7","1.1",".059","-2.4","0.4","-2.0","0.0"
"9","Derek Anderson","PG","28","POR","76","76","2556","355","832",".427","116","331",".350","239","501",".477",".496","231","269",".859","53","211","264","325","90","16","128","141","1057",2003,"16.9",".556",".398",".323","2.5","10.0","6.2","20.7","1.9","0.5","11.9","19.5","5.9","2.2","8.1",".153","2.2","0.1","2.3","2.8"
"10","Kenny Anderson","PG","32","TOT","61","2","1135","163","382",".427","1","7",".143","162","375",".432",".428","45","57",".789","31","101","132","198","58","5","75","106","372",2003,"13.6",".457",".018",".149","3.2","10.6","6.8","29.8","2.8","0.3","15.6","19.7","0.4","1.3","1.6",".069","-1.9","0.9","-1.0","0.3"
"11","Shandon Anderson","SF","29","NYK","82","9","1731","248","537",".462","52","140",".371","196","397",".494",".510","139","190",".732","64","190","254","87","73","20","114","177","687",2003,"13.4",".553",".261",".354","4.2","13.2","8.6","8.3","2.2","0.8","15.5","19.6","1.2","1.4","2.7",".074","-0.6","0.2","-0.3","0.7"
"12","Robert Archibald","PF","22","MEM","12","0","72","6","20",".300","0","0","0","6","20",".300",".300","7","18",".389","6","11","17","3","0","3","7","9","19",2003,"2.4",".340",".000",".900","9.5","17.0","13.3","6.1","0.0","2.9","20.0","21.8","-0.3","0.0","-0.2","-0.158","-8.8","-3.3","-12.0","-0.2"
"13","Gilbert Arenas","PG","21","GSW","82","82","2866","509","1180",".431","109","313",".348","400","867",".461",".478","370","468",".791","97","289","386","514","124","17","290","260","1497",2003,"18.6",".540",".265",".397","3.6","10.6","7.2","30.0","2.2","0.4","17.3","24.9","5.8","0.7","6.5",".109","2.6","-1.3","1.3","2.4"
"14","Brandon Armstrong","SG","22","NJN","17","0","69","9","27",".333","1","6",".167","8","21",".381",".352","5","6",".833","0","4","4","2","3","1","5","8","24",2003,"3.9",".405",".222",".222","0.0","6.6","3.3","4.8","2.3","1.1","14.4","22.6","-0.2","0.1","-0.1","-0.050","-7.4","-0.7","-8.1","-0.1"
"15","Darrell Armstrong","PG","34","ORL","82","23","2350","263","643",".409","78","232",".336","185","411",".450",".470","165","188",".878","91","204","295","323","135","13","160","167","769",2003,"14.6",".530",".361",".292","4.3","10.2","7.2","21.7","3.0","0.4","18.1","16.9","2.7","2.2","4.9",".100","0.2","0.7","0.9","1.7"
"16","Carlos Arroyo","PG","23","UTA","44","0","287","50","109",".459","3","7",".429","47","102",".461",".472","18","22",".818","11","15","26","53","12","1","30","28","121",2003,"14.1",".510",".064",".202","4.8","6.1","5.5","33.1","2.2","0.3","20.2","23.8","0.1","0.2","0.3",".057","-0.1","-1.0","-1.0","0.1"
"17","Chucky Atkins","PG","28","DET","65","7","1398","168","465",".361","86","242",".355","82","223",".368",".454","40","49",".816","21","75","96","175","27","4","77","108","462",2003,"10.1",".475",".520",".105","1.8","6.5","4.1","22.4","1.1","0.2","13.7","19.4","0.3","1.2","1.5",".053","-1.1","-1.1","-2.2","-0.1"
"18","Stacey Augmon","SG","34","NOH","70","3","862","79","192",".411","0","7",".000","79","185",".427",".411","54","72",".750","26","93","119","69","27","9","40","80","212",2003,"9.3",".474",".036",".375","3.5","12.7","8.0","12.5","1.7","0.8","15.2","13.9","0.2","1.0","1.2",".067","-3.2","0.8","-2.4","-0.1"
"19","Dalibor Bagaric","C","22","CHI","10","0","76","8","26",".308","0","0","0","8","26",".308",".308","3","4",".750","7","13","20","4","3","3","5","11","19",2003,"7.1",".342",".000",".154","10.3","18.6","14.5","8.2","2.0","2.9","15.3","19.1","-0.2","0.1","-0.1","-0.048","-5.8","-1.1","-6.9","-0.1"
"20","Vin Baker","C","31","BOS","52","9","942","99","207",".478","0","4",".000","99","203",".488",".478","72","107",".673","90","108","198","29","22","30","61","146","270",2003,"10.6",".531",".019",".517","10.5","13.3","11.9","5.3","1.2","2.5","19.4","15.5","0.5","1.1","1.6",".082","-4.4","-0.4","-4.7","-0.6"
"21","Brent Barry","SG","31","SEA","75","68","2480","264","577",".458","118","293",".403","146","284",".514",".560","128","161",".795","48","253","301","384","113","15","142","199","774",2003,"15.8",".597",".508",".279","2.2","12.2","7.1","25.0","2.5","0.5","18.0","14.9","4.8","2.5","7.3",".141","1.1","1.5","2.6","2.9"
"22","Jon Barry","SG","33","DET","80","0","1473","191","424",".450","87","214",".407","104","210",".495",".553","86","100",".860","33","147","180","206","63","14","81","104","555",2003,"17.9",".593",".505",".236","2.6","12.0","7.2","25.5","2.4","0.7","14.8","17.9","3.4","2.2","5.6",".183","2.6","1.6","4.3","2.3"
"23","Maceo Baston","PF","27","TOR","16","0","106","15","25",".600","0","0","0","15","25",".600",".600","10","12",".833","4","19","23","0","4","11","6","16","40",2003,"18.0",".661",".000",".480","4.1","21.3","12.4","0.0","2.0","7.3","16.5","15.6","0.2","0.2","0.3",".153","-1.6","2.7","1.0","0.1"
"24","Mengke Bateer","C","27","SAS","12","0","46","4","17",".235","1","3",".333","3","14",".214",".265","0","2",".000","2","8","10","4","0","0","6","14","9",2003,"-8.4",".252",".176",".118","5.3","19.2","12.6","13.5","0.0","0.0","25.1","24.1","-0.3","0.1","-0.2","-0.248","-14.7","-2.0","-16.7","-0.2"
"25","Mike Batiste","PF","25","MEM","75","2","1248","197","467",".422","18","81",".222","179","386",".464",".441","69","88",".784","82","175","257","52","42","16","69","120","481",2003,"12.2",".476",".173",".188","7.5","15.6","11.6","6.9","1.7","0.9","12.0","20.7","0.0","0.7","0.8",".029","-2.1","-1.4","-3.5","-0.5"
"26","Tony Battie","C","26","BOS","67","62","1683","199","369",".539","1","5",".200","198","364",".544",".541","88","118",".746","148","285","433","49","33","81","48","197","487",2003,"15.2",".578",".014",".320","9.7","19.7","14.6","5.2","1.0","3.8","10.2","12.9","3.3","2.5","5.8",".164","-1.0","0.8","-0.3","0.7"
"27","Shane Battier","SF","24","MEM","78","47","2383","275","569",".483","86","216",".398","189","353",".535",".559","120","145",".828","128","217","345","105","102","88","68","207","756",2003,"15.0",".597",".380",".255","6.1","10.1","8.1","6.8","2.2","2.5","9.7","13.2","4.8","1.5","6.2",".126","1.4","0.8","2.3","2.5"
"28","Lonny Baxter","C","24","CHI","55","0","682","96","206",".466","0","2",".000","96","204",".471",".466","70","103",".680","65","100","165","16","9","22","46","135","262",2003,"11.3",".521",".010",".500","10.7","16.0","13.4","3.8","0.7","2.3","15.5","19.3","0.4","0.5","0.9",".063","-4.0","-1.4","-5.4","-0.6"
"29","Raja Bell","SG","26","DAL","75","32","1173","93","211",".441","21","51",".412","72","160",".450",".491","23","34",".676","47","98","145","57","52","8","43","134","230",2003,"7.9",".509",".242",".161","4.4","9.2","6.8","6.8","2.3","0.5","16.0","10.4","0.5","1.2","1.7",".069","-3.1","1.4","-1.8","0.1"
"30","Jonathan Bender","SF","22","IND","46","2","819","112","254",".441","19","53",".358","93","201",".463",".478","60","84",".714","42","91","133","42","8","56","42","86","303",2003,"13.3",".521",".209",".331","5.9","12.2","9.1","8.6","0.5","5.0","12.6","18.4","0.7","1.0","1.7",".099","-0.9","0.7","-0.3","0.4"
"31","Corey Benjamin","SG","24","ATL","9","0","152","13","43",".302","2","13",".154","11","30",".367",".326","12","16",".750","10","21","31","10","1","2","6","20","40",2003,"7.3",".400",".302",".372","7.8","15.1","11.6","10.4","0.3","0.9","10.7","16.9","0.0","0.1","0.0",".004","-4.6","-2.0","-6.6","-0.2"
"32","Travis Best","PG","30","MIA","72","52","1807","231","583",".396","36","109",".330","195","474",".411",".427","105","123",".854","26","121","147","255","44","7","106","174","603",2003,"11.2",".473",".187",".211","1.6","8.0","4.7","25.7","1.3","0.3","14.3","19.4","0.5","1.4","1.8",".048","-2.1","-0.3","-2.4","-0.2"
"33","Mike Bibby","PG","24","SAC","55","55","1835","329","700",".470","56","137",".409","273","563",".485",".510","161","187",".861","34","113","147","285","72","8","127","93","875",2003,"17.6",".559",".196",".267","2.1","6.3","4.3","24.3","2.0","0.3","14.0","21.9","3.5","2.0","5.6",".146","1.8","-0.1","1.8","1.8"
