"","stat","loading","year"
"1","x3PAVG",0.273466047726315,2002
"2","x2PAVG",0.467248230767704,2002
"3","xFTAVG",0.0258364025991306,2002
"4","ASTtTOV",0.155808101670132,2002
"5","SPBtPFR",0.358039594819653,2002
"6","TS",0.623643425903896,2002
"7","FTr",0.405990459504057,2002
"8","PTS",0.374187348687571,2002
"9","TRB",0.324569638646423,2002
"10","AST",0.264575313462022,2002
"11","STL",0.317024078291698,2002
"12","BLK",0.207969014747963,2002
"13","PER",0.387096609806755,2002
"14","WS",0.391320002360551,2002
"15","OWS",0.344530788823844,2002
"16","DWS",0.345262668017707,2002
