"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Ray Allen*","SG","24","MIL","5","5","186","40","90",".444","10","26",".385","30","64",".469",".500","20","22",".909","10","23","33","13","8","0","9","10","110",2000,"22.7",".552",".289",".244","6.5","13.3","10.1","12.2","2.3","0.0","8.3","26.9","0.5","0.2","0.7",".183","6.0","-0.2","5.8","0.4"
"2","Rafer Alston","PG","23","MIL","4","0","16","0","3",".000","0","1",".000","0","2",".000",".000","0","2",".000","0","0","0","1","0","0","1","0","0",2000,"-11.6",".000",".333",".667","0.0","0.0","0.0","7.9","0.0","0.0","20.5","14.1","-0.1","0.0","-0.1","-0.367","-11.3","-6.9","-18.3","-0.1"
"3","Nick Anderson","SG","32","SAC","5","5","132","11","34",".324","7","20",".350","4","14",".286",".426","7","8",".875","4","13","17","2","1","3","4","9","36",2000,"7.8",".480",".588",".235","3.2","10.0","6.7","2.5","0.4","1.4","9.6","14.2","0.0","-0.1","0.0","-0.014","-1.1","-1.3","-2.4","0.0"
"4","Greg Anthony","PG","32","POR","15","0","213","19","52",".365","10","31",".323","9","21",".429",".462","12","16",".750","2","14","16","25","13","4","12","27","60",2000,"11.9",".508",".596",".308","1.2","8.3","4.8","20.0","3.4","1.5","16.9","16.3","0.1","0.3","0.4",".095","-0.5","3.2","2.7","0.3"
"5","Stacey Augmon","SG","31","POR","7","0","34","4","12",".333","0","0","0","4","12",".333",".333","1","2",".500","0","2","2","0","0","0","0","6","9",2000,"-0.2",".349",".000",".167","0.0","7.4","3.7","0.0","0.0","0.0","0.0","18.5","-0.1","0.0","-0.1","-0.071","-8.0","-3.7","-11.7","-0.1"
"6","Toby Bailey","SG","24","PHO","5","0","15","1","4",".250","0","0","0","1","4",".250",".250","2","4",".500","1","1","2","2","0","0","0","1","4",2000,"9.1",".347",".000","1.000","7.0","7.1","7.1","21.2","0.0","0.0","0.0","17.1","0.0","0.0","0.0",".036","0.6","-0.6","0.0","0.0"
"7","Vin Baker","C","28","SEA","5","4","177","30","75",".400","0","1",".000","30","74",".405",".400","10","17",".588","16","22","38","10","5","2","16","19","70",2000,"10.2",".424",".013",".227","10.0","15.0","12.4","10.2","1.5","0.9","16.2","25.6","-0.3","0.1","-0.2","-0.043","-3.7","-1.8","-5.5","-0.2"
"8","Brent Barry","SG","28","SEA","5","3","155","12","33",".364","8","20",".400","4","13",".308",".485","10","14",".714","3","10","13","15","3","3","7","20","42",2000,"9.7",".536",".606",".424","2.2","7.8","4.9","14.9","1.0","1.5","15.2","13.7","0.2","0.1","0.2",".072","-1.2","0.0","-1.2","0.0"
"9","Jon Barry","SG","30","SAC","5","0","102","9","21",".429","7","12",".583","2","9",".222",".595","14","16",".875","2","10","12","12","3","0","4","7","39",2000,"18.5",".695",".571",".762","2.1","9.9","6.1","19.2","1.5","0.0","12.5","14.2","0.4","0.0","0.4",".169","3.8","1.1","4.9","0.2"
"10","Jonathan Bender","SF","19","IND","9","0","21","4","6",".667","1","1","1.000","3","5",".600",".750","3","6",".500","0","3","3","0","1","0","0","2","12",2000,"23.9",".694",".167","1.000","0.0","16.5","8.4","0.0","2.6","0.0","0.0","19.5","0.1","0.0","0.1",".247","4.9","3.1","8.0","0.0"
