"","stat","loading","year"
"1","x3PAVG",0.0689461505423739,2015
"2","x2PAVG",0.544221542489514,2015
"3","xFTAVG",0.361627275662446,2015
"4","ASTtTOV",0.405200035899975,2015
"5","SPBtPFR",0.146388922295404,2015
"6","TS",0.418537422752485,2015
"7","FTr",0.455526831925668,2015
"8","PTS",0.367719146937588,2015
"9","TRB",0.329139206973822,2015
"10","AST",0.247946445589529,2015
"11","STL",0.301401932175087,2015
"12","BLK",0.242561137141304,2015
"13","PER",0.3811379785272,2015
"14","WS",0.391307819295888,2015
"15","OWS",0.344495683821873,2015
"16","DWS",0.358089789393238,2015
