"","stat","loading","year"
"1","x3PAVG",0,1969
"2","x2PAVG",0.637012764285197,1969
"3","xFTAVG",0.332894099916825,1969
"4","ASTtTOV",0,1969
"5","SPBtPFR",0,1969
"6","TS",0.551012279719328,1969
"7","FTr",0.424006749918924,1969
"8","PTS",0.415826396202982,1969
"9","TRB",0.326092513788503,1969
"10","AST",0.315984290561598,1969
"11","STL",8.67361737988404e-19,1969
"12","BLK",0,1969
"13","PER",0.427887982648399,1969
"14","WS",0.43006971845188,1969
"15","OWS",0.381100646568484,1969
"16","DWS",0.32805520503584,1969
