"","stat","loading","year"
"1","x3PAVG",0.0466130736040237,1980
"2","x2PAVG",0.506489226168507,1980
"3","xFTAVG",0.352241530404891,1980
"4","ASTtTOV",0.0853415531536392,1980
"5","SPBtPFR",0.256423137073783,1980
"6","TS",0.645529869177846,1980
"7","FTr",0.357039173593361,1980
"8","PTS",0.375898467302424,1980
"9","TRB",0.304921033533859,1980
"10","AST",0.259602890154552,1980
"11","STL",0.303806018805374,1980
"12","BLK",0.207660371670673,1980
"13","PER",0.399950142611471,1980
"14","WS",0.400324337943461,1980
"15","OWS",0.353455259976531,1980
"16","DWS",0.343159736940508,1980
