"","stat","loading","year"
"1","x3PAVG",0,1952
"2","x2PAVG",0.578125109411731,1952
"3","xFTAVG",0.276857334822419,1952
"4","ASTtTOV",2.77555756156289e-17,1952
"5","SPBtPFR",1.0842021724855e-19,1952
"6","TS",0.635906841049451,1952
"7","FTr",0.429818407620252,1952
"8","PTS",0.411890588182236,1952
"9","TRB",0.353436178982982,1952
"10","AST",0.310351596494669,1952
"11","STL",0,1952
"12","BLK",0,1952
"13","PER",0.432995115317892,1952
"14","WS",0.418027170555504,1952
"15","OWS",0.374765744156528,1952
"16","DWS",0.326236186069266,1952
