"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Hassan Adams","SG","22","NJN","6","0","9","1","2",".500","0","0","0","1","2",".500",".500","0","0","0","0","1","1","0","0","0","0","3","2",2007,"0.5",".500",".000",".000","0.0","13.0","6.6","0.0","0.0","0.0","0.0","10.7","0.0","0.0","0.0",".063","-10.3","0.1","-10.2","0.0"
"2","Maurice Ager","SG","22","DAL","3","0","24","5","9",".556","2","3",".667","3","6",".500",".667","3","6",".500","1","2","3","0","0","0","0","3","15",2007,"20.9",".644",".333",".667","4.6","9.5","7.0","0.0","0.0","0.0","0.0","21.1","0.1","0.0","0.1",".179","5.0","0.4","5.4","0.0"
"3","Malik Allen","PF","28","CHI","5","0","34","2","12",".167","0","0","0","2","12",".167",".167","0","0","0","4","3","7","1","1","1","3","7","4",2007,"-5.7",".167",".000",".000","13.9","10.2","12.0","4.8","1.6","2.4","20.0","20.4","-0.2","0.0","-0.2","-0.229","-12.1","-1.4","-13.5","-0.1"
"4","Rafer Alston","PG","30","HOU","7","7","309","25","74",".338","16","50",".320","9","24",".375",".446","10","13",".769","6","42","48","35","13","3","17","23","76",2007,"10.7",".477",".676",".176","2.3","15.4","9.0","21.0","2.3","0.7","17.6","15.2","0.0","0.4","0.4",".063","-2.6","2.6","0.0","0.2"
"5","Carmelo Anthony","SF","22","DEN","5","5","210","47","98",".480","9","18",".500","38","80",".475",".526","31","39",".795","18","25","43","6","5","0","19","12","134",2007,"22.1",".582",".184",".398","10.0","13.5","11.8","6.0","1.3","0.0","14.2","29.5","0.5","0.1","0.6",".144","5.8","-0.6","5.2","0.4"
"6","Rafael Araújo","C","26","UTA","5","0","28","3","8",".375","0","0","0","3","8",".375",".375","5","12",".417","3","8","11","1","1","0","0","8","11",2007,"12.6",".414",".000","1.500","12.5","33.7","23.1","5.5","1.9","0.0","0.0","21.3","0.0","0.0","0.1",".114","-2.8","-0.3","-3.1","0.0"
"7","Trevor Ariza","SG","21","ORL","4","0","47","5","16",".313","0","0","0","5","16",".313",".313","1","4",".250","5","4","9","5","1","0","4","9","11",2007,"2.6",".310",".000",".250","12.8","10.0","11.4","17.4","1.2","0.0","18.4","22.3","-0.2","0.0","-0.2","-0.173","-6.7","-2.2","-8.9","-0.1"
"8","Carlos Arroyo","PG","27","ORL","3","0","40","5","14",".357","0","2",".000","5","12",".417",".357","2","2","1.000","2","3","5","6","1","0","1","4","12",2007,"12.6",".403",".143",".143","6.0","8.8","7.5","25.3","1.4","0.0","6.3","19.1","0.0","0.0","0.0",".016","-0.6","-0.7","-1.3","0.0"
"9","Kelenna Azubuike","SG","23","GSW","6","0","15","1","3",".333","0","1",".000","1","2",".500",".333","2","2","1.000","1","3","4","0","1","0","0","1","4",2007,"15.2",".515",".333",".667","7.2","23.1","14.9","0.0","3.4","0.0","0.0","11.4","0.0","0.0","0.0",".157","0.8","1.7","2.5","0.0"
"10","Marcus Banks","PG","25","PHO","2","0","7","0","2",".000","0","1",".000","0","1",".000",".000","2","2","1.000","0","0","0","1","0","0","0","0","2",2007,"7.4",".347",".500","1.000","0.0","0.0","0.0","17.6","0.0","0.0","0.0","18.6","0.0","0.0","0.0","-0.008","-4.4","-4.2","-8.5","0.0"
"11","Leandro Barbosa","SG","24","PHO","11","1","349","64","158",".405","18","59",".305","46","99",".465",".462","28","39",".718","7","31","38","24","12","2","22","30","174",2007,"13.0",".497",".373",".247","2.5","9.8","6.3","10.9","1.8","0.4","11.2","25.5","0.0","0.3","0.3",".038","-0.7","-0.4","-1.1","0.1"
"12","J.J. Barea","PG","22","DAL","2","0","4","0","0","0","0","0","0","0","0","0","0","0","2",".000","0","0","0","0","0","0","0","0","0",2007,"-10.3",".000","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.6","0.0","0.0","0.0","-0.351","-8.8","-5.7","-14.5","0.0"
"13","Andrea Bargnani","PF","21","TOR","6","3","181","22","46",".478","7","17",".412","15","29",".517",".554","15","19",".789","3","21","24","6","5","3","7","16","66",2007,"14.1",".607",".370",".413","2.1","13.9","8.1","6.0","1.5","1.5","11.4","16.4","0.3","0.1","0.4",".108","0.5","0.0","0.5","0.1"
"14","Matt Barnes","PF","26","GSW","11","3","330","45","100",".450","19","45",".422","26","55",".473",".545","13","18",".722","26","37","63","26","16","4","20","44","122",2007,"15.4",".565",".450",".180","8.5","12.9","10.6","12.8","2.4","0.9","15.6","17.1","0.6","0.2","0.8",".114","1.2","0.7","1.9","0.3"
"15","Brent Barry","SG","35","SAS","19","0","225","21","60",".350","15","49",".306","6","11",".545",".475","2","2","1.000","4","21","25","21","4","2","11","17","59",2007,"8.5",".485",".817",".033","2.1","10.8","6.6","14.6","1.0","0.7","15.3","15.1","0.0","0.2","0.2",".047","-1.5","-0.4","-1.9","0.0"
"16","Tony Battie","PF","30","ORL","4","4","87","7","18",".389","0","0","0","7","18",".389",".389","1","4",".250","3","13","16","1","0","0","0","12","15",2007,"3.9",".380",".000",".222","4.2","17.6","11.0","1.8","0.0","0.0","0.0","11.0","0.0","0.0","-0.1","-0.029","-4.7","-1.4","-6.2","-0.1"
"17","Shane Battier","SF","28","HOU","7","7","272","23","51",".451","19","43",".442","4","8",".500",".637","7","8",".875","3","15","18","15","12","7","8","20","72",2007,"12.8",".660",".843",".157","1.3","6.3","3.8","10.3","2.4","1.8","12.8","11.2","0.4","0.3","0.8",".135","1.3","3.6","5.0","0.5"
"18","Raja Bell","SG","30","PHO","11","11","438","40","87",".460","20","45",".444","20","42",".476",".575","12","14",".857","6","27","33","20","10","2","15","40","112",2007,"8.4",".601",".517",".161","1.7","6.8","4.4","6.3","1.2","0.3","13.9","11.1","0.4","0.2","0.6",".069","-1.0","0.8","-0.2","0.2"
"19","Andris Biedrinš","C","20","GSW","11","8","267","27","37",".730","0","0","0","27","37",".730",".730","16","30",".533","19","50","69","5","8","17","9","29","70",2007,"16.1",".697",".000",".811","7.7","21.6","14.4","2.9","1.5","5.0","15.2","9.8","0.6","0.3","0.8",".148","0.0","1.5","1.6","0.2"
"20","Chauncey Billups","PG","30","DET","16","16","649","84","193",".435","35","90",".389","49","103",".476",".526","94","113",".832","7","46","53","91","19","2","46","39","297",2007,"18.7",".612",".466",".585","1.3","8.5","4.9","25.8","1.6","0.2","15.9","21.4","1.8","0.7","2.5",".183","4.0","0.0","4.0","1.0"
"21","Steve Blake","PG","26","DEN","5","5","180","14","31",".452","8","16",".500","6","15",".400",".581","0","0","0","1","11","12","23","3","0","10","8","36",2007,"8.9",".581",".516",".000","0.6","6.9","3.8","20.5","0.9","0.0","24.4","10.5","0.1","0.0","0.1",".036","-0.7","0.0","-0.7","0.1"
"22","Andray Blatche","PF","20","WAS","2","0","25","4","6",".667","0","0","0","4","6",".667",".667","1","1","1.000","3","4","7","0","0","0","1","2","9",2007,"17.6",".699",".000",".167","12.3","19.8","15.7","0.0","0.0","0.0","13.4","14.1","0.1","0.0","0.1",".130","2.3","-1.8","0.5","0.0"
