"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C","31","LAL","80","0","3157","777","1347",".577","0","0","0","777","1347",".577",".577","349","474",".736","207","818","1025","431","76","316","282","230","1903",1979,"25.5",".612","0",".352","7.6","26.7","17.6","18.9","1.1","5.0","15.3","23.3","8.8","5.6","14.4",".219","4.6","3.0","7.6","7.7"
"2","Tom Abernethy","PF","24","GSW","70","0","1219","176","342",".515","0","0","0","176","342",".515",".515","70","94",".745","74","142","216","79","39","13","32","133","422",1979,"13.6",".550","0",".275","6.5","12.6","9.5","8.4","1.5","0.6","7.7","13.8","2.3","1.3","3.7",".144","0.2","0.7","0.9","0.9"
"3","Alvan Adams","C","24","PHO","77","0","2364","569","1073",".530","0","0","0","569","1073",".530",".530","231","289",".799","220","485","705","360","110","63","279","246","1369",1979,"20.4",".570","0",".269","10.5","22.4","16.6","20.8","2.1","1.4","18.9","24.1","3.9","3.7","7.6",".154","2.3","1.2","3.4","3.2"
"4","Lucius Allen","PG","31","KCK","31","0","413","69","174",".397","0","0","0","69","174",".397",".397","19","33",".576","14","32","46","44","21","6","30","52","157",1979,"8.7",".416","0",".190","3.6","8.6","6.1","13.6","2.3","0.8","13.7","20.3","-0.4","0.5","0.1",".007","-3.7","0.4","-3.3","-0.1"
"5","Kim Anderson","SF","23","POR","21","0","224","24","77",".312","0","0","0","24","77",".312",".312","15","28",".536","17","28","45","15","4","5","22","42","63",1979,"3.0",".353","0",".364","8.3","14.1","11.2","8.5","0.8","1.3","19.8","19.6","-0.6","0.2","-0.4","-0.078","-6.1","-1.3","-7.5","-0.4"
"6","Tiny Archibald*","PG","30","BOS","69","0","1662","259","573",".452","0","0","0","259","573",".452",".452","242","307",".788","25","78","103","324","55","6","197","132","760",1979,"13.1",".537","0",".536","1.7","5.3","3.4","26.3","1.5","0.2","21.8","21.3","1.0","0.6","1.6",".046","-0.5","-2.1","-2.6","-0.3"
"7","Tate Armstrong","SG","23","CHI","26","0","259","28","70",".400","0","0","0","28","70",".400",".400","10","13",".769","7","13","20","31","10","0","21","22","66",1979,"6.5",".436","0",".186","3.0","5.5","4.2","15.5","1.8","0.0","21.7","14.9","-0.2","0.2","-0.1","-0.012","-3.9","-0.3","-4.2","-0.2"
"8","Dennis Awtrey","C","30","TOT","63","0","746","44","107",".411","0","0","0","44","107",".411",".411","41","56",".732","42","109","151","69","16","13","52","106","129",1979,"6.7",".490","0",".523","6.0","15.7","10.8","11.1","1.0","0.9","28.3","9.6","-0.1","0.9","0.7",".046","-3.5","1.2","-2.3","-0.1"
"9","Gus Bailey","SG","27","NOJ","2","0","9","2","7",".286","0","0","0","2","7",".286",".286","0","0","0","2","0","2","2","0","0","1","1","4",1979,"6.1",".286","0",".000","22.5","0.0","10.9","33.2","0.0","0.0","12.5","33.9","0.0","0.0","0.0","-0.201","-4.4","-0.4","-4.8","0.0"
"10","Greg Ballard","SF","24","WSB","82","0","1552","260","559",".465","0","0","0","260","559",".465",".465","119","172",".692","143","307","450","116","58","30","97","167","639",1979,"14.9",".503","0",".308","9.5","19.8","14.7","9.4","1.7","1.0","13.3","18.0","1.7","2.2","3.9",".120","0.0","0.7","0.7","1.1"
"11","Mike Bantom","PF","27","IND","81","0","2528","482","1036",".465","0","0","0","482","1036",".465",".465","227","338",".672","225","425","650","223","99","62","193","316","1191",1979,"15.7",".503","0",".326","9.2","17.3","13.2","12.3","1.8","1.3","14.0","21.3","2.2","3.0","5.2",".099","0.0","0.3","0.2","1.4"
"12","Tom Barker","C","23","TOT","39","0","476","68","156",".436","0","0","0","68","156",".436",".436","27","37",".730","45","74","119","15","10","11","34","76","163",1979,"9.1",".473","0",".237","10.2","17.0","13.6","4.1","1.0","1.2","16.5","17.0","-0.1","0.4","0.3",".031","-3.5","-1.0","-4.6","-0.4"
"13","Marvin Barnes","PF","26","BOS","38","0","796","133","271",".491","0","0","0","133","271",".491",".491","43","66",".652","57","120","177","53","38","39","68","144","309",1979,"12.3",".515","0",".244","7.9","16.9","12.3","9.1","2.2","2.5","18.5","18.1","0.1","0.9","1.0",".060","-2.7","1.2","-1.5","0.1"
"14","Rick Barry*","SF","34","HOU","80","0","2566","461","1000",".461","0","0","0","461","1000",".461",".461","160","169",".947","40","237","277","502","95","38","198","195","1082",1979,"14.7",".504","0",".169","1.7","9.9","5.9","25.7","1.7","0.8","15.6","19.6","2.9","1.3","4.2",".078","0.9","-0.1","0.8","1.8"
