"","stat","loading","year"
"1","x3PAVG",0.0585558239171346,2005
"2","x2PAVG",0.53071090612551,2005
"3","xFTAVG",0.265650386013382,2005
"4","ASTtTOV",0.341759686125091,2005
"5","SPBtPFR",0.0456159363249281,2005
"6","TS",0.469006991240009,2005
"7","FTr",0.552719610179194,2005
"8","PTS",0.37792073553609,2005
"9","TRB",0.31955761536645,2005
"10","AST",0.271967030106272,2005
"11","STL",0.319631555027443,2005
"12","BLK",0.205789220674546,2005
"13","PER",0.379950807188847,2005
"14","WS",0.393084442913441,2005
"15","OWS",0.353708433095399,2005
"16","DWS",0.335546714402652,2005
