"","stat","loading","year"
"1","x3PAVG",0.322161384449649,1991
"2","x2PAVG",0.492811366100464,1991
"3","xFTAVG",0.436564652272428,1991
"4","ASTtTOV",0.1800600213168,1991
"5","SPBtPFR",0.102115931720614,1991
"6","TS",0.593518552120833,1991
"7","FTr",0.260089903107652,1991
"8","PTS",0.374175777550951,1991
"9","TRB",0.29632550091013,1991
"10","AST",0.271095041332645,1991
"11","STL",0.336224872631664,1991
"12","BLK",0.190883730103254,1991
"13","PER",0.385386944457607,1991
"14","WS",0.392892375856305,1991
"15","OWS",0.35091389692605,1991
"16","DWS",0.350969117095555,1991
