"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C","29","LAL","11","0","467","147","242",".607","0","0","0","147","242",".607",".607","87","120",".725","51","144","195","45","19","38","0","42","381",1977,"32.4",".646","0",".496","11.4","31.5","21.6","18.1","1.9","4.2","0","0","2.3","0.9","3.2",".332","9.6","2.6","12.2","1.7"
"2","Tom Abernethy","SF","22","LAL","11","0","214","21","50",".420","0","0","0","21","50",".420",".420","22","27",".815","12","28","40","22","7","2","0","16","64",1977,"12.4",".517","0",".540","5.9","13.4","9.7","13.7","1.5","0.5","0","0","0.2","0.2","0.3",".075","0.3","-0.5","-0.2","0.1"
"3","Lucius Allen","PG","29","LAL","7","0","186","32","82",".390","0","0","0","32","82",".390",".390","13","19",".684","7","25","32","24","11","3","0","18","77",1977,"13.6",".426","0",".232","3.9","13.7","8.9","19.1","2.7","0.8","0","0","-0.1","0.2","0.1",".019","-1.9","0.1","-1.8","0.0"
"4","Rick Barry*","SF","32","GSW","10","0","415","122","262",".466","0","0","0","122","262",".466",".466","40","44",".909","25","34","59","47","17","7","0","32","284",1977,"20.4",".505","0",".168","5.6","8.3","6.9","18.3","1.9","0.9","0","0","1.1","0.3","1.4",".166","4.7","0.0","4.8","0.7"
"5","Byron Beck","PF","32","DEN","5","0","29","3","9",".333","0","0","0","3","9",".333",".333","2","2","1.000","2","4","6","1","0","0","0","5","8",1977,"5.6",".405","0",".222","7.1","15.0","11.0","4.8","0.0","0.0","0","0","0.0","0.0","0.0","-0.011","-3.9","-3.0","-6.9","0.0"
"6","Henry Bibby","PG","27","PHI","19","0","691","83","197",".421","0","0","0","83","197",".421",".421","45","59",".763","28","43","71","75","24","2","0","59","211",1977,"10.2",".473","0",".299","4.2","6.3","5.2","14.3","1.6","0.1","0","0","0.3","0.4","0.7",".046","-1.2","-0.6","-1.8","0.0"
"7","Dave Bing*","SG","33","WSB","8","0","55","14","32",".438","0","0","0","14","32",".438",".438","4","4","1.000","3","3","6","5","0","1","0","5","32",1977,"14.8",".474","0",".125","5.9","5.5","5.7","15.2","0.0","0.9","0","0","0.0","0.0","0.1",".047","0.6","-2.2","-1.6","0.0"
"8","Tom Boerwinkle","C","31","CHI","3","0","17","1","5",".200","0","0","0","1","5",".200",".200","0","0","0","2","8","10","7","0","1","0","1","2",1977,"18.1",".200","0",".000","13.2","61.6","35.6","60.8","0.0","3.4","0","0","-0.1","0.0","-0.1","-0.165","1.6","4.7","6.3","0.0"
"9","Tom Boswell","PF","23","BOS","9","0","81","8","18",".444","0","0","0","8","18",".444",".444","4","6",".667","10","10","20","7","1","0","0","18","20",1977,"8.7",".484","0",".333","12.5","12.2","12.4","11.4","0.6","0.0","0","0","0.0","0.1","0.1",".047","-2.7","-0.4","-3.2","0.0"
"10","Jim Brewer","PF","25","CLE","3","0","113","11","27",".407","0","0","0","11","27",".407",".407","1","1","1.000","11","25","36","5","4","4","0","11","23",1977,"10.1",".419","0",".037","8.3","23.8","15.1","5.8","1.6","2.1","0","0","0.0","0.2","0.3",".109","-0.6","1.2","0.6","0.1"
"11","Allan Bristow","SF","25","SAS","2","0","28","3","9",".333","0","0","0","3","9",".333",".333","2","9",".222","3","1","4","7","2","0","0","6","8",1977,"9.6",".309","0","1.000","10.1","4.2","7.5","33.5","3.1","0.0","0","0","-0.1","0.0","-0.1","-0.139","-5.2","-0.1","-5.3","0.0"
"12","Gary Brokaw","SG","23","CLE","3","0","44","9","19",".474","0","0","0","9","19",".474",".474","2","6",".333","3","1","4","12","2","1","0","7","20",1977,"16.9",".462","0",".316","5.8","2.4","4.3","42.0","2.1","1.3","0","0","0.0","0.1","0.1",".085","3.0","0.8","3.7","0.1"
"13","Roger Brown","C","26","DET","2","0","5","0","1",".000","0","0","0","0","1",".000",".000","0","0","0","0","0","0","0","0","1","0","0","0",1977,"0.0",".000","0",".000","0.0","0.0","0.0","0.0","0.0","9.4","0","0","0.0","0.0","0.0","-0.213","-7.3","0.8","-6.5","0.0"
"14","Joe Bryant","PF","22","PHI","10","0","74","12","31",".387","0","0","0","12","31",".387",".387","5","8",".625","2","13","15","7","6","2","0","13","29",1977,"12.2",".420","0",".258","2.8","17.6","10.3","13.2","3.6","1.4","0","0","-0.1","0.1","0.0",".015","-3.4","1.8","-1.6","0.0"
"15","Corky Calhoun","SF","26","POR","12","0","94","13","25",".520","0","0","0","13","25",".520",".520","2","3",".667","6","8","14","4","4","2","0","16","28",1977,"9.5",".532","0",".120","7.0","8.8","7.9","5.5","1.9","1.2","0","0","0.0","0.1","0.2",".084","-0.3","-0.5","-0.8","0.0"
"16","Mack Calvin","PG","29","DEN","6","0","112","19","40",".475","0","0","0","19","40",".475",".475","24","29",".828","1","8","9","13","1","0","0","13","62",1977,"15.4",".588","0",".725","0.9","7.8","4.3","18.0","0.4","0.0","0","0","0.3","0.1","0.3",".135","1.1","-2.1","-1.0","0.0"
"17","Austin Carr","SG","28","CLE","3","0","83","11","39",".282","0","0","0","11","39",".282",".282","1","3",".333","4","6","10","10","2","1","0","13","23",1977,"4.3",".285","0",".077","4.1","7.8","5.7","16.7","1.1","0.7","0","0","-0.3","0.1","-0.2","-0.092","-5.6","-1.6","-7.2","-0.1"
"18","M.L. Carr","SF","26","DET","3","0","112","12","31",".387","0","0","0","12","31",".387",".387","4","7",".571","9","8","17","6","1","3","0","9","28",1977,"8.0",".411","0",".226","8.0","6.2","7.0","7.0","0.4","1.3","0","0","0.0","-0.1","-0.1","-0.055","-3.0","-1.4","-4.3","-0.1"
"19","Harvey Catchings","C","25","PHI","8","0","54","2","5",".400","0","0","0","2","5",".400",".400","0","3",".000","5","7","12","1","0","4","0","9","4",1977,"4.3",".316","0",".600","9.6","13.0","11.3","2.2","0.0","3.8","0","0","-0.1","0.0","0.0","-0.017","-4.1","-0.3","-4.4","0.0"
"20","Don Chaney","SG","30","LAL","11","0","412","36","96",".375","0","0","0","36","96",".375",".375","16","22",".727","24","28","52","48","21","3","0","32","88",1977,"9.6",".416","0",".229","6.1","6.9","6.5","15.3","2.4","0.4","0","0","0.0","0.3","0.2",".028","-1.1","0.0","-1.1","0.1"
"21","Phil Chenier","SG","26","WSB","9","0","360","90","189",".476","0","0","0","90","189",".476",".476","45","56",".804","8","32","40","23","15","4","0","16","225",1977,"18.2",".527","0",".296","2.4","9.0","5.8","10.6","2.0","0.6","0","0","0.7","0.3","1.0",".137","2.6","0.3","2.9","0.4"
"22","Jim Chones","C","27","CLE","3","0","99","16","27",".593","0","0","0","16","27",".593",".593","7","7","1.000","11","20","31","3","0","1","0","9","39",1977,"15.1",".648","0",".259","9.5","21.7","14.9","4.4","0.0","0.6","0","0","0.3","0.1","0.4",".213","3.0","-0.9","2.2","0.1"
"23","Doug Collins","SG","25","PHI","19","0","759","177","318",".557","0","0","0","177","318",".557",".557","71","96",".740","30","49","79","74","28","3","0","57","425",1977,"17.6",".590","0",".302","4.1","6.5","5.3","15.1","1.7","0.2","0","0","2.1","0.5","2.6",".163","3.1","-0.6","2.5","0.9"
"24","Norm Cook","SF","21","BOS","1","0","3","2","2","1.000","0","0","0","2","2","1.000","1.000","0","0","0","0","0","0","0","0","0","0","0","4",1977,"41.0","1.000","0",".000","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0",".475","22.1","4.9","27.0","0.0"
"25","Dave Cowens*","C","28","BOS","9","0","379","66","148",".446","0","0","0","66","148",".446",".446","17","22",".773","29","105","134","36","8","13","0","37","149",1977,"14.5",".472","0",".149","7.7","27.5","17.7","13.9","0.9","1.8","0","0","0.2","0.6","0.8",".101","1.3","1.2","2.5","0.4"
"26","Louie Dampier*","PG","32","SAS","2","0","62","4","16",".250","0","0","0","4","16",".250",".250","4","4","1.000","0","3","3","9","1","1","0","4","12",1977,"5.7",".338","0",".250","0.0","5.7","2.5","18.4","0.7","0.8","0","0","-0.1","0.0","-0.1","-0.060","-4.3","-1.2","-5.6","-0.1"
"27","Johnny Davis","SG","21","POR","16","0","436","65","133",".489","0","0","0","65","133",".489",".489","38","53",".717","10","23","33","52","28","3","0","32","168",1977,"13.6",".537","0",".398","2.5","5.5","4.0","15.6","2.9","0.4","0","0","0.4","0.6","1.0",".113","2.0","0.1","2.1","0.5"
"28","Darryl Dawkins","C","20","PHI","18","0","331","50","95",".526","0","0","0","50","95",".526",".526","31","47",".660","9","89","98","17","8","18","0","46","131",1977,"14.4",".566","0",".495","2.8","27.0","15.1","7.1","1.1","2.8","0","0","0.3","0.5","0.8",".115","-0.6","1.3","0.6","0.2"
"29","Coby Dietrick","C","28","SAS","2","0","64","12","23",".522","0","0","0","12","23",".522",".522","2","6",".333","4","5","9","5","1","0","0","4","26",1977,"11.7",".507","0",".261","5.9","9.3","7.4","11.7","0.7","0.0","0","0","0.1","0.0","0.1",".067","0.5","-1.3","-0.8","0.0"
"30","Leon Douglas","C","22","DET","3","0","57","4","13",".308","0","0","0","4","13",".308",".308","2","7",".286","4","6","10","3","1","5","0","11","10",1977,"5.5",".311","0",".538","7.0","9.1","8.1","6.5","0.8","4.1","0","0","-0.2","0.0","-0.2","-0.148","-8.6","0.8","-7.8","-0.1"
"31","Charles Dudley","PG","26","GSW","10","0","236","13","37",".351","0","0","0","13","37",".351",".351","15","23",".652","17","21","38","69","7","0","0","28","41",1977,"13.1",".435","0",".622","6.7","9.0","7.8","34.1","1.4","0.0","0","0","0.0","0.1","0.2",".039","0.2","0.1","0.3","0.1"
"32","Mike Dunleavy","PG","22","PHI","11","0","68","9","25",".360","0","0","0","9","25",".360",".360","4","5",".800","1","3","4","9","3","0","0","14","22",1977,"7.5",".404","0",".200","1.5","4.4","3.0","17.7","2.0","0.0","0","0","-0.1","0.0","-0.1","-0.051","-5.7","-1.0","-6.7","-0.1"
"33","Al Eberhard","SF","24","DET","3","0","42","1","9",".111","0","0","0","1","9",".111",".111","5","8",".625","2","7","9","2","1","0","0","6","7",1977,"3.4",".280","0",".889","4.8","14.4","9.9","5.6","1.1","0.0","0","0","-0.1","0.0","-0.1","-0.170","-8.9","-1.6","-10.5","-0.1"
"34","Julius Erving*","SF","26","PHI","19","0","758","204","390",".523","0","0","0","204","390",".523",".523","110","134",".821","41","81","122","85","41","23","0","45","518",1977,"22.9",".577","0",".344","5.6","10.7","8.2","18.4","2.4","1.6","0","0","2.6","0.8","3.4",".215","6.6","0.7","7.4","1.8"
"35","Chris Ford","SG","28","DET","3","0","101","18","44",".409","0","0","0","18","44",".409",".409","5","9",".556","8","11","19","12","7","0","0","11","41",1977,"14.1",".427","0",".205","7.9","9.4","8.7","17.1","3.3","0.0","0","0","0.0","0.0","0.0","-0.017","-3.0","1.1","-1.9","0.0"
