"","stat","loading"
"1","x3PAVG",0
"2","x2PAVG",0.484133039839425
"3","xFTAVG",0.242066519919713
"4","ASTtTOV",0.125555360695615
"5","SPBtPFR",0.125555360695615
"6","TS",0.654570591026189
"7","FTr",0.438993969300964
"8","PTS",0.375783299269076
"9","TRB",0.310820028379084
"10","AST",0.251523779300609
"11","STL",0.28964082463109
"12","BLK",0.236668821914335
"13","PER",0.393687213622819
"14","WS",0.396677450450445
"15","OWS",0.350699526871796
"16","DWS",0.35167725519551
