"","stat","loading","year"
"1","x3PAVG",0.0852734210225962,1986
"2","x2PAVG",0.581343448726364,1986
"3","xFTAVG",0.0297785311513642,1986
"4","ASTtTOV",0.0984299004054897,1986
"5","SPBtPFR",0.282824800579683,1986
"6","TS",0.602223437313742,1986
"7","FTr",0.448921035156247,1986
"8","PTS",0.381311676589377,1986
"9","TRB",0.303727180412238,1986
"10","AST",0.270939517657216,1986
"11","STL",0.308360048955543,1986
"12","BLK",0.182112109339773,1986
"13","PER",0.39073081649711,1986
"14","WS",0.405665969857582,1986
"15","OWS",0.355035682458719,1986
"16","DWS",0.342646256228111,1986
