"","stat","loading","year"
"1","x3PAVG",0,1979
"2","x2PAVG",0.547251596583632,1979
"3","xFTAVG",0.139683100442721,1979
"4","ASTtTOV",0.0336793280699821,1979
"5","SPBtPFR",0.174154279175402,1979
"6","TS",0.658247880948979,1979
"7","FTr",0.46502692246708,1979
"8","PTS",0.376064811014594,1979
"9","TRB",0.308643382183804,1979
"10","AST",0.249977548609521,1979
"11","STL",0.284643026689745,1979
"12","BLK",0.235965905045603,1979
"13","PER",0.397754292705571,1979
"14","WS",0.397477526184573,1979
"15","OWS",0.352574664157054,1979
"16","DWS",0.351594126460908,1979
