"","stat","loading","year"
"1","x3PAVG",0,1953
"2","x2PAVG",0.526581616583137,1953
"3","xFTAVG",0.020245489757486,1953
"4","ASTtTOV",2.77555756156289e-17,1953
"5","SPBtPFR",0,1953
"6","TS",0.652387852077211,1953
"7","FTr",0.544694420462751,1953
"8","PTS",0.410472872586243,1953
"9","TRB",0.357810389139284,1953
"10","AST",0.299087402645101,1953
"11","STL",4.33680868994202e-19,1953
"12","BLK",6.7762635780344e-21,1953
"13","PER",0.424141361716413,1953
"14","WS",0.411969003370296,1953
"15","OWS",0.367592893817917,1953
"16","DWS",0.359571386280667,1953
