"","stat","loading","year"
"1","x3PAVG",0.0425805449787369,1982
"2","x2PAVG",0.631105889901151,1982
"3","xFTAVG",0.100984592376992,1982
"4","ASTtTOV",0.3473813781214,1982
"5","SPBtPFR",0.186819958396673,1982
"6","TS",0.617619524220751,1982
"7","FTr",0.229488495581626,1982
"8","PTS",0.378421555520325,1982
"9","TRB",0.316385112337871,1982
"10","AST",0.250624189059578,1982
"11","STL",0.297073863970843,1982
"12","BLK",0.208067087462836,1982
"13","PER",0.398676651068241,1982
"14","WS",0.406459177368973,1982
"15","OWS",0.360443087028706,1982
"16","DWS",0.329042482615379,1982
