"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Gary Alcorn","C","24","LAL","20","0","174","12","40",".300","0","0","0","12","40",".300",".300","7","8",".875","0","0","50","2","0","0","0","47","31",1961,"2.5",".356","0",".200","0","0","0","0","0","0","0","0","-0.2","0.2","0.0","-0.002","0","0","0","0"
"2","Paul Arizin*","SF","32","PHW","79","0","2935","650","1529",".425","0","0","0","650","1529",".425",".425","532","639",".833","0","0","681","188","0","0","0","335","1832",1961,"17.1",".506","0",".418","0","0","0","0","0","0","0","0","6.7","3.0","9.7",".159","0","0","0","0"
"3","Al Attles*","PG","24","PHW","77","0","1544","222","543",".409","0","0","0","222","543",".409",".409","97","162",".599","0","0","214","174","0","0","0","235","541",1961,"8.8",".440","0",".298","0","0","0","0","0","0","0","0","0.4","1.5","1.9",".058","0","0","0","0"
"4","Dick Barnett","SG","24","SYR","78","0","2070","540","1194",".452","0","0","0","540","1194",".452",".452","240","337",".712","0","0","283","218","0","0","0","169","1320",1961,"17.1",".492","0",".282","0","0","0","0","0","0","0","0","4.1","1.7","5.8",".135","0","0","0","0"
"5","Elgin Baylor*","SF","26","LAL","73","0","3133","931","2166",".430","0","0","0","931","2166",".430",".430","676","863",".783","0","0","1447","371","0","0","0","279","2538",1961,"28.2",".498","0",".398","0","0","0","0","0","0","0","0","9.1","5.7","14.8",".227","0","0","0","0"
"6","Ernie Beck","SG","29","TOT","10","0","82","10","29",".345","0","0","0","10","29",".345",".345","6","7",".857","0","0","23","15","0","0","0","10","26",1961,"12.5",".405","0",".241","0","0","0","0","0","0","0","0","0.0","0.1","0.1",".064","0","0","0","0"
"7","Whitey Bell","PG","28","NYK","5","0","45","7","18",".389","0","0","0","7","18",".389",".389","1","3",".333","0","0","7","1","0","0","0","7","15",1961,"4.8",".388","0",".167","0","0","0","0","0","0","0","0","-0.1","0.0","0.0","-0.043","0","0","0","0"
"8","Al Bianchi","PG","28","SYR","52","0","667","118","342",".345","0","0","0","118","342",".345",".345","60","87",".690","0","0","105","93","0","0","0","137","296",1961,"8.8",".389","0",".254","0","0","0","0","0","0","0","0","-0.8","0.6","-0.1","-0.010","0","0","0","0"
"9","Bucky Bockhorn","SG","27","CIN","79","0","2669","420","1059",".397","0","0","0","420","1059",".397",".397","152","208",".731","0","0","434","338","0","0","0","282","992",1961,"10.4",".431","0",".196","0","0","0","0","0","0","0","0","0.1","0.1","0.3",".005","0","0","0","0"
"10","Bob Boozer","PF","23","CIN","79","0","1573","250","603",".415","0","0","0","250","603",".415",".415","166","247",".672","0","0","488","109","0","0","0","193","666",1961,"13.0",".468","0",".410","0","0","0","0","0","0","0","0","1.3","0.1","1.4",".042","0","0","0","0"
"11","Carl Braun*","PG","33","NYK","15","0","218","37","79",".468","0","0","0","37","79",".468",".468","11","14",".786","0","0","31","48","0","0","0","29","85",1961,"14.8",".499","0",".177","0","0","0","0","0","0","0","0","0.4","0.1","0.4",".097","0","0","0","0"
"12","Dave Budd","SF","22","NYK","61","0","1075","156","361",".432","0","0","0","156","361",".432",".432","87","134",".649","0","0","297","45","0","0","0","171","399",1961,"10.7",".475","0",".371","0","0","0","0","0","0","0","0","0.9","0.3","1.2",".055","0","0","0","0"
"13","Barney Cable","SF","25","SYR","75","0","1642","266","574",".463","0","0","0","266","574",".463",".463","73","108",".676","0","0","469","85","0","0","0","246","605",1961,"11.4",".487","0",".188","0","0","0","0","0","0","0","0","1.7","1.6","3.3",".096","0","0","0","0"
"14","Wilt Chamberlain*","C","24","PHW","79","0","3773","1251","2457",".509","0","0","0","1251","2457",".509",".509","531","1054",".504","0","0","2149","148","0","0","0","130","3033",1961,"27.8",".519","0",".429","0","0","0","0","0","0","0","0","12.3","6.5","18.8",".240","0","0","0","0"
"15","Gene Conley","PF","30","BOS","75","0","1242","183","495",".370","0","0","0","183","495",".370",".370","106","153",".693","0","0","550","40","0","0","0","275","472",1961,"11.0",".420","0",".309","0","0","0","0","0","0","0","0","-0.5","3.2","2.8",".107","0","0","0","0"
"16","Ed Conlin","SF","27","PHW","77","0","1294","216","599",".361","0","0","0","216","599",".361",".361","104","139",".748","0","0","262","123","0","0","0","153","536",1961,"10.0",".406","0",".232","0","0","0","0","0","0","0","0","-0.9","1.4","0.5",".018","0","0","0","0"
"17","Larry Costello","PG","29","SYR","75","0","2167","407","844",".482","0","0","0","407","844",".482",".482","270","338",".799","0","0","292","413","0","0","0","286","1084",1961,"17.2",".546","0",".400","0","0","0","0","0","0","0","0","6.3","2.3","8.6",".190","0","0","0","0"
"18","Bob Cousy*","PG","32","BOS","76","0","2468","513","1382",".371","0","0","0","513","1382",".371",".371","352","452",".779","0","0","331","587","0","0","0","196","1378",1961,"17.4",".436","0",".327","0","0","0","0","0","0","0","0","0.9","6.3","7.2",".140","0","0","0","0"
"19","Ralph Davis","SG","22","CIN","73","0","1210","181","451",".401","0","0","0","181","451",".401",".401","34","52",".654","0","0","86","177","0","0","0","127","396",1961,"8.2",".418","0",".115","0","0","0","0","0","0","0","0","-0.2","0.1","-0.2","-0.007","0","0","0","0"
"20","Archie Dees","C","24","DET","28","0","308","53","135",".393","0","0","0","53","135",".393",".393","39","47",".830","0","0","94","17","0","0","0","50","145",1961,"12.9",".466","0",".348","0","0","0","0","0","0","0","0","0.3","0.1","0.4",".062","0","0","0","0"
"21","Walter Dukes","C","30","DET","73","0","2044","286","706",".405","0","0","0","286","706",".405",".405","281","400",".703","0","0","1028","139","0","0","0","313","853",1961,"16.3",".484","0",".567","0","0","0","0","0","0","0","0","2.4","1.4","3.7",".088","0","0","0","0"
"22","Wayne Embry*","C","23","CIN","79","0","2233","458","1015",".451","0","0","0","458","1015",".451",".451","221","331",".668","0","0","864","127","0","0","0","286","1137",1961,"16.2",".490","0",".326","0","0","0","0","0","0","0","0","3.3","0.1","3.4",".073","0","0","0","0"
"23","Mike Farmer","SF","24","TOT","59","0","1301","180","461",".390","0","0","0","180","461",".390",".390","69","94",".734","0","0","380","81","0","0","0","130","429",1961,"10.2",".427","0",".204","0","0","0","0","0","0","0","0","-0.2","0.1","-0.1","-0.004","0","0","0","0"
"24","Ray Felix","C","30","LAL","78","0","1510","189","508",".372","0","0","0","189","508",".372",".372","135","193",".699","0","0","539","37","0","0","0","302","513",1961,"9.6",".433","0",".380","0","0","0","0","0","0","0","0","-0.1","1.9","1.8",".057","0","0","0","0"
