"","Player","Eff","Vol","allstar","Yr","x3PAVG","x2PAVG","xFTAVG","PTS","TRB","AST","STL","BLK","ASTtTOV","SPBtPFR","PER","WS","OWS","DWS","TS","FTr","orig.PTS","orig.TRB","orig.AST","orig.BLK","orig.STL","orig.adj.PER","orig.WS.G","orig.OWS.G","orig.DWS.G","orig.TS.","orig.x3PAVG","orig.x2PAVG","orig.xFTAVG","orig.AST.TOV","orig.FTr"
"1","Shareef Abdur-Rahim",-0.717219256481223,-2.70778382333937,0,2008,53.6634724693588,34.1224605745324,59.1306451588435,7.32323232323232,16.8613404480298,18.2930824394239,9.61321657623782,4.1019955654102,58.5260268187098,45.4518080534341,2.46173706201082,13.6721620675408,27.3824490822228,3.54767184035477,16.2269934814864,34.3118625277162,1.66666666666667,1.66666666666667,0.666666666666667,0,0.166666666666667,0.0155801333732802,0,0,0,0.317,0,-3.78554876023519,1.06061434691459,4,0.286
"2","Arron Afflalo",-0.631850476805015,-1.42725855835014,0,2008,14.0049830686691,32.1601806856443,65.7308218035155,19.6588322246859,19.4219360046549,18.8518567347836,26.5769190159434,15.2255909544741,33.6858024806375,15.5416700059662,27.8556734504979,34.1274066691268,33.6424338938797,37.7391698257158,39.7331327209376,43.3930709534368,3.68,1.82666666666667,0.693333333333333,0.106666666666667,0.413333333333333,6.86942244185538,0.0253333333333333,0.00666666666666667,0.0186666666666667,0.494,-7.391,-4.5154936232423,4.1023620453924,1.52941176470588,0.361
"3","Maurice Ager",-1.5862132594579,-3.29983485454419,0,2008,22.4917620689857,32.7711095054924,44.3488826498109,9.36679174484053,3.42869038274597,9.20195822634847,2.4390243902439,7.18494812846546,29.4495477422307,1.85828040921298,4.39079652051142,3.84562008438773,10.7105073285611,3.43680709534368,19.0538360868913,16.4875277161862,1.96153846153846,0.5,0.307692307692308,0.0384615384615385,0,0.0714853178303446,-0.0153846153846154,-0.0153846153846154,0,0.363,-3.87560416666667,-4.29623164077278,-2.81815695925622,1.33333333333333,0.185
"4","Blake Ahearn",0.27788223135538,-2.00186772851682,0,2008,28.1868619960492,29.2991590874148,70.2444885904631,32.0060359694506,15.3475417183112,37.0020574898624,32.9416452941237,3.99113082039911,25.998112659698,50.4009608277901,6.35919052747807,13.5612973225297,15.8434991097802,15.9688446224638,40.4453136722071,58.7219512195122,5.83333333333333,1.58333333333333,1.58333333333333,0,0.5,0.176963653929664,0,-0.00833333333333333,0.00833333333333333,0.495,-2.31129166666667,-6.15011582038639,7.2277611885881,1.1875,0.544
"5","LaMarcus Aldridge",-0.273404988940244,3.12934223181009,0,2008,32.2509276165858,50.5438322410523,71.2262918628996,74.2837553973626,72.4229286727421,37.2077539086525,45.9340361489519,63.1510667788622,20.0437257928547,25.9637169188678,72.4901521656833,63.7320723564896,62.8506455981543,63.5562737399252,50.5194180017672,28.4870842572062,17.7631578947368,7.60526315789474,1.60526315789474,1.23684210526316,0.723684210526316,34.4789740154379,0.0815789473684211,0.0460526315789474,0.0368421052631579,0.523,-1.53285416666667,1.84901996063018,8.0917688451372,0.968253968253968,0.257
"6","Malik Allen",-0.806002523569407,-1.540793340809,0,2008,55.4380110006462,40.8284416273964,66.7431122649624,25.0117951988984,31.7654840125877,17.0188589099381,15.995016160456,39.8102163954064,20.3989957648494,6.1723779456655,28.7187120470287,24.8259171395613,27.8228341398074,23.9106546751805,42.4541119983995,4.3390243902439,4.63013698630137,2.68493150684932,0.602739726027397,0.424657534246575,0.26027397260274,7.25849438330848,0.0136986301369863,0.00136986301369863,0.0123287671232877,0.5,0.276041666666667,-1.42881050545984,4.62883966821621,0.977777777777778,0.076
"7","Ray Allen",1.5746332913113,3.59384265721836,1,2008,78.201972638833,46.4911687484751,88.4388497145585,73.4098249450739,44.7829146299997,54.2374877991316,54.7723070070914,25.7650040418606,39.4732116356852,22.6038245082682,66.5445176218704,80.2671339379799,76.2125267193795,80.3848030546348,71.4569127919577,25.4013303769401,17.4383561643836,3.67123287671233,3.08219178082192,0.219178082191781,0.89041095890411,29.0815529470378,0.132876712328767,0.0767123287671233,0.0561643835616438,0.584,16.2814166666667,0.322354431029067,40.8004000546897,1.77165354330709,0.24
"8","Tony Allen",-0.0328232585388968,-0.1975847473012,0,2008,26.7179404630766,24.2653360511174,67.2546680832532,35.0354274451835,26.0922402317751,35.9521304009109,51.8234610917538,31.5968880071576,23.3327424421629,16.9472365935781,34.1569518068228,40.907955452243,23.2923146476076,64.1701356603009,51.705170631679,52.8666851441242,6.58666666666667,2.24,1.52,0.28,0.826666666666667,10.2000578164081,0.036,-0.00133333333333333,0.0373333333333333,0.527,-2.6208125,-9.75958488557742,4.91479919788534,1.04587155963303,0.465
"9","Lance Allred",-0.998941128082348,-3.12862032227662,0,2008,53.5526077243477,42.5073636851689,51.8926119883832,3.66223207686622,2.28579358849731,1.6629711751663,2.32815964523282,3.88026607538803,2.54988913525499,0.886917960088692,0.56445374854554,13.4504325775186,27.2715843372117,3.32594235033259,15.5353391794342,56.5133037694013,1,0.333333333333333,0,0,0,-0.000277720737491626,0,0,0,0.307,0,-0.937585360067198,-0.469692826542703,0,0.5
"10","Morris Almond",-0.556505445142463,-3.21529877419949,0,2008,39.6661812726674,37.936232873621,52.12925211649,5.62248501272891,1.44995256232415,9.86716206228401,6.26099139081043,3.76940133037694,33.1723154893887,48.53330048452,1.56761327707709,5.58359152710886,13.4014692224398,3.21507760532151,19.5105279829285,48.0266075388027,1.44444444444444,0.222222222222222,0.333333333333333,0,0.111111111111111,0.00649866525730406,-0.0111111111111111,-0.0111111111111111,0,0.368,-0.447916666666667,-2.32535974018479,-0.40707847962811,1.5,0.4
