"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Arron Afflalo","SG","22","DET","12","0","84","7","18",".389","0","2",".000","7","16",".438",".389","0","0","0","0","5","5","6","4","0","1","5","14",2008,"6.7",".389",".111",".000","0.0","7.6","3.8","11.5","2.7","0.0","5.3","11.1","0.0","0.1","0.0",".028","-3.2","1.7","-1.5","0.0"
"2","Malik Allen","PF","29","DAL","3","0","18","0","1",".000","0","0","0","0","1",".000",".000","0","0","0","0","0","0","0","0","0","0","4","0",2008,"-6.5",".000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","0.0","0.0","0.0","-0.108","-9.2","-2.8","-12.1","0.0"
"3","Ray Allen*","SG","32","BOS","26","26","987","133","311",".428","55","139",".396","78","172",".453",".516","84","92",".913","25","73","98","71","24","8","38","63","405",2008,"14.9",".576",".447",".296","3.2","9.2","6.2","12.7","1.4","0.7","9.8","19.0","2.0","1.1","3.1",".152","2.2","0.8","3.0","1.3"
"4","Tony Allen","SG","26","BOS","15","0","65","9","16",".563","0","1",".000","9","15",".600",".563","2","5",".400","1","2","3","3","2","0","1","5","20",2008,"10.8",".549",".063",".313","2.0","3.8","2.9","8.2","1.7","0.0","5.2","14.2","0.1","0.1","0.1",".100","-2.2","1.0","-1.2","0.0"
"5","Rafer Alston","PG","31","HOU","4","4","126","21","48",".438","11","25",".440","10","23",".435",".552","4","5",".800","2","4","6","18","4","0","6","7","57",2008,"18.0",".568",".521",".104","1.7","3.6","2.7","28.4","1.8","0.0","10.7","21.2","0.3","0.1","0.4",".142","4.3","1.9","6.2","0.3"
"6","Lou Amundson","PF","25","PHI","2","0","10","2","4",".500","0","0","0","2","4",".500",".500","1","2",".500","5","2","7","0","0","0","0","2","5",2008,"33.9",".512",".000",".500","60.3","26.1","43.8","0.0","0.0","0.0","0.0","22.8","0.1","0.0","0.1",".319","9.8","-6.3","3.5","0.0"
"7","Carmelo Anthony","SF","23","DEN","4","4","146","32","88",".364","2","8",".250","30","80",".375",".375","24","29",".828","19","19","38","8","2","1","12","17","90",2008,"14.9",".447",".091",".330","13.1","14.4","13.7","9.7","0.7","0.5","10.6","32.0","0.0","-0.1","-0.1","-0.018","0.8","-3.4","-2.6","0.0"
"8","Gilbert Arenas","PG","26","WAS","4","2","94","14","36",".389","5","12",".417","9","24",".375",".458","10","12",".833","0","7","7","11","2","0","8","13","43",2008,"11.2",".521",".333",".333","0.0","8.8","4.4","22.6","1.2","0.0","16.2","25.1","0.0","0.0","0.0",".012","-0.5","-2.1","-2.6","0.0"
"9","Trevor Ariza","SF","22","LAL","8","0","45","7","12",".583","1","4",".250","6","8",".750",".625","2","4",".500","3","8","11","1","1","1","1","7","17",2008,"15.5",".618",".333",".333","8.1","19.8","14.2","3.7","1.2","1.7","6.8","15.1","0.1","0.1","0.1",".156","2.0","1.7","3.8","0.1"
"10","Hilton Armstrong","C","23","NOH","8","0","72","8","13",".615","0","0","0","8","13",".615",".615","5","10",".500","9","11","20","0","0","6","4","12","21",2008,"14.5",".603",".000",".769","14.2","16.9","15.5","0.0","0.0","7.5","18.7","14.4","0.1","0.1","0.2",".120","-2.3","0.4","-1.9","0.0"
"11","Carlos Arroyo","PG","28","ORL","4","0","30","2","4",".500","0","1",".000","2","3",".667",".500","2","2","1.000","0","2","2","4","0","0","3","4","6",2008,"4.5",".615",".250",".500","0.0","7.7","3.9","19.9","0.0","0.0","38.1","12.5","0.0","0.0","0.0","-0.011","-5.0","-1.6","-6.6","0.0"
"12","Chucky Atkins","SG","33","DEN","1","0","3","0","1",".000","0","1",".000","0","0","0",".000","0","0","0","0","1","1","0","0","0","0","0","0",2008,"-7.8",".000","1.000",".000","0.0","36.8","17.5","0.0","0.0","0.0","0.0","13.8","0.0","0.0","0.0","-0.298","-13.5","-2.2","-15.7","0.0"
"13","James Augustine","PF","23","ORL","1","0","2","1","1","1.000","0","0","0","1","1","1.000","1.000","0","0","0","0","1","1","0","0","0","0","0","2",2008,"54.8","1.000",".000",".000","0.0","57.7","29.3","0.0","0.0","0.0","0.0","23.9","0.0","0.0","0.0",".466","21.4","8.4","29.8","0.0"
"14","Leandro Barbosa","SG","25","PHO","5","1","143","19","55",".345","4","18",".222","15","37",".405",".382","10","11",".909","2","18","20","9","3","0","4","10","52",2008,"9.5",".434",".327",".200","1.6","14.9","8.2","10.0","1.1","0.0","6.3","20.6","-0.1","0.1","0.0",".012","-1.6","-0.9","-2.5","0.0"
"15","J.J. Barea","PG","23","DAL","1","0","5","3","4",".750","2","2","1.000","1","2",".500","1.000","0","0","0","0","0","0","1","0","0","0","1","8",2008,"71.7","1.000",".500",".000","0.0","0.0","0.0","100.0","0.0","0.0","0.0","37.1","0.1","0.0","0.1",".561","41.3","11.5","52.8","0.1"
"16","Andrea Bargnani","PF","22","TOR","5","5","104","13","39",".333","4","16",".250","9","23",".391",".385","2","2","1.000","1","6","7","2","4","3","2","15","32",2008,"5.2",".401",".410",".051","1.1","6.6","3.8","3.0","2.0","2.8","4.8","18.6","-0.2","0.0","-0.2","-0.079","-5.3","-1.1","-6.4","-0.1"
"17","Brent Barry","SF","36","SAS","16","0","227","26","53",".491","19","41",".463","7","12",".583",".670","12","15",".800","2","16","18","17","6","2","9","22","83",2008,"14.2",".696",".774",".283","1.0","8.1","4.6","12.1","1.4","0.6","13.1","14.5","0.5","0.3","0.8",".161","1.8","2.1","4.0","0.3"
"18","Brandon Bass","C","22","DAL","5","0","133","17","36",".472","0","1",".000","17","35",".486",".472","24","25",".960","20","14","34","2","3","3","3","12","58",2008,"22.1",".617",".028",".694","15.9","12.4","14.2","2.8","1.2","1.6","6.0","17.4","0.6","0.0","0.5",".198","4.3","-0.5","3.8","0.2"
"19","Maceo Baston","PF","32","TOR","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",2008,"55.6","0","0","0","0.0","0.0","0.0","0.0","53.1","0.0","0","0.0","0.0","0.0","0.0",".634","21.8","67.0","88.8","0.0"
"20","Shane Battier","SF","29","HOU","6","6","246","20","45",".444","12","25",".480","8","20",".400",".578","8","11",".727","7","16","23","3","6","5","8","19","60",2008,"9.4",".602",".556",".244","3.1","7.5","5.2","2.1","1.4","1.6","13.8","11.2","0.2","0.2","0.4",".079","-1.3","1.6","0.3","0.1"
"21","Raja Bell","SG","31","PHO","5","5","215","21","37",".568","13","20",".650","8","17",".471",".743","13","16",".813","6","22","28","11","2","1","5","19","68",2008,"13.7",".772",".541",".432","3.2","12.1","7.6","7.7","0.5","0.3","10.2","10.5","0.6","0.2","0.8",".176","2.9","1.3","4.2","0.3"
"22","Mike Bibby","PG","29","ATL","7","7","252","22","65",".338","7","24",".292","15","41",".366",".392","21","32",".656","3","19","22","22","4","2","13","12","72",2008,"7.8",".455",".369",".492","1.5","9.1","5.4","16.7","0.9","0.6","14.1","17.4","-0.1","-0.1","-0.2","-0.039","-2.1","-2.9","-5.0","-0.2"
"23","Chauncey Billups","PG","31","DET","15","15","480","69","172",".401","24","64",".375","45","108",".417",".471","79","95",".832","6","38","44","83","12","1","20","32","241",2008,"20.8",".564",".372",".552","1.6","10.2","5.8","30.8","1.4","0.2","8.6","23.9","1.6","0.4","2.0",".202","5.2","0.0","5.2","0.9"
"24","Andray Blatche","PF","21","WAS","6","0","89","9","21",".429","0","1",".000","9","20",".450",".429","4","12",".333","7","13","20","1","2","6","5","15","22",2008,"7.9",".419",".048",".571","9.1","17.2","13.1","2.0","1.2","5.8","16.0","16.8","-0.1","0.1","0.0","-0.020","-5.3","-0.7","-6.0","-0.1"
"25","Keith Bogans","SG","27","ORL","10","0","293","25","68",".368","15","45",".333","10","23",".435",".478","8","11",".727","4","38","42","11","4","0","7","26","73",2008,"7.6",".501",".662",".162","1.6","15.0","8.4","5.8","0.7","0.0","8.8","13.0","0.1","0.2","0.3",".050","-1.7","0.3","-1.4","0.0"
"26","Matt Bonner","PF","27","SAS","2","0","9","2","3",".667","0","0","0","2","3",".667",".667","0","0","0","0","2","2","2","0","0","0","0","4",2008,"26.8",".667",".000",".000","0.0","25.6","12.8","43.7","0.0","0.0","0.0","15.9","0.0","0.0","0.1",".306","7.8","7.6","15.4","0.0"
"27","Carlos Boozer","PF","26","UTA","12","12","441","76","183",".415","0","0","0","76","183",".415",".415","40","56",".714","42","105","147","34","6","2","36","47","192",2008,"13.8",".462",".000",".306","10.6","28.5","19.2","13.3","0.7","0.4","14.8","25.1","-0.1","0.4","0.3",".029","-0.5","-1.4","-1.9","0.0"
"28","Chris Bosh","C","23","TOR","5","5","199","42","89",".472","1","7",".143","41","82",".500",".478","35","42",".833","20","25","45","18","8","2","13","19","120",2008,"23.0",".558",".079",".472","11.4","14.3","12.8","16.0","2.1","1.0","10.8","27.9","0.5","0.1","0.6",".141","4.1","0.1","4.2","0.3"
"29","Bruce Bowen","SF","36","SAS","17","17","508","37","93",".398","22","54",".407","15","39",".385",".516","8","11",".727","2","31","33","23","11","6","9","41","104",2008,"7.0",".531",".581",".118","0.5","7.0","3.7","6.9","1.2","0.9","8.4","10.1","0.2","0.5","0.7",".068","-2.1","2.3","0.2","0.3"
"30","Ryan Bowen","SF","32","NOH","9","0","39","1","6",".167","0","1",".000","1","5",".200",".167","2","2","1.000","3","11","14","2","1","0","1","1","4",2008,"8.8",".291",".167",".333","8.7","31.1","20.1","6.8","1.4","0.0","12.7","9.8","0.0","0.1","0.0",".036","-2.2","0.4","-1.8","0.0"
"31","Ronnie Brewer","SG","22","UTA","12","12","305","51","98",".520","1","6",".167","50","92",".543",".526","19","25",".760","17","21","38","19","12","4","4","29","122",2008,"17.2",".560",".061",".255","6.2","8.2","7.2","10.6","2.1","1.1","3.5","16.8","0.8","0.2","1.0",".154","2.1","2.0","4.0","0.5"
"32","Aaron Brooks","PG","23","HOU","6","0","50","8","25",".320","0","10",".000","8","15",".533",".320","9","11",".818","0","6","6","3","0","0","3","11","25",2008,"5.8",".419",".400",".440","0.0","13.8","6.7","11.8","0.0","0.0","9.1","31.2","-0.1","0.0","-0.1","-0.054","-8.1","-1.6","-9.7","-0.1"
