"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C","40","LAL","80","80","2308","480","903",".532","0","1",".000","480","902",".532",".532","205","269",".762","118","360","478","135","48","92","159","216","1165",1988,"15.8",".570",".001",".298","6.1","16.9","11.7","8.4","1.0","2.2","13.5","21.4","2.6","2.7","5.3",".111","-0.1","0.1","0.0","1.2"
"2","Mark Acres","C","25","BOS","79","5","1151","108","203",".532","0","0","0","108","203",".532",".532","71","111",".640","105","165","270","42","29","27","54","198","287",1988,"9.3",".570",".000",".547","11.6","15.9","13.9","4.5","1.2","1.3","17.7","11.4","1.1","1.0","2.2",".090","-2.6","-0.2","-2.8","-0.2"
"3","Alvan Adams","C","33","PHO","82","25","1646","251","506",".496","1","2",".500","250","504",".496",".497","108","128",".844","118","247","365","183","82","41","140","245","611",1988,"13.1",".543",".004",".253","8.0","17.0","12.5","14.9","2.4","1.4","19.9","17.4","0.6","1.6","2.2",".064","-1.5","1.0","-0.5","0.6"
"4","Michael Adams","PG","25","DEN","82","75","2778","416","927",".449","139","379",".367","277","548",".505",".524","166","199",".834","40","183","223","503","168","16","144","138","1137",1988,"15.6",".560",".409",".215","1.5","7.2","4.2","22.5","2.8","0.3","12.4","16.2","4.4","3.2","7.5",".130","1.5","0.9","2.5","3.1"
"5","Mark Aguirre","SF","28","DAL","77","77","2610","746","1571",".475","52","172",".302","694","1399",".496",".491","388","504",".770","182","252","434","278","70","57","203","223","1932",1988,"21.9",".539",".109",".321","7.7","10.3","9.0","18.4","1.3","1.3","10.2","31.6","6.5","2.3","8.8",".163","4.6","-0.8","3.8","3.9"
"6","Danny Ainge","SG","28","BOS","81","81","3018","482","982",".491","148","357",".415","334","625",".534",".566","158","180",".878","59","190","249","503","115","17","153","203","1270",1988,"15.9",".598",".364",".183","2.5","7.0","4.9","22.2","1.9","0.3","12.6","17.3","6.7","1.9","8.6",".136","2.7","-0.3","2.4","3.3"
"7","Mark Alarie","PF","24","WSB","63","0","769","144","300",".480","4","18",".222","140","282",".496",".487","35","49",".714","70","90","160","39","10","12","50","107","327",1988,"11.6",".508",".060",".163","10.1","13.2","11.6","7.7","0.6","0.9","13.5","19.9","0.3","0.6","0.9",".058","-1.9","-1.3","-3.2","-0.2"
"8","Steve Alford","PG","23","DAL","28","0","197","21","55",".382","1","8",".125","20","47",".426",".391","16","17",".941","3","20","23","23","17","3","12","23","59",1988,"11.6",".472",".145",".309","1.7","10.9","6.3","15.4","4.3","0.9","16.1","15.6","0.0","0.3","0.3",".082","-4.1","3.1","-1.1","0.0"
"9","Greg Anderson","PF","23","SAS","82","45","1984","379","756",".501","1","5",".200","378","751",".503",".502","198","328",".604","161","352","513","79","54","122","143","228","957",1988,"14.7",".531",".007",".434","8.7","19.4","14.0","5.3","1.3","3.4","13.7","20.8","0.8","1.5","2.3",".056","-1.6","-1.1","-2.7","-0.4"
"10","Richard Anderson","PF","27","TOT","74","3","1350","171","439",".390","48","150",".320","123","289",".426",".444","58","77",".753","91","212","303","112","51","16","61","137","448",1988,"11.1",".474",".342",".175","7.3","17.0","12.1","10.4","1.8","0.7","11.4","15.6","0.7","1.6","2.3",".082","-0.7","0.1","-0.6","0.5"
"11","Ron Anderson","SF","29","IND","74","1","1097","217","436",".498","0","2",".000","217","434",".500",".498","108","141",".766","89","127","216","78","41","6","73","98","542",1988,"16.2",".544",".005",".323","8.9","12.6","10.8","10.5","1.8","0.3","12.8","22.0","1.3","1.2","2.5",".108","0.9","-0.3","0.6","0.7"
"12","Joe Arlauckas","SF","22","SAC","9","0","85","14","43",".326","0","0","0","14","43",".326",".326","6","8",".750","6","7","13","8","3","4","4","16","34",1988,"7.9",".365",".000",".186","7.6","9.0","8.3","13.3","1.7","2.6","7.9","24.0","-0.1","0.1","-0.1","-0.045","-5.1","-1.7","-6.8","-0.1"
"13","Vincent Askew","SG","21","PHI","14","2","234","22","74",".297","0","0","0","22","74",".297",".297","8","11",".727","6","16","22","33","10","6","12","12","52",1988,"7.1",".330",".000",".149","3.0","8.0","5.5","19.8","2.1","1.5","13.2","16.4","-0.4","0.2","-0.2","-0.043","-3.3","0.5","-2.8","0.0"
"14","John Bagley","PG","27","NJN","82","74","2774","393","896",".439","47","161",".292","346","735",".471",".465","148","180",".822","61","196","257","479","110","10","201","162","981",1988,"12.4",".503",".180",".201","2.5","8.5","5.4","25.8","1.9","0.2","17.1","17.9","0.8","1.7","2.6",".044","-0.7","-0.7","-1.4","0.4"
"15","James Bailey","PF","30","PHO","65","0","869","109","241",".452","0","4",".000","109","237",".460",".452","70","89",".787","73","137","210","42","17","28","70","180","288",1988,"8.3",".514",".017",".369","9.4","17.9","13.6","6.2","0.9","1.9","20.0","16.4","-0.2","0.6","0.4",".023","-5.1","-0.7","-5.7","-0.8"
"16","Thurl Bailey","SF","26","UTA","82","10","2804","633","1286",".492","1","3",".333","632","1283",".493",".493","337","408",".826","134","397","531","158","49","125","190","186","1604",1988,"16.3",".547",".002",".317","5.4","14.6","10.2","8.6","0.8","2.6","11.5","24.2","2.7","4.1","6.8",".116","0.3","-0.1","0.2","1.6"
"17","Charles Barkley*","PF","24","PHI","80","80","3170","753","1283",".587","44","157",".280","709","1126",".630",".604","714","951",".751","385","566","951","254","100","103","304","278","2264",1988,"27.6",".665",".122",".741","14.0","20.8","17.4","14.1","1.6","1.9","15.2","26.7","13.4","3.3","16.7",".253","7.3","0.1","7.4","7.5"
"18","John Battle","SG","25","ATL","67","1","1227","278","613",".454","16","41",".390","262","572",".458",".467","141","188",".750","26","87","113","158","31","5","75","84","713",1988,"16.3",".512",".067",".307","2.3","7.9","5.1","20.0","1.3","0.2","9.7","26.4","1.5","0.8","2.3",".092","1.4","-1.0","0.4","0.7"
"19","William Bedford","C","24","DET","38","0","298","44","101",".436","0","0","0","44","101",".436",".436","13","23",".565","27","38","65","4","8","17","19","47","101",1988,"9.0",".454",".000",".228","10.4","13.9","12.2","1.8","1.3","3.3","14.6","18.2","-0.2","0.5","0.2",".039","-4.4","0.6","-3.8","-0.1"
"20","Benoit Benjamin","C","23","LAC","66","59","2171","340","693",".491","0","8",".000","340","685",".496",".491","180","255",".706","112","418","530","172","50","225","223","203","860",1988,"14.1",".534",".012",".368","5.3","21.2","13.0","12.2","1.1","5.9","21.7","19.3","-1.4","3.5","2.0",".045","-2.8","2.8","-0.1","1.0"
